H,1557102953,268731
P,1557102953,4952
P,1557102982,4950
P,1557103012,4952
P,1557103042,4953
P,1557103071,4952
P,1557103100,4953
P,1557103129,4952
P,1557103159,4952
P,1557103188,4950
P,1557103217,4952
P,1557103247,4953
P,1557103276,4952
P,1557103306,4952
P,1557103335,4951
P,1557103365,4951
D,1557103388,453120
R,1557103388,700D9DFBA
R,1557103388,700D9DFBA
R,1557103388,700D9DFBA
X,1557103390,585492,16312
X,1557103390,585270,8932
X,1557103391,586024,10134
X,1557103391,585712,8367
X,1557103392,586547,43339
X,1557103393,585814,9685
X,1557103393,585400,14235
X,1557103394,587031,8453
P,1557103394,4944
X,1557103394,586045,3237
X,1557103395,586153,2941
X,1557103395,586148,1960
X,1557103396,585863,13883
X,1557103396,590547,55668
X,1557103397,579316,49335
X,1557103398,590276,51215
X,1557103398,583408,41383
X,1557103399,585278,62856
X,1557103399,586927,7348
X,1557103400,581993,62013
X,1557103400,585485,11470
X,1557103401,588195,38012
X,1557103402,585474,45407
X,1557103402,586779,25315
X,1557103403,585485,13876
X,1557103403,586225,6970
X,1557103404,585694,3818
X,1557103404,586233,1665
X,1557103405,586075,1969
X,1557103406,586059,7508
X,1557103406,588441,59383
X,1557103407,585315,25059
X,1557103407,586236,33857
X,1557103408,584307,42897
X,1557103408,582958,33688
X,1557103409,587426,12476
X,1557103409,586781,9533
X,1557103410,586247,4461
X,1557103411,585852,7338
X,1557103411,586412,3405
X,1557103412,586471,14834
X,1557103412,586523,17400
X,1557103413,587332,35798
X,1557103413,587670,41458
X,1557103413,582895,35977
X,1557103414,586942,23495
X,1557103414,587106,14320
X,1557103415,586734,12977
X,1557103415,585000,11826
X,1557103416,543813,19215
X,1557103416,259831,7126
X,1557103417,265764,5200
X,1557103418,264415,4544
X,1557103418,262518,1668
X,1557103419,264669,970
X,1557103419,264106,1221
X,1557103420,263330,190
X,1557103420,263894,556
X,1557103421,264052,212
X,1557103422,263726,195
X,1557103422,263708,187
O,1557103423,263867,159
P,1557103423,4942
O,1557103423,263856,178
O,1557103424,263754,107
O,1557103424,263743,104
O,1557103425,263786,95
O,1557103425,263750,73
O,1557103426,263752,63
O,1557103427,263753,102
O,1557103427,263757,99
O,1557103428,263745,86
O,1557103428,263705,119
O,1557103429,263721,100
O,1557103429,263717,82
O,1557103430,263745,70
O,1557103431,263727,112
O,1557103431,263728,75
O,1557103432,263719,98
O,1557103432,263712,82
O,1557103433,263696,91
O,1557103433,263685,106
O,1557103434,263709,72
O,1557103435,263713,105
O,1557103435,263703,74
O,1557103436,263699,92
O,1557103436,263694,144
O,1557103437,263678,46
O,1557103437,263698,109
O,1557103438,263712,83
O,1557103439,263698,62
O,1557103439,263697,63
O,1557103440,263702,108
O,1557103440,263709,140
O,1557103441,263687,109
O,1557103441,263691,150
O,1557103442,263707,120
O,1557103442,263698,92
O,1557103443,263695,83
O,1557103444,263699,75
O,1557103444,263678,89
O,1557103445,263668,120
O,1557103445,263662,75
O,1557103446,263669,74
O,1557103446,263685,138
O,1557103447,263670,121
O,1557103448,263679,89
O,1557103448,263651,98
O,1557103449,263674,99
O,1557103449,263645,63
O,1557103450,263656,69
O,1557103450,263671,140
O,1557103451,263653,81
O,1557103452,263654,125
O,1557103452,263647,121
O,1557103453,263638,67
P,1557103453,4943
O,1557103453,263655,102
O,1557103454,263653,120
O,1557103454,263642,100
O,1557103454,263656,121
O,1557103454,263666,96
O,1557103455,263658,108
O,1557103456,263673,130
O,1557103456,263682,73
O,1557103457,263643,91
O,1557103457,263669,89
O,1557103458,263666,122
O,1557103458,263665,61
O,1557103459,263660,140
O,1557103460,263650,132
O,1557103460,263674,73
O,1557103461,263671,81
O,1557103461,263683,77
O,1557103462,263676,130
O,1557103462,263662,74
O,1557103463,263661,104
O,1557103464,263679,56
O,1557103464,263660,94
O,1557103465,263700,121
O,1557103465,263662,95
O,1557103466,263670,115
O,1557103466,263663,100
O,1557103467,263674,75
O,1557103468,263695,115
O,1557103468,263676,143
O,1557103469,263663,126
O,1557103469,263680,100
O,1557103470,263677,123
O,1557103470,263660,125
O,1557103471,263643,109
O,1557103471,263662,105
O,1557103472,263654,94
T,1557103472,2741
P,1557103482,4948
D,1557103500,399360
D,1557103503,428288
D,1557103505,430848
D,1557103507,425728
D,1557103509,579584
