H,1553028837,268731
P,1553028837,5145
P,1553028866,5143
P,1553028895,5145
D,1553028910,421632
R,1553028910,700D9DFBA
R,1553028910,700D9DFBA
R,1553028910,700D9DFBA
X,1553028912,601642,34490
X,1553028913,605428,13705
X,1553028913,603630,41808
X,1553028914,604303,14716
X,1553028914,603782,12124
X,1553028915,605021,6377
X,1553028915,604852,16334
X,1553028916,606264,16947
X,1553028917,606431,6496
X,1553028917,605056,15280
X,1553028918,604301,18425
X,1553028918,606223,20652
X,1553028919,604416,8181
X,1553028919,604834,6207
X,1553028920,604658,4209
X,1553028921,604953,2247
X,1553028921,605376,2233
X,1553028922,605723,3446
X,1553028922,605471,3618
X,1553028922,606154,2104
X,1553028922,605623,3148
X,1553028923,605653,5493
X,1553028924,604236,1364
X,1553028924,603543,7606
P,1553028924,5138
X,1553028925,604966,7540
X,1553028925,604903,2639
X,1553028926,605274,1352
X,1553028926,604983,2800
X,1553028927,605407,5162
X,1553028927,605810,5362
X,1553028928,605363,6001
X,1553028929,604184,5096
X,1553028929,604745,13604
X,1553028930,605445,10047
X,1553028930,605672,20095
X,1553028931,602098,30709
X,1553028931,604707,18882
X,1553028932,604257,9866
X,1553028933,603841,11601
X,1553028933,603737,3105
X,1553028934,604244,3891
X,1553028934,603361,2643
X,1553028935,602952,2706
X,1553028935,603507,1529
X,1553028936,603174,2044
X,1553028937,602508,4837
X,1553028937,604011,3320
X,1553028938,605302,1879
X,1553028938,605640,2202
X,1553028939,604904,1715
X,1553028939,604627,2405
X,1553028940,605096,2101
X,1553028941,605337,1749
X,1553028941,605204,1440
X,1553028942,604968,2885
X,1553028942,605737,8027
X,1553028943,605265,10065
X,1553028943,604904,3707
X,1553028944,605455,13578
X,1553028944,605449,8013
X,1553028945,605798,6198
X,1553028946,605671,2268
X,1553028946,605046,14074
X,1553028947,605362,3456
X,1553028947,605275,2008
X,1553028948,605099,1851
X,1553028948,604397,12196
X,1553028949,604273,2984
X,1553028950,602944,1784
X,1553028950,603842,2673
X,1553028951,605014,1727
X,1553028951,605917,7801
X,1553028952,606035,2819
X,1553028952,606093,1946
X,1553028953,606066,17842
X,1553028954,605484,8223
X,1553028954,605792,1327
P,1553028954,5137
X,1553028955,605366,2061
X,1553028955,604693,2310
X,1553028956,604119,1663
X,1553028956,603571,1465
X,1553028957,603999,1338
X,1553028957,604152,1988
X,1553028958,603628,3781
X,1553028959,605021,3357
X,1553028959,603860,4173
X,1553028960,603746,3474
X,1553028960,605106,1581
X,1553028961,605838,2107
X,1553028961,605773,2014
X,1553028962,604096,1955
X,1553028963,603039,2443
X,1553028963,602900,1874
X,1553028963,602760,1820
X,1553028963,603289,3082
X,1553028964,604098,2219
X,1553028964,604208,2371
X,1553028965,604100,4696
X,1553028966,605328,2990
X,1553028966,605293,2803
X,1553028967,606887,6883
X,1553028967,606210,1984
X,1553028968,606468,2256
X,1553028968,606268,1825
X,1553028969,606354,1681
X,1553028970,606318,3533
X,1553028970,605615,1698
X,1553028971,605776,1356
X,1553028971,605814,3559
X,1553028972,604827,1937
X,1553028972,604494,3443
X,1553028973,604471,1767
X,1553028973,605681,1686
X,1553028974,605824,1616
X,1553028975,604354,6019
X,1553028975,604618,3489
X,1553028976,603620,3606
X,1553028976,601696,4297
X,1553028977,603021,1440
X,1553028977,603290,2181
X,1553028978,602794,2024
X,1553028979,602856,2093
X,1553028979,602436,5677
X,1553028980,602361,4590
X,1553028980,602681,2421
X,1553028981,603522,1514
X,1553028981,604456,1795
X,1553028982,604637,3763
X,1553028983,604741,3377
X,1553028983,604587,6433
P,1553028983,5136
X,1553028984,604974,5907
X,1553028984,604907,4333
X,1553028985,605263,2299
X,1553028985,604892,10219
X,1553028986,604332,5346
X,1553028987,605483,3986
X,1553028987,605554,5867
X,1553028988,606717,3698
X,1553028988,606375,4118
X,1553028989,606291,1948
X,1553028989,606279,1674
X,1553028990,605299,2398
X,1553028990,604487,3695
X,1553028991,603253,3354
X,1553028992,602195,6213
X,1553028992,601919,2769
X,1553028993,604650,2362
X,1553028993,605822,2040
X,1553028994,605378,2327
X,1553028994,605366,2049
X,1553028995,605845,1360
X,1553028996,605824,1601
X,1553028996,606199,3565
X,1553028997,606441,1329
X,1553028997,605816,7422
X,1553028998,604922,6775
X,1553028998,603957,40417
X,1553028999,604664,13758
X,1553029000,604000,2421
X,1553029000,603108,2524
X,1553029001,602611,3017
X,1553029001,602887,2864
