H,1556310609,268731
D,1556310609,451840
D,1556310611,444416
D,1556310613,446976
D,1556310615,446720
D,1556310617,446976
D,1556310620,447744
D,1556310622,445184
D,1556310624,446464
P,1556310625,5040
D,1556310626,446976
D,1556310628,450048
D,1556310631,443136
D,1556310633,446208
D,1556310635,448000
D,1556310637,446208
D,1556310640,447744
D,1556310642,448256
D,1556310644,446976
D,1556310646,447232
D,1556310648,442368
D,1556310650,448512
P,1556310655,5040
P,1556310685,5041
P,1556310714,5041
P,1556310743,5043
P,1556310772,5039
P,1556310802,5041
P,1556310831,5040
P,1556310860,5042
P,1556310890,5041
P,1556310919,5042
P,1556310949,5041
P,1556310978,5041
P,1556311008,5042
P,1556311037,5042
P,1556311067,5042
P,1556311097,5042
P,1556311126,5042
P,1556311155,5041
P,1556311184,5043
P,1556311214,5041
P,1556311244,5040
P,1556311273,5042
P,1556311303,5043
P,1556311332,5042
P,1556311361,5043
P,1556311390,5041
P,1556311420,5041
P,1556311449,5042
P,1556311478,5041
P,1556311508,5041
P,1556311538,5041
P,1556311567,5041
P,1556311596,5043
P,1556311626,5041
P,1556311655,5040
P,1556311684,5042
P,1556311714,5041
P,1556311743,5043
P,1556311772,5042
P,1556311801,5042
P,1556311832,5042
P,1556311861,5041
P,1556311890,5041
P,1556311920,5038
P,1556311949,5041
P,1556311978,5040
D,1556312000,393216
R,1556312001,700D9DFBA
R,1556312001,700D9DFBA
R,1556312001,700D9DFBA
X,1556312002,596700,28459
X,1556312003,597687,7347
X,1556312003,597507,3835
X,1556312003,597282,7456
X,1556312004,596460,13215
X,1556312004,597485,6497
X,1556312005,597453,5381
X,1556312005,597265,6592
X,1556312006,597791,5525
X,1556312006,597575,22985
X,1556312007,596760,46132
P,1556312007,5033
X,1556312008,600950,40798
X,1556312008,597155,19517
X,1556312009,599092,25744
X,1556312009,597673,34639
X,1556312010,598791,13801
X,1556312010,598558,7958
X,1556312011,597512,10388
X,1556312011,598008,8794
X,1556312012,598111,10876
X,1556312013,598616,3592
X,1556312013,598444,1915
X,1556312014,598219,38634
X,1556312014,599346,29319
X,1556312015,597384,49016
X,1556312015,601058,2680
X,1556312016,320877,52380
X,1556312017,269840,4682
X,1556312017,267750,1576
X,1556312018,270001,1641
X,1556312018,270245,790
X,1556312019,269033,644
X,1556312019,268798,406
X,1556312020,269352,337
X,1556312021,269639,176
X,1556312021,269609,95
X,1556312022,269480,153
X,1556312022,269433,121
O,1556312023,269401,144
O,1556312023,269399,145
O,1556312024,269475,121
O,1556312025,269365,187
O,1556312025,269271,307
O,1556312026,269102,207
O,1556312026,269206,312
O,1556312027,269443,123
O,1556312027,269405,107
O,1556312028,269430,176
O,1556312028,269427,136
O,1556312029,269436,76
O,1556312030,269435,135
O,1556312030,269382,141
O,1556312031,269388,119
O,1556312031,269391,167
O,1556312032,269388,229
O,1556312032,269435,124
O,1556312033,269411,90
O,1556312034,269418,101
O,1556312034,269473,71
O,1556312035,269504,73
O,1556312035,269502,109
O,1556312036,269517,112
O,1556312036,269516,103
O,1556312037,269522,101
P,1556312037,5033
O,1556312038,269526,56
O,1556312038,269501,97
O,1556312039,269541,100
O,1556312039,269520,103
O,1556312040,269491,102
O,1556312040,269502,78
O,1556312041,269527,88
O,1556312042,269511,78
O,1556312042,269478,100
O,1556312043,269475,93
O,1556312043,269451,125
O,1556312044,269427,78
O,1556312044,269416,138
O,1556312044,269423,139
O,1556312044,269111,473
O,1556312045,268697,294
O,1556312046,268865,172
O,1556312046,268993,234
O,1556312047,269275,159
O,1556312047,269352,123
O,1556312048,269421,137
O,1556312048,269416,74
O,1556312049,269447,132
O,1556312050,269403,136
O,1556312050,269394,135
O,1556312051,269418,125
O,1556312051,269385,105
O,1556312052,269356,124
O,1556312052,269435,96
O,1556312053,269417,131
O,1556312054,269478,187
O,1556312054,269359,230
O,1556312055,269315,114
O,1556312055,269389,155
O,1556312056,269492,101
O,1556312056,269491,151
O,1556312057,269479,88
O,1556312057,269501,82
O,1556312058,269522,150
O,1556312059,389492,11578
T,1556312059,2828
D,1556312060,338176
R,1556312060,700D9DFBA
R,1556312060,700D9DFBA
R,1556312060,700D9DFBA
X,1556312062,565961,7768
X,1556312062,565988,59639
X,1556312063,565480,22555
X,1556312063,567578,27645
X,1556312064,566061,39824
X,1556312065,567734,35738
X,1556312065,567525,3506
X,1556312066,567985,8455
X,1556312066,567885,24905
P,1556312066,5032
X,1556312067,568584,45767
X,1556312067,567402,5921
