H,1557603982,268731
P,1557603982,4933
P,1557604011,4933
P,1557604040,4932
P,1557604070,4933
P,1557604099,4931
P,1557604128,4930
P,1557604157,4930
P,1557604187,4933
P,1557604216,4932
P,1557604245,4932
P,1557604276,4932
P,1557604305,4933
P,1557604334,4933
P,1557604363,4933
P,1557604393,4931
P,1557604422,4933
P,1557604451,4932
P,1557604481,4932
P,1557604510,4932
P,1557604539,4933
P,1557604569,4933
P,1557604599,4930
P,1557604628,4933
P,1557604657,4932
P,1557604687,4931
P,1557604716,4932
P,1557604745,4930
P,1557604774,4933
P,1557604804,4933
P,1557604833,4932
P,1557604863,4931
P,1557604893,4931
P,1557604922,4932
P,1557604951,4933
P,1557604980,4933
P,1557605010,4932
P,1557605039,4931
P,1557605068,4931
P,1557605098,4931
P,1557605127,4930
P,1557605157,4933
P,1557605186,4932
P,1557605216,4931
P,1557605245,4932
P,1557605274,4932
P,1557605303,4931
P,1557605333,4933
P,1557605362,4933
P,1557605391,4931
P,1557605421,4929
P,1557605451,4932
P,1557605480,4933
P,1557605509,4931
P,1557605539,4933
P,1557605568,4930
P,1557605597,4930
P,1557605627,4933
D,1557605648,389632
D,1557605650,376832
D,1557605652,378368
D,1557605654,387840
P,1557605656,4932
D,1557605657,377600
D,1557605659,367104
R,1557605659,700D9DFBA
R,1557605659,700D9DFBA
R,1557605659,700D9DFBA
X,1557605661,567791,54150
X,1557605661,482650,24573
X,1557605662,252172,14013
X,1557605662,252499,8861
X,1557605663,252744,6072
X,1557605663,251861,3889
X,1557605664,252969,2805
X,1557605665,251735,1759
X,1557605665,252857,1016
X,1557605666,251873,633
X,1557605666,252666,270
X,1557605667,252104,350
X,1557605667,252440,336
O,1557605668,252233,374
O,1557605669,252224,214
O,1557605669,252325,145
O,1557605670,252222,108
O,1557605670,252295,107
O,1557605671,252225,138
O,1557605671,252259,127
O,1557605672,252292,162
O,1557605672,252225,118
O,1557605672,252314,109
O,1557605673,252272,88
O,1557605673,252271,80
O,1557605674,252261,68
O,1557605674,252237,118
O,1557605675,252236,87
O,1557605675,252266,202
O,1557605676,252253,80
O,1557605677,252246,58
O,1557605677,252250,82
O,1557605678,252228,134
O,1557605678,252201,104
O,1557605679,252200,89
O,1557605679,252236,76
O,1557605680,252227,100
O,1557605681,252231,153
O,1557605681,252223,173
O,1557605682,252258,108
O,1557605682,252255,76
O,1557605683,252265,81
O,1557605683,252270,141
O,1557605684,252282,106
O,1557605685,252273,97
O,1557605685,252288,73
P,1557605685,4924
O,1557605686,252226,69
O,1557605686,252250,93
O,1557605687,252264,105
O,1557605687,252299,68
O,1557605688,252292,93
O,1557605688,252282,103
O,1557605689,252291,82
O,1557605690,252286,88
O,1557605690,252293,89
O,1557605691,252295,107
O,1557605691,252299,84
O,1557605692,252287,147
O,1557605692,252313,113
O,1557605693,252281,84
O,1557605694,252268,80
O,1557605694,252258,124
O,1557605695,252231,100
O,1557605695,252220,128
O,1557605696,252212,87
O,1557605696,252204,81
O,1557605697,252205,46
O,1557605698,252218,82
O,1557605698,252206,147
O,1557605699,252211,105
O,1557605699,252219,65
O,1557605700,252201,102
O,1557605700,252216,82
O,1557605701,252205,53
O,1557605702,252210,265
O,1557605702,252158,181
O,1557605703,583432,29332
T,1557605703,2824
D,1557605704,344832
D,1557605706,367872
D,1557605708,717056
R,1557605708,700D9DFBA
R,1557605709,700D9DFBA
X,1557605710,247677,12036
X,1557605711,255530,7151
X,1557605711,249661,4087
X,1557605712,253887,2822
X,1557605712,250836,1765
X,1557605713,253134,1341
X,1557605713,251437,1184
X,1557605713,252563,1167
X,1557605714,251829,1036
X,1557605714,252181,875
P,1557605714,4924
X,1557605715,252097,716
O,1557605715,252047,489
O,1557605716,252261,391
O,1557605717,252071,128
O,1557605717,252224,149
O,1557605718,252108,97
O,1557605718,252183,225
O,1557605719,252106,126
O,1557605719,252114,138
O,1557605720,252111,103
O,1557605721,252091,116
O,1557605721,252110,121
O,1557605722,252103,116
O,1557605722,252097,51
O,1557605723,252104,117
O,1557605723,252110,61
O,1557605724,252127,76
O,1557605725,252130,140
O,1557605725,252104,139
O,1557605726,252087,105
O,1557605726,252099,133
O,1557605727,252089,137
O,1557605727,252117,144
O,1557605728,252123,105
O,1557605728,252099,81
O,1557605729,252107,85
O,1557605730,252097,151
O,1557605730,252096,97
O,1557605731,252110,90
O,1557605731,252140,120
O,1557605732,252122,86
