H,1556910810,268731
P,1556910810,4999
P,1556910840,5000
P,1556910869,4999
P,1556910898,5000
P,1556910928,5001
P,1556910958,4999
P,1556910987,5000
P,1556911016,4999
P,1556911046,4996
P,1556911075,5001
P,1556911104,5000
P,1556911134,4999
P,1556911163,5000
P,1556911192,4999
P,1556911221,5001
P,1556911252,5001
P,1556911281,4997
P,1556911310,5001
P,1556911340,4998
P,1556911369,4999
P,1556911398,4999
P,1556911427,5001
P,1556911457,5001
P,1556911487,5001
P,1556911516,5000
P,1556911547,5000
P,1556911576,5000
P,1556911605,5000
P,1556911634,5000
P,1556911664,5001
P,1556911693,5000
P,1556911722,5001
P,1556911752,5001
P,1556911781,5000
P,1556911810,5001
D,1556911837,396288
R,1556911837,700D9DFBA
R,1556911837,700D9DFBA
R,1556911837,700D9DFBA
X,1556911839,591676,6334
X,1556911839,592105,4786
P,1556911840,4991
X,1556911840,591923,7880
X,1556911840,591399,5124
X,1556911841,592090,10545
X,1556911842,592134,29578
X,1556911842,591337,49319
X,1556911843,592505,12355
X,1556911843,591981,2075
X,1556911844,590795,13400
X,1556911844,593566,37117
X,1556911845,599309,36082
X,1556911845,592272,26187
X,1556911846,589749,16980
X,1556911847,591026,7471
X,1556911847,589503,60071
X,1556911848,597457,57639
X,1556911848,607175,23332
X,1556911849,282544,38238
X,1556911849,258796,1003
X,1556911850,258575,403
X,1556911851,258468,172
X,1556911851,258380,135
X,1556911852,258387,84
X,1556911852,258427,105
X,1556911853,258401,144
X,1556911853,258444,104
X,1556911854,258432,121
X,1556911855,258394,108
O,1556911855,258352,123
O,1556911856,258362,208
O,1556911856,258332,60
O,1556911857,258393,188
O,1556911857,258282,269
O,1556911858,258209,268
O,1556911859,258271,228
O,1556911859,258374,76
O,1556911860,258272,419
O,1556911860,258160,255
O,1556911861,257928,766
O,1556911861,258250,590
O,1556911862,258531,487
O,1556911862,258644,329
O,1556911863,258573,362
O,1556911864,258477,181
O,1556911864,258383,169
O,1556911865,258370,136
O,1556911865,258294,216
O,1556911866,258246,99
O,1556911866,258253,116
O,1556911867,258363,128
O,1556911868,258356,76
O,1556911868,258333,93
O,1556911869,258316,86
O,1556911869,258345,147
P,1556911870,4988
O,1556911870,258376,92
O,1556911870,258386,56
O,1556911871,258370,145
O,1556911872,258397,81
O,1556911872,258455,111
O,1556911873,258458,89
O,1556911873,258534,135
O,1556911874,258409,153
O,1556911874,258420,136
O,1556911875,258376,134
O,1556911875,258495,198
O,1556911875,258400,161
O,1556911876,258560,239
O,1556911876,258779,155
O,1556911877,258771,212
O,1556911877,258941,155
O,1556911878,258893,111
O,1556911878,258907,120
O,1556911879,258882,152
O,1556911880,258775,161
O,1556911880,258760,127
O,1556911881,258709,136
O,1556911881,258633,111
O,1556911882,258592,201
O,1556911882,258608,124
O,1556911883,258595,148
O,1556911884,258652,98
O,1556911884,258563,102
O,1556911885,258539,124
O,1556911885,258484,130
O,1556911886,258376,135
O,1556911886,258379,138
O,1556911887,258388,151
O,1556911888,258396,95
O,1556911888,258445,109
O,1556911889,258443,116
O,1556911889,258337,145
O,1556911890,258307,284
O,1556911890,258278,106
O,1556911891,258232,160
O,1556911891,258303,146
O,1556911892,258437,352
O,1556911893,258703,401
O,1556911893,258740,303
O,1556911894,258519,357
O,1556911894,258533,287
O,1556911895,258587,285
O,1556911895,258552,161
O,1556911896,258557,114
O,1556911897,258581,132
O,1556911897,578373,53090
T,1556911897,2844
D,1556911899,366336
R,1556911899,700D9DFBA
R,1556911899,700D9DFBA
R,1556911899,700D9DFBA
P,1556911899,4913
X,1556911900,552725,4087
X,1556911901,553418,9249
X,1556911901,554014,13193
X,1556911902,553165,21758
X,1556911903,551783,48896
X,1556911903,553279,13731
X,1556911904,552301,51658
X,1556911904,554588,20443
X,1556911905,553343,3727
X,1556911905,553866,2858
X,1556911906,553560,3575
X,1556911907,553766,37201
X,1556911907,552966,8901
X,1556911908,553591,2605
X,1556911908,553433,2354
X,1556911909,553371,2133
X,1556911909,553171,4892
X,1556911910,553543,2906
X,1556911911,553296,1647
X,1556911911,553299,6863
X,1556911912,553340,13786
X,1556911912,552986,4023
X,1556911913,553297,12560
X,1556911913,553241,3249
X,1556911914,553258,1770
X,1556911914,553152,5343
X,1556911915,492925,38983
X,1556911916,258157,1730
X,1556911916,258654,1895
X,1556911916,258889,302
X,1556911916,258869,102
