H,1554488966,268731
P,1554488966,5081
P,1554488995,5094
P,1554489025,5095
P,1554489054,5093
P,1554489083,5094
P,1554489113,5095
P,1554489143,5095
P,1554489172,5094
P,1554489201,5094
P,1554489231,5093
P,1554489260,5094
P,1554489289,5095
P,1554489319,5096
P,1554489348,5094
P,1554489377,5093
P,1554489406,5093
P,1554489437,5094
P,1554489466,5095
P,1554489495,5095
P,1554489525,5094
P,1554489554,5094
P,1554489583,5092
P,1554489612,5094
P,1554489642,5094
P,1554489671,5094
P,1554489700,5094
P,1554489731,5094
P,1554489760,5094
P,1554489789,5093
P,1554489818,5094
P,1554489848,5094
P,1554489877,5094
P,1554489906,5095
P,1554489936,5094
P,1554489965,5095
P,1554489994,5095
P,1554490024,5093
P,1554490054,5093
P,1554490083,5093
P,1554490112,5094
P,1554490142,5095
P,1554490171,5094
P,1554490200,5094
P,1554490229,5094
P,1554490259,5093
P,1554490288,5093
P,1554490318,5093
P,1554490348,5094
P,1554490377,5094
P,1554490406,5095
P,1554490435,5093
P,1554490465,5094
P,1554490494,5094
P,1554490523,5094
D,1554490530,327168
R,1554490530,700D9DFBA
R,1554490530,700D9DFBA
R,1554490530,700D9DFBA
X,1554490532,561128,60151
X,1554490533,561907,10994
X,1554490533,561591,16146
X,1554490534,562949,17127
X,1554490534,564991,25164
X,1554490535,561345,3616
X,1554490536,560638,12069
X,1554490536,561232,31719
X,1554490537,561655,3063
X,1554490537,560277,12815
X,1554490538,561592,19176
X,1554490538,560753,17123
X,1554490539,561888,3622
X,1554490540,561677,4162
X,1554490540,561908,6964
X,1554490541,562071,1748
X,1554490541,561852,3291
X,1554490542,561172,5582
X,1554490542,563170,26515
X,1554490543,564316,53216
X,1554490543,561660,51217
X,1554490544,561737,22057
X,1554490545,562201,5181
X,1554490545,562249,3528
X,1554490546,563650,19856
X,1554490546,562394,31364
X,1554490547,560986,15097
X,1554490547,563278,9450
X,1554490548,562236,4030
X,1554490549,562062,2497
X,1554490549,561681,1767
X,1554490550,561823,2020
X,1554490550,562666,6775
X,1554490551,561709,60901
X,1554490551,562103,15423
X,1554490552,561863,19165
X,1554490553,561558,14140
X,1554490553,561546,15614
P,1554490553,5086
X,1554490553,561160,28269
X,1554490553,561775,5934
X,1554490554,561513,3078
X,1554490554,561914,4863
X,1554490555,562003,1476
X,1554490556,561604,2768
X,1554490556,561806,3250
X,1554490557,562035,1558
X,1554490557,562053,1519
X,1554490558,562189,2083
X,1554490558,563429,15696
X,1554490559,561318,19238
X,1554490559,561706,1715
X,1554490560,561682,1944
X,1554490561,561838,10509
X,1554490561,562075,1080
X,1554490562,561877,1075
X,1554490562,561983,2197
X,1554490563,561822,3437
X,1554490563,561421,2036
X,1554490564,562113,3246
X,1554490565,561805,3094
X,1554490565,561822,1358
X,1554490566,561885,1930
X,1554490566,562122,1409
X,1554490567,561853,1138
X,1554490567,561742,1343
X,1554490568,561355,968
X,1554490569,561948,5845
X,1554490569,560479,22009
X,1554490570,561617,11438
X,1554490570,561861,1395
X,1554490571,562200,5889
X,1554490571,561780,1567
X,1554490572,562122,16725
X,1554490573,561823,2797
X,1554490573,561971,1709
X,1554490574,561824,928
X,1554490574,561786,785
X,1554490575,561752,3166
X,1554490575,561816,2920
X,1554490576,561633,5466
X,1554490576,561708,1352
X,1554490577,562034,1387
X,1554490578,561821,1220
X,1554490578,561994,8484
X,1554490579,561782,3428
X,1554490579,561752,2446
X,1554490580,561634,1659
X,1554490580,561707,1610
X,1554490581,561687,1917
X,1554490582,561574,4366
X,1554490582,562295,3468
P,1554490582,5088
X,1554490583,562076,1586
X,1554490583,561766,5831
X,1554490584,562146,1437
X,1554490584,562105,1206
X,1554490585,562484,1581
X,1554490586,562634,1865
X,1554490586,562396,1630
X,1554490587,562334,1051
X,1554490587,562317,1824
X,1554490588,562214,1498
X,1554490588,562223,1443
X,1554490589,562139,2909
X,1554490589,562340,1122
X,1554490590,562304,1968
X,1554490591,562546,2611
X,1554490591,562316,1054
X,1554490592,562482,1873
X,1554490592,562445,1085
X,1554490593,562328,1478
X,1554490593,562367,1201
X,1554490594,562263,1289
X,1554490594,562163,987
X,1554490594,562125,2353
X,1554490595,562128,1462
X,1554490595,562499,5736
X,1554490596,561895,3583
X,1554490596,562069,2033
X,1554490597,561309,11789
X,1554490598,561985,4710
X,1554490598,562055,1277
X,1554490599,562276,1189
X,1554490599,562568,1470
X,1554490600,562528,2403
X,1554490600,562474,1839
X,1554490601,562545,3351
X,1554490602,562409,2134
X,1554490602,562698,2366
