H,1555530410,268731
P,1555530410,5107
P,1555530439,5106
D,1555530456,364800
D,1555530458,379648
D,1555530460,376832
D,1555530463,379648
D,1555530465,467968
D,1555530467,373248
P,1555530469,5105
D,1555530469,379392
R,1555530469,700D9DFBA
R,1555530469,700D9DFBA
R,1555530469,700D9DFBA
X,1555530471,566598,2786
X,1555530472,567887,7915
X,1555530472,567307,3966
X,1555530473,567367,7835
X,1555530473,568063,4375
X,1555530474,565937,7442
X,1555530474,566009,8601
X,1555530475,566941,5622
X,1555530476,566136,2841
X,1555530476,566654,19573
X,1555530477,567401,3012
X,1555530477,567410,3167
X,1555530478,567185,4486
X,1555530478,567831,7422
X,1555530479,567614,2569
X,1555530480,567072,11271
X,1555530480,567306,1790
X,1555530481,566585,4659
X,1555530481,568117,15467
X,1555530482,566725,12416
X,1555530482,566874,2828
X,1555530483,567036,20004
X,1555530484,567305,1283
X,1555530484,567304,5975
X,1555530485,567360,2866
X,1555530485,570954,26425
X,1555530486,293947,60387
X,1555530486,274908,1349
X,1555530487,275181,1349
X,1555530487,276329,521
X,1555530488,275461,980
X,1555530489,275900,2212
X,1555530489,275406,2622
X,1555530490,275542,1010
X,1555530490,276600,2918
X,1555530491,277191,2386
X,1555530491,276006,901
O,1555530492,275020,599
O,1555530493,274346,239
O,1555530493,274313,194
O,1555530493,274347,241
O,1555530493,274267,153
O,1555530494,274208,77
O,1555530494,274147,118
O,1555530495,274213,128
O,1555530496,274292,144
O,1555530496,274297,79
O,1555530497,274318,132
O,1555530497,274336,89
P,1555530498,5100
O,1555530498,274376,73
O,1555530498,274349,122
O,1555530499,274321,163
O,1555530500,274316,84
O,1555530500,274320,154
O,1555530501,274790,872
O,1555530501,275315,520
O,1555530502,275201,533
O,1555530502,275347,624
O,1555530503,275500,582
O,1555530503,274676,824
O,1555530504,274316,489
O,1555530505,274766,891
O,1555530505,274970,1109
O,1555530506,274923,1591
O,1555530506,275146,2255
O,1555530507,275132,374
O,1555530507,275456,571
O,1555530508,274993,338
O,1555530509,274679,316
O,1555530509,274612,294
O,1555530510,274966,509
O,1555530510,274567,510
O,1555530511,274921,2052
O,1555530511,275667,679
O,1555530512,275211,906
O,1555530513,274765,674
O,1555530513,274524,404
O,1555530514,274850,493
O,1555530514,274826,285
O,1555530515,274495,404
O,1555530515,274310,166
O,1555530516,274291,198
O,1555530517,274599,354
O,1555530517,274879,256
O,1555530518,274652,440
O,1555530518,273794,1030
O,1555530519,273810,495
O,1555530519,274329,689
O,1555530520,275001,1351
O,1555530520,275507,1045
O,1555530521,275736,2937
O,1555530522,277294,2835
O,1555530522,278510,1212
O,1555530523,278603,2058
O,1555530523,276088,1509
O,1555530524,275826,422
O,1555530524,274998,720
O,1555530525,274907,166
O,1555530526,275497,609
O,1555530526,275496,532
O,1555530527,275746,1543
O,1555530527,275251,586
P,1555530528,5098
O,1555530528,275168,691
O,1555530528,275043,1385
O,1555530529,274366,883
O,1555530530,274739,408
O,1555530530,275071,505
O,1555530531,275478,1477
O,1555530531,275912,2876
O,1555530532,276803,2184
O,1555530532,275861,1728
O,1555530533,276072,911
O,1555530533,275498,1996
O,1555530534,276121,1666
O,1555530534,275059,1053
O,1555530534,274398,317
O,1555530535,274278,117
O,1555530535,274177,206
O,1555530536,274129,152
O,1555530536,274135,297
O,1555530537,274240,629
O,1555530538,274411,291
O,1555530538,274263,315
O,1555530539,274235,92
O,1555530539,274234,73
O,1555530540,274262,95
O,1555530540,274347,158
T,1555530541,2873
P,1555530557,5106
P,1555530586,5100
P,1555530616,5107
P,1555530645,5107
P,1555530674,5106
P,1555530703,5105
P,1555530733,5107
P,1555530763,5105
P,1555530792,5105
P,1555530821,5106
P,1555530851,5107
P,1555530880,5106
P,1555530909,5107
P,1555530939,5105
P,1555530968,5108
P,1555530997,5107
P,1555531026,5106
P,1555531057,5107
P,1555531086,5107
P,1555531115,5107
P,1555531145,5105
P,1555531174,5106
P,1555531203,5107
P,1555531232,5107
O,1555531235,272588,1629
O,1555531235,272887,2115
O,1555531236,272963,1463
O,1555531237,273675,5246
O,1555531237,273748,1986
O,1555531238,274505,1762
O,1555531238,276314,3828
O,1555531239,275093,2168
O,1555531239,275732,662
O,1555531240,274478,2715
O,1555531240,272659,2622
O,1555531241,273047,2509
O,1555531242,273513,1262
O,1555531242,273854,1159
O,1555531243,274972,1420
