H,1555369112,268731
T,1555369112,2794
U,1555369113,57274
X,1555369114,566865,726
X,1555369115,566713,1875
X,1555369115,566843,1579
X,1555369116,566786,1742
X,1555369116,566850,660
X,1555369117,566813,521
X,1555369117,566751,1341
X,1555369118,566791,1279
X,1555369119,566845,1316
X,1555369119,566822,1906
X,1555369120,566832,761
X,1555369120,566856,1391
X,1555369121,566768,1933
X,1555369121,566912,2286
X,1555369122,566769,1298
X,1555369123,566888,1259
X,1555369123,566832,670
X,1555369124,566771,790
X,1555369124,566757,1178
X,1555369125,566775,1697
X,1555369125,566810,1096
X,1555369125,566769,983
X,1555369126,566656,1345
X,1555369126,566619,1892
X,1555369127,566806,1650
X,1555369127,566750,1379
X,1555369128,566758,1551
X,1555369128,566743,560
X,1555369129,566733,1450
X,1555369129,566810,1965
X,1555369130,566775,950
X,1555369131,566839,1506
X,1555369131,566705,1600
P,1555369132,5063
X,1555369132,566731,652
X,1555369132,566746,1979
X,1555369133,566903,1030
X,1555369133,566858,1046
X,1555369134,566862,1544
X,1555369135,566850,1322
X,1555369135,566872,1385
X,1555369136,566939,1231
X,1555369136,566778,1659
X,1555369137,566903,962
X,1555369137,566788,1005
X,1555369138,566870,729
X,1555369139,566817,1069
X,1555369139,566936,2199
X,1555369140,566848,1367
X,1555369140,566882,1542
X,1555369141,566893,1198
X,1555369141,566901,682
X,1555369142,566983,1197
X,1555369143,566905,1055
X,1555369143,566997,1718
X,1555369144,566886,1138
X,1555369144,566856,1438
X,1555369145,566755,1459
X,1555369145,566814,1848
X,1555369146,566788,1458
X,1555369146,566817,872
X,1555369147,566743,1759
X,1555369148,566745,991
X,1555369148,566852,1667
X,1555369149,566746,1066
X,1555369149,566777,1039
X,1555369150,566763,1605
X,1555369150,566675,857
X,1555369151,566590,1269
X,1555369152,566743,911
X,1555369152,566682,1519
X,1555369153,566650,737
X,1555369153,566745,1385
X,1555369154,566676,1026
X,1555369154,566677,1453
X,1555369155,566680,814
X,1555369156,566742,1986
X,1555369156,566698,1019
X,1555369157,566608,1387
X,1555369157,566734,1344
X,1555369158,566727,1565
X,1555369158,566700,1052
X,1555369159,566627,583
A,1555369159,566779,276
T,1555369159,2794
U,1555369159,57274
X,1555369161,566539,1450
X,1555369161,566675,834
P,1555369162,5064
X,1555369162,566685,1716
X,1555369163,566746,1377
X,1555369163,566593,1228
X,1555369164,566663,846
X,1555369164,566658,1215
X,1555369165,566661,842
X,1555369165,566698,917
X,1555369166,566676,574
X,1555369166,566742,1090
X,1555369166,566631,1292
X,1555369167,566767,1137
X,1555369167,566752,714
X,1555369168,566707,597
X,1555369168,566771,1599
X,1555369169,566729,2072
X,1555369170,566711,1092
X,1555369170,566710,1104
X,1555369171,566639,1439
X,1555369171,566522,731
X,1555369172,566609,1546
X,1555369172,566593,1328
X,1555369173,566598,1532
X,1555369173,566561,1503
X,1555369174,566763,1583
X,1555369175,566648,1345
X,1555369175,566703,1447
X,1555369176,566728,1145
X,1555369176,566712,864
X,1555369177,566685,1196
X,1555369177,566618,1312
X,1555369178,566685,1665
X,1555369179,566581,1416
X,1555369179,566713,1310
X,1555369180,566647,1982
X,1555369180,566663,903
X,1555369181,566662,700
X,1555369181,566711,1668
X,1555369182,566715,1584
X,1555369183,566772,1369
X,1555369183,566717,807
X,1555369184,566643,1348
X,1555369184,566571,1586
X,1555369185,566687,731
X,1555369185,566627,1664
X,1555369186,566716,1642
X,1555369187,566602,1220
X,1555369187,566579,1078
X,1555369188,566577,599
X,1555369188,566672,1632
X,1555369189,566666,1359
X,1555369189,566681,1151
X,1555369190,566676,1422
X,1555369190,566666,1265
P,1555369191,5066
X,1555369191,566676,1962
X,1555369192,566641,1568
X,1555369192,566673,1271
X,1555369193,566682,522
X,1555369193,566678,557
X,1555369194,566617,1427
X,1555369194,566746,1783
X,1555369195,566663,767
X,1555369196,566760,1359
X,1555369196,566745,899
X,1555369197,566618,886
X,1555369197,566769,909
A,1555369197,566676,247
T,1555369197,2794
U,1555369198,57274
X,1555369199,566731,1164
X,1555369200,566604,1277
X,1555369200,566763,903
X,1555369201,566595,1309
X,1555369202,566736,1067
X,1555369202,566728,1091
X,1555369203,566693,1364
X,1555369203,566663,1740
X,1555369204,566820,1637
X,1555369204,566767,1223
X,1555369205,566723,1340
X,1555369205,566771,1015
