H,1557024460,268731
P,1557024460,4962
P,1557024489,4962
P,1557024520,4962
P,1557024549,4962
P,1557024578,4961
P,1557024607,4961
P,1557024637,4960
P,1557024666,4962
P,1557024695,4962
P,1557024725,4963
P,1557024754,4962
P,1557024783,4963
P,1557024813,4963
P,1557024843,4962
P,1557024872,4961
P,1557024901,4962
P,1557024931,4961
P,1557024960,4962
P,1557024989,4962
P,1557025018,4961
P,1557025048,4960
P,1557025077,4963
D,1557025094,503552
D,1557025096,440832
D,1557025097,449024
D,1557025099,466432
D,1557025102,455168
D,1557025104,456448
D,1557025106,460544
P,1557025107,4959
D,1557025108,453888
D,1557025111,421632
D,1557025113,454144
D,1557025115,458752
D,1557025117,459264
D,1557025119,452352
D,1557025122,461824
D,1557025124,459264
D,1557025126,456704
D,1557025128,452352
D,1557025130,455936
D,1557025133,424192
P,1557025137,4961
P,1557025166,4962
P,1557025195,4962
D,1557025196,492288
D,1557025198,456448
D,1557025200,456704
D,1557025202,451328
D,1557025205,467456
P,1557025224,4961
D,1557025240,444928
R,1557025240,700D9DFBA
R,1557025240,700D9DFBA
R,1557025240,700D9DFBA
X,1557025242,652205,30838
X,1557025242,651852,35179
X,1557025243,653304,10131
X,1557025243,652409,3130
X,1557025244,653071,10093
X,1557025245,652704,10039
X,1557025245,652134,15682
X,1557025246,652710,6208
X,1557025246,653106,5670
X,1557025247,652440,19052
X,1557025247,654121,10756
X,1557025248,651640,32197
X,1557025249,653866,28934
X,1557025249,654961,20042
X,1557025250,650940,20220
X,1557025250,653331,4449
X,1557025251,654022,6388
X,1557025251,653929,12487
X,1557025252,654073,4994
X,1557025253,656209,3974
X,1557025253,655881,4049
X,1557025254,655789,3908
P,1557025254,4954
X,1557025254,656331,2855
X,1557025255,656593,2729
X,1557025255,656029,2522
X,1557025256,655076,3402
X,1557025256,654632,2321
X,1557025257,654675,4174
X,1557025258,655317,5062
X,1557025258,655437,4089
X,1557025259,655831,9064
X,1557025259,655005,9175
X,1557025260,654878,3164
X,1557025260,654421,2178
X,1557025261,654370,12309
X,1557025261,654263,3714
X,1557025261,654154,6291
X,1557025262,654078,6395
X,1557025262,654057,3595
X,1557025263,654668,8538
X,1557025263,653456,14127
X,1557025264,654035,2453
X,1557025265,653577,2298
X,1557025265,653324,3903
X,1557025266,653303,2213
X,1557025266,653137,2490
X,1557025267,653197,2665
X,1557025267,653464,3580
X,1557025268,653201,3204
X,1557025268,652724,3258
X,1557025269,654143,5333
X,1557025270,653116,9025
X,1557025270,653287,2862
X,1557025271,653429,2522
X,1557025271,653519,11712
X,1557025272,653667,2416
X,1557025272,652694,1615
X,1557025273,652623,1363
X,1557025274,653121,2697
X,1557025274,653248,1803
X,1557025275,653194,2098
X,1557025275,653123,1674
X,1557025276,653197,2641
X,1557025276,652978,2065
X,1557025277,653202,1848
X,1557025278,653096,2090
X,1557025278,652933,2706
X,1557025279,652864,2098
X,1557025279,652786,2230
X,1557025280,652952,3083
X,1557025280,652569,3234
X,1557025281,652808,2636
X,1557025282,652547,1963
X,1557025282,652687,2079
X,1557025283,652366,2840
P,1557025283,4953
X,1557025283,653404,3544
X,1557025284,652785,1634
X,1557025284,653134,2227
X,1557025285,652873,2654
X,1557025285,652840,9694
X,1557025286,653277,3891
X,1557025287,652572,5644
X,1557025287,653233,4038
X,1557025288,653037,2471
X,1557025288,652201,15800
X,1557025289,653010,2225
X,1557025289,653033,2002
X,1557025290,653075,2490
X,1557025291,653138,2708
X,1557025291,653382,2562
X,1557025292,653495,2652
X,1557025292,653766,2247
X,1557025293,653765,2153
X,1557025293,653759,2396
X,1557025294,654213,3013
X,1557025295,653425,2176
X,1557025295,653206,1845
X,1557025296,652933,9147
X,1557025296,653355,9233
X,1557025297,653498,14905
X,1557025297,653481,2757
X,1557025298,653339,2744
X,1557025299,653052,2221
X,1557025299,653083,3261
X,1557025300,653250,3659
X,1557025300,654219,2256
X,1557025301,653651,3624
X,1557025301,653543,2050
X,1557025302,653447,2115
X,1557025302,653424,1900
X,1557025302,652872,2785
X,1557025303,651445,15811
X,1557025303,651751,2439
X,1557025304,652187,2897
X,1557025304,652300,2366
X,1557025305,651855,2621
X,1557025305,652626,1094
X,1557025306,652471,2284
X,1557025307,652301,1449
X,1557025307,651985,1817
X,1557025308,652547,2461
X,1557025308,652857,2266
X,1557025309,652723,1815
X,1557025309,652641,4843
X,1557025310,652312,10261
X,1557025311,652504,2513
X,1557025311,652658,5981
X,1557025312,652503,3757
P,1557025312,4951
X,1557025312,652570,12382
X,1557025313,652961,3252
