H,1552001036,268731
T,1552001036,2801
R,1552001036,700D9DFBA
X,1552001037,597082,1214
X,1552001037,597038,1090
X,1552001038,597168,1484
X,1552001038,597036,1195
X,1552001039,597095,713
X,1552001039,596984,1166
X,1552001040,597157,1696
X,1552001040,597001,1666
X,1552001041,597203,1552
X,1552001042,597106,1113
X,1552001042,597009,1244
X,1552001043,597177,1264
X,1552001043,597109,1705
X,1552001044,597159,1880
X,1552001044,597119,862
X,1552001045,597101,1104
X,1552001046,597023,1367
X,1552001046,597183,1487
X,1552001047,597155,1099
X,1552001047,597408,1714
X,1552001048,597074,1081
X,1552001048,597013,988
X,1552001049,597104,1595
X,1552001050,596993,1858
X,1552001050,597056,1365
X,1552001051,597027,1367
X,1552001051,596963,1106
X,1552001052,597046,1612
X,1552001052,596975,1364
X,1552001053,597179,1810
X,1552001053,597082,6238
X,1552001054,597014,1044
X,1552001055,597032,1957
X,1552001055,596957,883
X,1552001056,597074,915
X,1552001056,597034,613
X,1552001057,597023,706
X,1552001057,596882,938
X,1552001058,596997,1724
X,1552001059,596913,1160
X,1552001059,596940,2026
X,1552001060,596877,1267
X,1552001060,596923,633
X,1552001061,596841,1999
P,1552001061,5148
X,1552001061,597010,1978
X,1552001062,597083,1845
X,1552001063,596955,1655
X,1552001063,597039,1346
X,1552001064,596971,1351
X,1552001064,597209,1746
X,1552001065,597065,1502
X,1552001065,597086,1632
X,1552001066,597063,1589
X,1552001067,597085,1437
X,1552001067,596945,1441
X,1552001068,597027,2039
X,1552001068,596999,2377
X,1552001069,597080,1573
X,1552001069,597075,774
X,1552001070,596935,1074
X,1552001070,597092,1480
X,1552001071,596892,1835
X,1552001072,597008,976
X,1552001072,596882,1325
X,1552001073,596796,1206
X,1552001073,596950,1470
X,1552001074,596836,1150
X,1552001074,596976,1135
X,1552001075,596863,1640
X,1552001076,597012,861
X,1552001076,596991,1027
X,1552001077,597088,1347
X,1552001077,597074,1801
X,1552001078,597033,1713
X,1552001078,597059,787
X,1552001078,596872,1398
X,1552001079,597182,1454
X,1552001079,597122,2162
X,1552001080,597096,1427
X,1552001080,597140,923
X,1552001081,597128,1022
X,1552001081,597195,1698
X,1552001082,597235,1063
X,1552001083,597149,2087
X,1552001083,597101,1285
X,1552001084,597080,1227
X,1552001084,597191,1124
X,1552001085,597456,2478
X,1552001085,597461,1748
X,1552001086,597619,1903
X,1552001086,597724,1786
X,1552001087,597771,1363
X,1552001088,597502,1638
X,1552001088,597372,1914
X,1552001089,597316,1781
X,1552001089,597511,1709
X,1552001090,597507,1352
P,1552001090,5146
X,1552001090,597385,1133
X,1552001091,597051,1252
X,1552001092,597112,907
X,1552001092,597060,1840
X,1552001093,597034,1257
X,1552001093,596992,422
X,1552001094,596960,1347
X,1552001094,597032,1564
X,1552001095,597233,2060
X,1552001096,597279,1134
X,1552001096,597211,1548
X,1552001097,597257,1042
X,1552001097,597045,977
X,1552001098,597202,1430
X,1552001098,597082,1479
X,1552001099,596961,1472
X,1552001100,597012,1585
X,1552001100,596970,1265
X,1552001101,596978,1517
X,1552001101,596950,1543
X,1552001102,597046,1455
X,1552001102,596989,1429
X,1552001103,597014,749
X,1552001103,596911,1296
X,1552001104,597061,2161
X,1552001105,597067,2072
X,1552001105,597033,1466
X,1552001106,597037,1277
X,1552001106,597062,1040
X,1552001107,597045,1585
X,1552001107,597103,1640
X,1552001108,597278,1346
X,1552001109,597180,1173
X,1552001109,597191,827
X,1552001110,597076,911
A,1552001110,597042,309
T,1552001110,2801
R,1552001110,700D9DFBA
X,1552001112,596906,1709
X,1552001112,596959,1009
X,1552001113,597001,957
X,1552001114,597023,1030
X,1552001114,596990,743
X,1552001115,597086,1191
X,1552001115,597012,1406
X,1552001116,597037,1272
X,1552001116,597067,759
X,1552001117,597093,1058
X,1552001118,597130,1163
X,1552001118,597231,2094
X,1552001119,597121,731
X,1552001119,597169,1306
X,1552001119,597165,1083
X,1552001119,597201,1633
P,1552001119,5146
X,1552001120,597177,1166
X,1552001120,597274,1646
X,1552001121,597260,689
X,1552001122,597142,1041
X,1552001122,597071,1201
X,1552001123,597137,1609
X,1552001123,597094,1330
X,1552001124,597113,1035
X,1552001124,597053,1793
X,1552001125,597038,1091
X,1552001126,596928,1458
X,1552001126,597108,3874
X,1552001127,596987,1940
X,1552001127,597002,772
X,1552001128,596365,16232
X,1552001128,597556,14126
