H,1555741187,268731
P,1555741187,5076
P,1555741216,5076
P,1555741245,5076
P,1555741275,5075
P,1555741304,5074
P,1555741333,5074
P,1555741363,5075
P,1555741393,5073
P,1555741422,5076
P,1555741451,5075
P,1555741481,5076
P,1555741510,5074
P,1555741539,5075
P,1555741569,5075
P,1555741598,5074
P,1555741627,5076
P,1555741656,5076
P,1555741687,5077
P,1555741716,5076
P,1555741745,5075
P,1555741775,5075
P,1555741804,5074
P,1555741833,5076
P,1555741862,5075
P,1555741892,5076
P,1555741921,5077
P,1555741950,5075
P,1555741980,5076
P,1555742010,5075
P,1555742040,5076
P,1555742069,5076
P,1555742099,5076
P,1555742128,5076
P,1555742157,5075
P,1555742186,5075
P,1555742216,5077
P,1555742245,5074
P,1555742275,5075
P,1555742305,5077
P,1555742334,5077
P,1555742363,5076
P,1555742392,5076
P,1555742422,5077
P,1555742451,5076
P,1555742480,5075
P,1555742510,5076
P,1555742539,5074
P,1555742569,5077
P,1555742598,5076
P,1555742628,5075
P,1555742657,5077
P,1555742686,5075
P,1555742716,5076
P,1555742745,5076
O,1555742754,272589,1618
O,1555742754,272543,517
O,1555742755,272685,337
O,1555742756,272944,207
O,1555742756,272957,417
O,1555742757,273019,245
O,1555742757,273028,596
O,1555742758,273034,436
O,1555742758,273103,160
O,1555742759,273044,361
O,1555742759,273128,212
O,1555742760,273076,468
O,1555742760,273173,411
O,1555742760,273340,111
O,1555742761,273218,281
O,1555742761,273198,202
O,1555742762,272987,250
O,1555742762,273218,459
O,1555742763,273275,136
O,1555742764,273271,195
O,1555742764,273200,160
O,1555742765,273121,274
O,1555742765,273127,129
O,1555742766,273337,409
O,1555742766,273150,164
O,1555742767,273233,580
O,1555742768,273208,211
O,1555742768,273475,236
O,1555742769,273554,167
O,1555742769,273597,199
O,1555742770,273597,180
O,1555742770,273506,126
O,1555742771,273382,188
O,1555742772,273345,133
O,1555742772,273351,158
O,1555742773,273486,167
O,1555742773,273557,127
O,1555742774,273627,196
P,1555742774,5068
O,1555742774,273456,287
O,1555742775,273471,213
O,1555742775,273492,242
O,1555742776,273484,100
O,1555742777,273569,89
O,1555742777,273588,114
O,1555742778,273615,190
O,1555742778,273343,715
O,1555742779,273379,570
O,1555742779,273415,176
O,1555742780,273518,136
O,1555742781,273481,58
O,1555742781,273492,153
O,1555742782,273526,109
O,1555742782,273622,268
O,1555742783,272972,553
O,1555742783,272817,311
O,1555742784,273206,192
O,1555742785,273150,276
O,1555742785,273275,263
O,1555742786,273338,554
O,1555742786,273065,358
O,1555742787,273200,337
O,1555742787,273342,280
O,1555742788,273603,357
O,1555742789,273777,325
O,1555742789,273969,119
O,1555742790,273861,101
O,1555742790,273764,121
O,1555742791,273670,123
O,1555742791,273549,201
O,1555742792,273369,155
O,1555742792,273342,143
O,1555742793,273356,167
O,1555742794,273464,144
O,1555742794,273485,101
O,1555742795,273453,130
O,1555742795,273497,96
O,1555742796,273448,85
O,1555742796,273323,214
O,1555742797,273200,218
O,1555742798,272886,899
O,1555742798,272723,515
O,1555742799,273187,463
O,1555742799,273169,545
O,1555742800,272565,457
O,1555742800,272729,187
O,1555742801,272982,374
O,1555742801,272865,492
O,1555742801,273226,106
O,1555742802,273340,203
O,1555742802,273456,160
O,1555742803,273169,225
P,1555742803,5066
O,1555742803,272954,250
O,1555742804,272683,858
O,1555742805,272424,766
O,1555742805,272923,277
O,1555742806,272783,389
O,1555742806,272423,223
O,1555742807,272637,381
O,1555742807,272733,282
O,1555742808,272715,186
O,1555742808,272545,350
T,1555742809,2931
P,1555742833,5075
P,1555742863,5076
P,1555742892,5077
P,1555742922,5077
P,1555742951,5077
P,1555742980,5076
P,1555743009,5075
P,1555743039,5075
P,1555743068,5077
P,1555743097,5076
P,1555743127,5077
P,1555743157,5076
P,1555743186,5074
P,1555743215,5076
P,1555743245,5076
P,1555743274,5077
P,1555743303,5076
P,1555743333,5077
P,1555743362,5077
P,1555743391,5077
P,1555743420,5077
P,1555743451,5076
P,1555743480,5076
P,1555743509,5078
P,1555743539,5075
P,1555743568,5078
P,1555743597,5077
P,1555743626,5077
P,1555743656,5077
P,1555743685,5078
P,1555743714,5078
P,1555743744,5077
P,1555743774,5078
P,1555743803,5077
P,1555743832,5078
P,1555743862,5077
P,1555743891,5077
P,1555743920,5078
P,1555743949,5075
P,1555743979,5076
P,1555744008,5077
P,1555744038,5077
P,1555744068,5078
P,1555744097,5077
P,1555744126,5077
P,1555744155,5079
P,1555744185,5078
