H,1555805748,268731
P,1555805748,5083
P,1555805777,5084
P,1555805806,5085
P,1555805835,5085
P,1555805865,5084
P,1555805895,5084
P,1555805924,5084
P,1555805953,5083
P,1555805983,5085
P,1555806012,5085
P,1555806041,5084
P,1555806071,5084
P,1555806100,5085
P,1555806129,5084
P,1555806158,5084
P,1555806189,5084
P,1555806218,5086
P,1555806247,5085
P,1555806277,5085
D,1555806299,369920
R,1555806299,700D9DFBA
R,1555806299,700D9DFBA
R,1555806299,700D9DFBA
X,1555806300,569004,9563
X,1555806301,570676,4778
X,1555806302,570575,6174
X,1555806302,570392,5767
X,1555806303,570582,2305
X,1555806303,570956,33679
X,1555806304,565678,26288
X,1555806304,568087,16215
X,1555806305,567323,23668
X,1555806305,571122,34836
P,1555806306,5074
X,1555806306,573203,40877
X,1555806307,571511,15871
X,1555806307,569777,20372
X,1555806308,570925,6667
X,1555806308,570546,17452
X,1555806309,571287,14879
X,1555806309,570808,4064
X,1555806310,570958,20221
X,1555806311,570560,8549
X,1555806311,570415,4323
X,1555806312,571532,19283
X,1555806312,570697,13971
X,1555806313,570468,22765
X,1555806313,571064,29079
X,1555806314,571228,12886
X,1555806315,570373,27024
X,1555806315,569915,27332
X,1555806316,571237,21401
X,1555806316,570128,13483
X,1555806317,571663,40545
X,1555806317,570808,13793
X,1555806318,571649,14464
X,1555806319,571253,13847
X,1555806319,570743,3178
X,1555806320,570654,6559
X,1555806320,570586,33908
X,1555806321,570700,6099
X,1555806321,570714,1883
X,1555806322,570782,1778
X,1555806322,570676,6276
X,1555806322,570638,2574
X,1555806323,570808,544
X,1555806323,570701,3648
X,1555806324,570684,1725
X,1555806324,570752,1499
X,1555806325,570658,3161
X,1555806325,570852,1880
X,1555806326,570785,1962
X,1555806327,570781,1281
X,1555806327,570759,3060
X,1555806328,570637,3685
X,1555806328,570760,1614
X,1555806329,570979,12043
X,1555806329,570915,2682
X,1555806330,570839,4642
X,1555806331,570509,4479
X,1555806331,570717,2111
X,1555806332,570587,5692
X,1555806332,570682,4014
X,1555806333,570572,2714
X,1555806333,570767,2816
X,1555806334,571028,5967
X,1555806335,570681,2844
P,1555806335,5075
X,1555806335,570712,2444
X,1555806336,570471,2017
X,1555806336,570478,1705
X,1555806337,570753,2657
X,1555806337,570614,2324
X,1555806338,570653,2423
X,1555806338,570311,2880
X,1555806339,570431,2149
X,1555806340,570483,2755
X,1555806340,570031,17726
X,1555806341,570660,4113
X,1555806341,570474,1867
X,1555806342,570667,2519
X,1555806342,570638,2320
X,1555806343,570564,2341
X,1555806344,570563,2016
X,1555806344,570589,2193
X,1555806345,570697,2765
X,1555806345,570697,3795
X,1555806346,570051,15881
X,1555806346,570879,9175
X,1555806347,570585,2752
X,1555806348,570683,1596
X,1555806348,570795,1822
X,1555806349,570510,2109
X,1555806349,570758,1863
X,1555806350,570632,2235
X,1555806350,570736,2282
X,1555806351,570647,2294
X,1555806351,570670,1935
X,1555806352,570781,2418
X,1555806353,570693,1522
X,1555806353,570979,2268
X,1555806354,570863,2675
X,1555806354,570777,1984
X,1555806355,570788,2280
X,1555806355,570722,2029
X,1555806356,571122,3057
X,1555806357,570545,4064
X,1555806357,570905,2032
X,1555806358,570774,1808
X,1555806358,570745,2251
X,1555806359,570714,3036
X,1555806359,570643,1616
X,1555806360,570794,2294
X,1555806361,570696,2748
X,1555806361,570931,5634
X,1555806362,570727,2308
X,1555806362,570624,1627
X,1555806363,570330,16582
X,1555806363,570657,4694
X,1555806363,570513,4326
X,1555806364,570601,2443
X,1555806364,570704,1410
P,1555806364,5074
X,1555806365,570575,1979
X,1555806365,570627,2164
X,1555806366,570537,2694
X,1555806366,570568,1561
X,1555806367,570457,3850
X,1555806367,570602,1616
X,1555806368,570817,1867
X,1555806369,570634,1689
X,1555806369,570556,1651
X,1555806370,570566,1663
X,1555806370,570712,1835
X,1555806371,570601,1759
X,1555806371,570839,2476
X,1555806372,570643,1910
X,1555806373,570661,1928
X,1555806373,570631,3661
X,1555806374,570602,2573
X,1555806374,570648,2300
X,1555806375,570194,2870
X,1555806375,570591,3463
X,1555806376,569980,3403
X,1555806377,570610,1467
X,1555806377,570547,2166
X,1555806378,570611,11892
X,1555806378,570702,3479
X,1555806379,570650,1736
X,1555806379,570547,1288
X,1555806380,570567,1389
X,1555806381,570787,1717
X,1555806381,570725,2577
X,1555806382,570665,1736
X,1555806382,570600,2086
X,1555806383,570768,1605
X,1555806383,570657,2515
X,1555806384,570694,13021
