H,1557171998,268731
D,1557171998,371200
D,1557172000,371712
D,1557172002,369664
D,1557172004,369920
D,1557172007,369920
D,1557172008,351232
P,1557172009,4958
D,1557172010,369152
D,1557172012,368640
D,1557172014,368896
D,1557172017,369152
D,1557172019,366080
D,1557172021,368128
D,1557172023,368640
D,1557172025,368896
D,1557172028,368384
D,1557172030,347904
D,1557172032,371712
R,1557172032,700D9DFBA
R,1557172032,700D9DFBA
R,1557172032,700D9DFBA
X,1557172034,553865,3029
X,1557172034,554418,10209
X,1557172035,553904,2263
X,1557172036,553971,18789
X,1557172036,553975,3245
X,1557172037,554105,3591
X,1557172037,553599,8343
X,1557172038,554363,4251
X,1557172038,554125,7985
X,1557172039,553907,21747
P,1557172039,4950
X,1557172039,553836,2330
X,1557172040,554087,3452
X,1557172041,554210,2402
X,1557172041,554059,1586
X,1557172042,555177,8713
X,1557172042,553981,18621
X,1557172043,554513,43987
X,1557172043,555005,9599
X,1557172044,554952,15875
X,1557172045,554838,4482
X,1557172045,554892,4489
X,1557172046,554666,2975
X,1557172046,554596,3092
X,1557172047,554273,619
X,1557172047,554045,7470
X,1557172048,553943,2104
X,1557172048,553564,1340
X,1557172048,553689,1843
X,1557172049,554257,5247
X,1557172049,553679,5391
X,1557172050,553895,6214
X,1557172050,553754,1915
X,1557172051,553695,1822
X,1557172051,553549,5453
X,1557172052,553254,2430
X,1557172053,553302,4029
X,1557172053,552275,3481
X,1557172054,553082,9569
X,1557172054,552814,1701
X,1557172055,552459,1771
X,1557172055,552210,6236
X,1557172056,552984,1870
X,1557172057,552769,1420
X,1557172057,552890,1323
X,1557172058,553267,1909
X,1557172058,553266,1730
X,1557172059,552710,6070
X,1557172059,553621,6346
X,1557172060,553463,4211
X,1557172061,553299,6088
X,1557172061,553397,1563
X,1557172062,553324,4146
X,1557172062,553172,2389
X,1557172063,553124,2151
X,1557172063,552575,2265
X,1557172064,552613,1876
X,1557172065,552848,1762
X,1557172065,553442,1473
X,1557172066,553565,841
X,1557172066,553471,1533
X,1557172067,553799,1336
X,1557172067,554017,1681
X,1557172068,554221,1469
P,1557172068,4954
X,1557172068,554034,1627
X,1557172069,554032,1633
X,1557172070,553697,18118
X,1557172070,552819,5669
X,1557172071,553089,6035
X,1557172071,549657,15458
X,1557172072,559411,56787
X,1557172072,544737,64487
X,1557172073,559708,46664
X,1557172074,556037,31325
X,1557172074,555316,27789
X,1557172075,553097,9209
X,1557172075,553092,4475
X,1557172076,553495,8293
X,1557172076,553469,6355
X,1557172077,555058,5169
X,1557172078,552569,48903
X,1557172078,552906,27313
X,1557172079,551304,35533
X,1557172079,554609,30892
X,1557172080,552317,11714
X,1557172080,552864,5936
X,1557172081,553406,13750
X,1557172082,550956,43033
X,1557172082,551602,24296
X,1557172083,551595,10351
X,1557172083,552501,3578
X,1557172084,553278,3349
X,1557172084,553512,2430
X,1557172085,553572,1541
X,1557172085,553833,1397
X,1557172086,554028,2010
X,1557172087,554215,1513
X,1557172087,553993,1717
X,1557172088,553787,1641
X,1557172088,553058,3639
X,1557172089,556184,8438
X,1557172089,553481,35742
X,1557172089,552265,37810
X,1557172090,553639,12461
X,1557172090,553770,6083
X,1557172091,554563,7126
X,1557172091,553319,22682
X,1557172092,553743,15056
X,1557172092,552080,23917
X,1557172093,553514,17232
X,1557172094,553072,42418
X,1557172094,553199,12010
X,1557172095,551050,23763
X,1557172095,550559,12691
X,1557172096,552140,2377
X,1557172096,552788,3842
X,1557172097,552902,2661
P,1557172097,4952
X,1557172098,551918,3193
X,1557172098,552152,1648
X,1557172099,551741,2396
X,1557172099,552201,2657
X,1557172100,552299,1328
X,1557172100,552448,2653
X,1557172101,552618,1725
X,1557172101,552757,2205
X,1557172102,552727,2543
X,1557172103,552112,6607
X,1557172103,553543,3292
X,1557172104,552102,4160
X,1557172104,551817,3849
X,1557172105,551623,2419
X,1557172105,550801,2540
X,1557172106,551232,2695
X,1557172107,551687,1986
X,1557172107,551659,2960
X,1557172108,552123,3306
X,1557172108,552046,1831
X,1557172109,551273,2139
X,1557172109,550208,3246
X,1557172110,551301,1718
X,1557172111,552087,17920
X,1557172111,552630,3193
X,1557172112,552484,1652
X,1557172112,552661,1603
X,1557172113,552685,1516
X,1557172113,552943,1943
X,1557172114,552882,1410
X,1557172114,553432,2369
X,1557172115,553650,1866
X,1557172116,553588,1573
X,1557172116,553019,1189
X,1557172117,553451,1794
X,1557172117,553560,1867
