H,1552949198,268731
P,1552949198,5143
P,1552949227,5143
P,1552949256,5143
P,1552949286,5141
P,1552949316,5144
P,1552949345,5143
P,1552949374,5142
P,1552949404,5141
P,1552949433,5141
P,1552949462,5143
P,1552949492,5142
P,1552949522,5144
P,1552949551,5143
P,1552949580,5142
P,1552949611,5142
P,1552949640,5142
P,1552949669,5141
P,1552949698,5142
P,1552949728,5141
P,1552949757,5143
P,1552949786,5143
P,1552949816,5141
P,1552949845,5141
P,1552949874,5141
P,1552949904,5142
P,1552949934,5142
P,1552949963,5142
P,1552949992,5142
P,1552950022,5143
P,1552950051,5144
P,1552950080,5143
P,1552950109,5143
P,1552950139,5142
P,1552950168,5142
P,1552950198,5141
P,1552950228,5143
P,1552950257,5143
P,1552950286,5140
P,1552950315,5141
P,1552950345,5143
P,1552950374,5141
P,1552950403,5143
P,1552950433,5143
P,1552950462,5142
P,1552950492,5142
P,1552950521,5142
P,1552950551,5143
P,1552950580,5141
P,1552950609,5143
P,1552950639,5142
P,1552950668,5141
P,1552950697,5143
P,1552950726,5142
P,1552950756,5142
P,1552950786,5143
P,1552950815,5143
P,1552950845,5142
P,1552950874,5143
P,1552950903,5142
P,1552950932,5142
P,1552950962,5142
P,1552950991,5142
P,1552951020,5142
P,1552951050,5142
P,1552951080,5143
P,1552951109,5141
P,1552951138,5143
P,1552951168,5143
D,1552951169,369664
R,1552951169,700D9DFBA
R,1552951169,700D9DFBA
R,1552951169,700D9DFBA
X,1552951171,565211,19171
X,1552951171,567865,58740
X,1552951172,567083,13454
X,1552951173,564696,28714
X,1552951173,565840,7453
X,1552951173,566909,4217
X,1552951173,566424,5679
X,1552951174,565682,11615
X,1552951174,567830,24586
X,1552951175,566001,9998
X,1552951175,563057,39160
X,1552951176,570459,54560
X,1552951177,562169,28397
X,1552951177,508841,37720
X,1552951178,261270,2548
X,1552951178,260995,427
X,1552951179,260752,142
X,1552951179,260592,115
X,1552951180,260536,168
X,1552951181,260455,199
X,1552951181,260393,144
X,1552951182,260349,83
X,1552951182,260328,80
X,1552951183,260304,90
X,1552951183,260276,79
O,1552951184,260253,91
O,1552951185,260271,89
O,1552951185,260276,45
O,1552951186,260257,69
O,1552951186,260267,64
O,1552951187,260243,73
O,1552951187,260248,127
O,1552951188,260253,73
O,1552951189,260271,111
O,1552951189,260309,102
O,1552951190,260299,150
O,1552951190,260304,98
O,1552951191,260296,113
O,1552951191,260278,84
O,1552951192,260303,105
O,1552951192,260315,122
O,1552951193,260294,170
O,1552951194,260273,141
O,1552951194,260283,57
O,1552951195,260289,89
O,1552951195,260275,112
O,1552951196,260296,94
O,1552951196,260294,84
P,1552951197,5135
O,1552951197,260266,75
O,1552951198,260249,71
O,1552951198,260255,87
O,1552951199,260263,75
O,1552951199,260282,99
O,1552951200,260276,134
O,1552951200,260282,119
O,1552951201,260272,103
O,1552951202,260261,123
O,1552951202,260243,69
O,1552951203,260248,94
O,1552951203,260243,100
O,1552951204,260245,53
O,1552951204,260273,105
O,1552951205,260251,127
O,1552951206,260238,74
O,1552951206,260251,73
O,1552951207,260251,110
O,1552951207,260231,94
O,1552951208,260234,124
O,1552951208,260207,84
O,1552951209,260213,97
O,1552951209,260182,171
O,1552951210,260101,87
O,1552951211,260183,134
O,1552951211,260214,81
O,1552951212,260186,66
O,1552951212,260241,108
O,1552951213,260174,149
O,1552951213,260173,101
O,1552951214,260167,77
O,1552951214,260175,73
O,1552951214,260139,102
O,1552951215,260159,88
O,1552951215,260175,97
O,1552951216,260160,108
O,1552951216,260130,130
O,1552951217,260079,116
O,1552951218,260126,124
O,1552951218,260137,75
O,1552951219,260149,101
O,1552951219,260145,73
O,1552951220,260036,114
O,1552951220,260138,63
O,1552951221,260159,50
O,1552951221,260092,230
O,1552951222,260039,211
O,1552951223,260150,112
O,1552951223,260144,102
O,1552951224,260181,128
O,1552951224,260207,61
O,1552951225,260248,144
O,1552951225,260230,115
O,1552951226,260256,87
P,1552951226,5133
O,1552951227,260262,152
O,1552951227,260190,220
O,1552951228,260206,103
O,1552951228,260197,94
O,1552951229,260189,73
O,1552951229,260159,96
O,1552951230,260169,124
O,1552951231,260183,115
O,1552951231,260185,79
O,1552951232,260189,109
O,1552951232,260225,69
O,1552951233,260205,87
O,1552951233,260216,173
T,1552951233,2748
P,1552951255,5141
P,1552951285,5142
P,1552951314,5142
P,1552951343,5142
P,1552951374,5142
