H,1551554334,268731
P,1551554334,5209
P,1551554363,5209
P,1551554393,5208
P,1551554422,5210
P,1551554451,5209
P,1551554481,5207
P,1551554510,5208
P,1551554540,5210
P,1551554570,5210
P,1551554600,5208
P,1551554629,5209
P,1551554658,5209
P,1551554688,5209
P,1551554717,5208
P,1551554746,5210
P,1551554775,5209
P,1551554805,5209
P,1551554834,5210
P,1551554864,5209
P,1551554894,5209
P,1551554923,5206
P,1551554952,5209
P,1551554981,5210
P,1551555011,5208
P,1551555040,5209
P,1551555069,5210
P,1551555099,5209
P,1551555128,5210
P,1551555158,5208
P,1551555187,5209
P,1551555217,5209
P,1551555246,5210
D,1551555268,423424
R,1551555268,700D9DFBA
R,1551555268,700D9DFBA
R,1551555268,700D9DFBA
X,1551555270,586990,9954
X,1551555270,588262,18151
X,1551555271,589170,9779
X,1551555271,587928,2166
X,1551555272,588854,11087
X,1551555273,587169,12940
X,1551555273,588274,1902
X,1551555274,588127,13901
X,1551555274,588294,8147
X,1551555275,589261,10625
P,1551555275,5200
X,1551555275,586767,28696
X,1551555276,589141,25759
X,1551555276,585351,26708
X,1551555277,589567,24905
X,1551555278,589204,14973
X,1551555278,589264,7860
X,1551555279,589200,26982
X,1551555279,589357,4048
X,1551555280,589266,3549
X,1551555280,588916,16980
X,1551555281,589547,7089
X,1551555282,591591,24870
X,1551555282,587524,55640
X,1551555283,517256,15970
X,1551555283,272214,2082
X,1551555284,273062,521
X,1551555284,272636,375
X,1551555285,272371,200
X,1551555286,272331,455
X,1551555286,272202,457
X,1551555287,272287,104
X,1551555287,272315,252
X,1551555288,272223,224
X,1551555288,272349,110
X,1551555289,272287,269
O,1551555290,272142,171
O,1551555290,272100,89
O,1551555291,272063,184
O,1551555291,271865,214
O,1551555292,271917,150
O,1551555292,271777,400
O,1551555293,271756,157
O,1551555293,271377,632
O,1551555294,271535,287
O,1551555295,271416,342
O,1551555295,271834,191
O,1551555296,271969,204
O,1551555296,271937,210
O,1551555297,272162,277
O,1551555297,272186,510
O,1551555298,272454,141
O,1551555299,272379,296
O,1551555299,272048,198
O,1551555300,272018,206
O,1551555300,271988,293
O,1551555301,272015,128
O,1551555301,272231,431
O,1551555302,272253,163
O,1551555303,272235,226
O,1551555303,272158,156
O,1551555304,272169,159
O,1551555304,272063,142
O,1551555304,271962,193
P,1551555304,5198
O,1551555304,271836,184
O,1551555305,271993,180
O,1551555305,272002,591
O,1551555306,271558,311
O,1551555307,271297,272
O,1551555307,270991,377
O,1551555308,271696,264
O,1551555308,271601,290
O,1551555309,271655,238
O,1551555309,271969,567
O,1551555310,271992,240
O,1551555311,272296,548
O,1551555311,272309,749
O,1551555312,271933,759
O,1551555312,272340,682
O,1551555313,272169,748
O,1551555313,272611,518
O,1551555314,272101,426
O,1551555315,272114,420
O,1551555315,271900,199
O,1551555316,271885,227
O,1551555316,271907,232
O,1551555317,271764,112
O,1551555317,271723,287
O,1551555318,271274,417
O,1551555319,271743,124
O,1551555319,271911,146
O,1551555320,271705,454
O,1551555320,271306,537
O,1551555321,271487,211
O,1551555321,271336,406
O,1551555322,270964,372
O,1551555322,271363,443
O,1551555323,270195,2367
O,1551555324,268925,2079
O,1551555324,270719,1602
O,1551555325,271172,947
O,1551555325,271459,768
O,1551555326,271553,669
O,1551555326,271660,412
O,1551555327,271811,235
O,1551555328,271632,378
O,1551555328,271547,160
O,1551555329,271202,1229
O,1551555329,271536,333
O,1551555330,271443,343
O,1551555330,271387,635
O,1551555331,271182,672
O,1551555332,270836,492
O,1551555332,270595,935
O,1551555333,271788,656
O,1551555333,271611,1033
O,1551555334,271569,806
P,1551555334,5199
O,1551555334,271762,177
O,1551555335,271956,299
O,1551555336,272091,295
O,1551555336,272170,114
O,1551555337,272051,228
O,1551555337,272029,160
O,1551555338,272026,149
O,1551555338,271976,172
O,1551555339,272090,253
T,1551555339,2809
P,1551555363,5208
P,1551555392,5208
P,1551555422,5207
P,1551555452,5207
P,1551555481,5209
P,1551555510,5208
P,1551555540,5209
P,1551555569,5209
P,1551555598,5208
P,1551555628,5208
P,1551555657,5209
P,1551555686,5209
P,1551555715,5210
P,1551555746,5209
P,1551555775,5208
P,1551555804,5209
P,1551555834,5208
P,1551555863,5210
P,1551555892,5209
P,1551555921,5207
P,1551555951,5209
P,1551555980,5207
P,1551556009,5207
P,1551556040,5208
P,1551556069,5210
P,1551556098,5209
