H,1556130567,268731
P,1556130567,5073
P,1556130596,5078
P,1556130625,5076
P,1556130655,5075
P,1556130684,5076
P,1556130713,5076
P,1556130743,5078
P,1556130772,5078
P,1556130801,5077
P,1556130830,5074
P,1556130861,5077
P,1556130890,5074
P,1556130919,5076
P,1556130949,5076
P,1556130978,5076
P,1556131007,5077
P,1556131036,5075
P,1556131066,5077
P,1556131095,5077
P,1556131124,5076
P,1556131155,5074
P,1556131184,5077
P,1556131213,5077
P,1556131242,5076
P,1556131272,5075
P,1556131301,5076
P,1556131330,5075
P,1556131360,5076
P,1556131389,5076
P,1556131418,5078
P,1556131448,5078
P,1556131478,5078
P,1556131507,5075
P,1556131536,5077
P,1556131565,5076
P,1556131595,5076
P,1556131624,5077
P,1556131653,5077
P,1556131683,5077
P,1556131712,5076
P,1556131742,5076
P,1556131771,5074
P,1556131801,5075
P,1556131830,5078
P,1556131859,5077
P,1556131889,5076
P,1556131918,5078
P,1556131947,5078
P,1556131976,5076
P,1556132006,5076
P,1556132036,5076
P,1556132065,5075
P,1556132095,5074
P,1556132124,5077
P,1556132153,5077
P,1556132182,5076
P,1556132212,5077
P,1556132241,5075
P,1556132270,5075
P,1556132300,5075
P,1556132330,5076
P,1556132359,5077
P,1556132388,5075
P,1556132418,5075
P,1556132447,5077
P,1556132476,5076
P,1556132506,5075
P,1556132535,5075
D,1556132548,386560
R,1556132548,700D9DFBA
X,1556132549,566606,4489
X,1556132549,566923,3654
X,1556132550,568211,4497
X,1556132551,567545,6022
X,1556132551,566748,1828
X,1556132552,566645,1912
X,1556132552,566596,3395
X,1556132553,566578,5647
X,1556132553,587707,63115
X,1556132554,254454,7349
X,1556132555,253875,3380
X,1556132555,254262,2866
X,1556132556,254528,1549
X,1556132556,254192,1423
X,1556132557,253946,865
X,1556132557,254094,1019
X,1556132558,254519,272
X,1556132559,254375,238
X,1556132559,254255,220
X,1556132560,254498,528
O,1556132560,254769,277
O,1556132561,254669,173
O,1556132561,254621,139
O,1556132562,254668,142
O,1556132562,254474,259
O,1556132563,254479,559
O,1556132564,254643,221
O,1556132564,254508,149
P,1556132564,5067
O,1556132565,254594,101
O,1556132565,254622,84
O,1556132566,254586,125
O,1556132566,254550,165
O,1556132567,254630,194
O,1556132568,254837,258
O,1556132568,254842,144
O,1556132569,254606,213
O,1556132569,254438,98
O,1556132570,254412,143
O,1556132570,254449,172
O,1556132571,254431,135
O,1556132572,254403,130
O,1556132572,254412,177
O,1556132573,254500,82
O,1556132573,254414,199
O,1556132574,254272,159
O,1556132574,254280,129
O,1556132575,254271,93
O,1556132576,254328,131
O,1556132576,254342,81
O,1556132577,254364,185
O,1556132577,254321,153
O,1556132578,254299,87
O,1556132578,254413,124
O,1556132579,254511,86
O,1556132579,254600,185
O,1556132580,254475,114
O,1556132581,254336,471
O,1556132581,253673,567
O,1556132582,253655,566
O,1556132582,253708,446
O,1556132583,253695,394
O,1556132583,254076,179
O,1556132584,254094,220
O,1556132585,254389,270
O,1556132585,254513,220
O,1556132586,254583,138
O,1556132586,254401,230
O,1556132587,254333,286
O,1556132587,254394,396
O,1556132588,254781,207
O,1556132589,254747,86
O,1556132589,254678,137
O,1556132590,254869,256
O,1556132590,254980,133
O,1556132590,254869,110
O,1556132590,254871,144
O,1556132591,254696,183
O,1556132592,254639,238
O,1556132592,254624,187
O,1556132593,254623,336
O,1556132593,254803,398
P,1556132593,5068
O,1556132594,254602,181
O,1556132594,254722,284
O,1556132595,254683,124
O,1556132595,254568,95
O,1556132596,254637,116
O,1556132597,254393,311
O,1556132597,254819,435
O,1556132598,254814,322
O,1556132598,254770,161
O,1556132599,254379,558
O,1556132599,254759,782
O,1556132600,255420,282
O,1556132601,255060,483
O,1556132601,254603,181
O,1556132602,254455,255
O,1556132602,254452,250
O,1556132603,254545,286
O,1556132603,254687,342
O,1556132604,254759,558
O,1556132605,254345,1222
O,1556132605,253997,799
O,1556132606,253876,830
O,1556132606,253917,992
O,1556132607,253852,754
O,1556132607,254541,1534
O,1556132608,254591,478
O,1556132608,254860,388
O,1556132609,254891,416
O,1556132610,254864,606
T,1556132610,2821
P,1556132624,5076
P,1556132653,5075
P,1556132682,5077
P,1556132712,5075
P,1556132741,5076
P,1556132771,5076
P,1556132800,5074
P,1556132830,5076
P,1556132859,5077
P,1556132888,5075
P,1556132919,5077
P,1556132948,5077
P,1556132977,5077
P,1556133006,5077
P,1556133036,5075
