H,1557517826,268731
R,1557517826,700D9DFBA
X,1557517827,250513,4808
X,1557517828,256050,2465
X,1557517828,252334,1395
X,1557517829,254651,1497
X,1557517830,253330,1428
X,1557517830,253686,1225
X,1557517831,253922,674
X,1557517831,253448,325
X,1557517832,253834,236
X,1557517832,253677,354
X,1557517833,253498,145
O,1557517833,253605,140
O,1557517834,253533,216
O,1557517835,253513,89
O,1557517835,253609,99
O,1557517836,253636,123
O,1557517836,253592,125
O,1557517837,253631,136
O,1557517837,253674,126
O,1557517838,253666,94
O,1557517839,253650,162
O,1557517839,253664,96
O,1557517840,253676,105
O,1557517840,253678,55
O,1557517840,253694,117
O,1557517840,253652,93
O,1557517841,253650,90
O,1557517842,253601,98
O,1557517842,253638,129
O,1557517843,253601,149
O,1557517843,253567,135
O,1557517844,253474,66
O,1557517844,253535,157
P,1557517845,4926
O,1557517845,253571,96
O,1557517846,253639,144
O,1557517846,253555,107
O,1557517847,253479,251
O,1557517847,253471,94
O,1557517848,253501,147
O,1557517848,253544,102
O,1557517849,253565,123
O,1557517849,253563,110
O,1557517850,253566,116
O,1557517851,253566,101
O,1557517851,253591,62
O,1557517852,253636,126
O,1557517852,253640,152
O,1557517853,253605,142
O,1557517853,253651,92
O,1557517854,253628,100
O,1557517855,253675,103
O,1557517855,253652,106
O,1557517856,253611,108
O,1557517856,253559,192
O,1557517857,253585,116
O,1557517857,253601,121
O,1557517858,253624,129
O,1557517859,253641,93
O,1557517859,253600,120
O,1557517860,253697,100
O,1557517860,253669,131
O,1557517861,253655,128
O,1557517861,253619,69
O,1557517862,253590,151
O,1557517863,253547,91
O,1557517863,253454,266
O,1557517864,253387,135
O,1557517864,253343,371
O,1557517865,253101,449
O,1557517865,253200,116
O,1557517866,502590,23988
T,1557517866,2874
D,1557517867,352512
D,1557517869,358656
D,1557517872,357632
D,1557517874,356864
P,1557517875,4951
D,1557517876,382720
D,1557517878,353536
R,1557517878,700D9DFBA
R,1557517878,700D9DFBA
R,1557517878,700D9DFBA
X,1557517880,537408,5387
X,1557517881,537863,2659
X,1557517881,538195,2978
X,1557517881,538423,3097
X,1557517881,538233,15899
X,1557517882,538131,5269
X,1557517882,538416,11005
X,1557517883,538834,7829
X,1557517884,537846,27361
X,1557517884,538171,5430
X,1557517885,538269,6499
X,1557517885,537598,3277
X,1557517886,539514,9116
X,1557517886,539448,37115
X,1557517887,536902,20797
X,1557517888,538159,16432
X,1557517888,538138,16432
X,1557517889,538364,11893
X,1557517889,534622,34924
X,1557517890,539474,64816
X,1557517890,538649,25192
X,1557517891,539030,14335
X,1557517892,539111,10059
X,1557517892,536028,18189
X,1557517893,541339,19464
X,1557517893,538457,20964
X,1557517894,539219,22052
X,1557517894,539084,8890
X,1557517895,539275,11109
X,1557517896,539063,23002
X,1557517896,539057,9940
X,1557517897,538779,19896
X,1557517897,539103,6011
X,1557517898,538630,2866
X,1557517898,539085,13268
X,1557517899,538851,2667
X,1557517899,538899,1581
X,1557517900,537343,30472
X,1557517901,538648,3368
X,1557517901,538488,1706
X,1557517902,538467,1957
X,1557517902,538668,1982
X,1557517903,538776,8301
X,1557517903,539343,12872
P,1557517904,4944
X,1557517904,538382,23920
X,1557517905,538685,11445
X,1557517905,539308,9496
X,1557517906,538825,17081
X,1557517906,538951,7052
X,1557517907,538787,13533
X,1557517907,538049,20652
X,1557517908,539465,31633
X,1557517909,538785,6246
X,1557517909,539008,3777
X,1557517910,538946,2707
X,1557517910,538951,2041
X,1557517911,538957,2717
X,1557517911,538632,5118
X,1557517912,539403,19148
X,1557517913,539274,24343
X,1557517913,539423,31690
X,1557517914,535861,38736
X,1557517914,542119,27586
X,1557517915,540491,13394
X,1557517915,540062,16871
X,1557517916,538572,21978
X,1557517916,536953,27830
X,1557517917,538995,2908
X,1557517918,538826,2321
X,1557517918,538755,2025
X,1557517919,538894,2877
X,1557517919,538873,1922
X,1557517920,538896,1316
X,1557517920,538980,2606
X,1557517921,538985,1680
X,1557517922,538224,12666
X,1557517922,538968,2164
X,1557517922,539029,2838
X,1557517922,539251,1744
X,1557517923,538935,2165
X,1557517923,539026,1967
X,1557517924,539047,9848
X,1557517925,539282,5766
X,1557517925,538908,2499
X,1557517926,538904,6406
X,1557517926,544703,3974
X,1557517927,252683,2194
X,1557517927,255147,743
