H,1551300516,268731
P,1551300516,5266
P,1551300545,5265
P,1551300574,5270
P,1551300603,5268
P,1551300633,5272
P,1551300662,5270
P,1551300691,5272
P,1551300721,5271
P,1551300751,5272
P,1551300780,5271
P,1551300809,5272
P,1551300839,5272
P,1551300868,5271
P,1551300897,5271
P,1551300927,5273
P,1551300956,5273
P,1551300985,5273
P,1551301014,5271
P,1551301045,5273
P,1551301074,5273
P,1551301103,5273
P,1551301133,5273
P,1551301162,5272
P,1551301191,5273
P,1551301220,5272
P,1551301250,5273
P,1551301279,5271
P,1551301308,5272
P,1551301338,5271
P,1551301368,5271
P,1551301397,5273
P,1551301426,5273
P,1551301456,5273
P,1551301485,5272
P,1551301514,5272
P,1551301543,5272
P,1551301573,5273
P,1551301602,5273
P,1551301632,5272
P,1551301662,5272
P,1551301691,5273
P,1551301720,5273
P,1551301749,5273
P,1551301779,5273
P,1551301808,5273
P,1551301837,5271
P,1551301867,5273
P,1551301896,5273
P,1551301926,5273
P,1551301955,5271
P,1551301985,5272
O,1551301991,268552,1733
O,1551301991,268743,111
O,1551301992,268751,99
O,1551301993,268732,110
O,1551301993,268730,120
O,1551301994,268704,89
O,1551301994,268693,113
O,1551301994,268697,181
O,1551301994,268715,76
O,1551301995,268704,142
O,1551301996,268693,72
O,1551301996,268657,139
O,1551301997,268672,90
O,1551301997,268665,85
O,1551301998,268658,75
O,1551301998,268654,95
O,1551301999,268635,89
O,1551301999,268649,90
O,1551302000,268640,116
O,1551302001,268649,119
O,1551302001,268619,132
O,1551302002,268634,102
O,1551302002,268627,81
O,1551302003,268644,110
O,1551302003,268642,84
O,1551302004,268688,106
O,1551302005,268664,47
O,1551302005,268646,113
O,1551302006,268638,77
O,1551302006,268632,99
O,1551302007,268638,188
O,1551302007,268623,138
O,1551302008,268629,72
O,1551302009,268597,72
O,1551302009,268595,73
O,1551302010,268574,116
O,1551302010,268595,82
O,1551302011,268597,106
O,1551302011,268637,36
O,1551302012,268630,110
O,1551302012,268647,145
O,1551302013,268612,79
O,1551302014,268629,90
P,1551302014,5263
O,1551302014,268677,95
O,1551302015,268675,84
O,1551302015,268673,115
O,1551302016,268604,139
O,1551302016,268613,134
O,1551302017,268624,97
O,1551302018,268622,104
O,1551302018,268685,97
O,1551302019,268660,96
O,1551302019,268674,54
O,1551302020,268674,55
O,1551302020,268679,118
O,1551302021,268693,81
O,1551302022,268728,93
O,1551302022,268720,132
O,1551302023,268719,60
O,1551302023,268740,109
O,1551302024,268748,118
O,1551302024,268750,72
O,1551302025,268716,101
O,1551302026,268728,69
O,1551302026,268735,111
O,1551302027,268747,133
O,1551302027,268755,83
O,1551302028,268740,89
O,1551302028,268753,183
O,1551302029,268750,107
O,1551302029,268729,79
O,1551302030,268746,134
O,1551302031,268704,142
O,1551302031,268694,81
O,1551302032,268678,114
O,1551302032,268673,135
O,1551302033,268666,85
O,1551302033,268648,73
O,1551302034,268663,122
O,1551302035,268711,74
O,1551302035,268698,114
O,1551302035,268686,117
O,1551302035,268723,66
O,1551302036,268744,140
O,1551302036,268742,133
O,1551302037,268731,91
O,1551302038,268746,121
O,1551302038,268726,92
O,1551302039,268749,37
O,1551302039,268752,147
O,1551302040,268747,99
O,1551302040,268737,69
O,1551302041,268723,135
O,1551302042,268678,72
O,1551302042,268724,104
O,1551302043,268720,90
P,1551302043,5263
O,1551302043,268718,103
O,1551302044,268709,108
O,1551302044,268699,93
O,1551302045,268680,145
O,1551302045,268711,107
T,1551302046,2817
P,1551302073,5272
P,1551302102,5271
P,1551302131,5272
P,1551302160,5273
P,1551302190,5272
P,1551302220,5273
P,1551302249,5273
P,1551302279,5273
P,1551302308,5272
P,1551302337,5273
P,1551302366,5271
P,1551302396,5273
P,1551302425,5273
P,1551302454,5273
P,1551302484,5273
P,1551302514,5271
P,1551302543,5271
P,1551302572,5273
P,1551302602,5272
P,1551302631,5271
P,1551302660,5273
P,1551302690,5270
P,1551302719,5272
P,1551302748,5273
P,1551302777,5273
P,1551302808,5272
P,1551302838,5270
P,1551302867,5273
P,1551302897,5273
P,1551302926,5272
P,1551302955,5272
P,1551302984,5271
P,1551303014,5272
P,1551303043,5272
P,1551303072,5272
P,1551303102,5272
P,1551303132,5274
P,1551303161,5273
P,1551303190,5273
P,1551303220,5273
P,1551303249,5271
P,1551303278,5272
P,1551303307,5272
P,1551303337,5272
P,1551303366,5273
P,1551303396,5272
P,1551303426,5272
P,1551303455,5271
P,1551303484,5272
P,1551303513,5272
