H,1555441159,268731
P,1555441159,5094
P,1555441188,5092
P,1555441217,5092
P,1555441247,5094
P,1555441276,5094
P,1555441305,5093
P,1555441335,5095
P,1555441365,5093
P,1555441394,5094
P,1555441423,5095
D,1555441423,385792
R,1555441423,700D9DFBA
R,1555441423,700D9DFBA
R,1555441423,700D9DFBA
X,1555441425,558769,22570
X,1555441426,557119,48683
X,1555441426,563621,15153
X,1555441427,560030,15355
X,1555441427,559892,4133
X,1555441428,559775,10403
X,1555441428,560578,39288
X,1555441429,560558,7943
X,1555441429,559344,2713
X,1555441430,559660,2478
X,1555441431,559661,3487
X,1555441431,559837,2493
X,1555441432,559732,3290
X,1555441432,559668,2264
X,1555441433,560018,3169
X,1555441433,559872,1690
X,1555441434,559959,2405
X,1555441435,559867,5972
X,1555441435,560233,2401
X,1555441436,559849,1913
X,1555441436,559902,1296
X,1555441437,559547,28222
X,1555441437,559486,3923
X,1555441438,560061,1952
X,1555441439,559840,2044
X,1555441439,560012,1962
X,1555441440,559864,2333
X,1555441440,560124,1625
X,1555441441,560142,1691
X,1555441441,560222,1695
X,1555441442,560080,1742
X,1555441442,560052,1155
X,1555441443,560216,2431
X,1555441444,560169,1803
X,1555441444,560096,1328
X,1555441445,560009,1869
X,1555441445,560059,1517
X,1555441446,560451,5058
X,1555441446,560065,12363
X,1555441447,559612,25543
X,1555441448,563049,32176
X,1555441448,560044,1751
X,1555441449,560186,3587
X,1555441449,559953,3305
X,1555441450,560079,1527
X,1555441450,560096,1725
X,1555441451,560002,1349
X,1555441452,560187,2679
X,1555441452,560029,2084
X,1555441453,560147,2026
P,1555441453,5086
X,1555441453,559988,2259
X,1555441454,560147,1795
X,1555441454,559956,44474
X,1555441455,560416,26580
X,1555441456,559938,2314
X,1555441456,559975,1345
X,1555441457,560058,9718
X,1555441457,559866,4458
X,1555441458,559966,2827
X,1555441458,560076,4255
X,1555441459,560005,3737
X,1555441459,559900,2214
X,1555441460,560152,2123
X,1555441461,560154,2679
X,1555441461,560171,9825
X,1555441462,560024,3342
X,1555441462,560137,1664
X,1555441462,560157,2300
X,1555441462,560376,1808
X,1555441463,561006,23157
X,1555441464,552748,39222
X,1555441464,381074,39343
X,1555441465,266156,753
X,1555441465,266678,173
X,1555441466,266661,159
X,1555441466,266429,185
X,1555441467,266293,143
X,1555441468,266179,107
X,1555441468,266119,96
X,1555441469,266158,119
X,1555441469,266167,77
X,1555441470,266185,94
X,1555441470,266218,95
O,1555441471,266186,101
O,1555441472,266136,138
O,1555441472,266099,126
O,1555441473,266072,143
O,1555441473,266053,137
O,1555441474,266095,58
O,1555441474,266109,120
O,1555441475,266052,154
O,1555441475,266020,117
O,1555441476,266115,144
O,1555441477,266180,140
O,1555441477,266292,125
O,1555441478,266332,140
O,1555441478,266398,140
O,1555441479,266450,151
O,1555441479,266420,128
O,1555441480,266432,178
O,1555441481,266372,147
O,1555441481,266373,153
O,1555441482,266324,127
P,1555441482,5086
O,1555441482,266363,110
O,1555441483,266286,103
O,1555441483,266272,109
O,1555441484,266272,77
O,1555441485,266302,137
O,1555441485,266320,136
O,1555441486,266403,119
O,1555441486,266320,254
O,1555441487,266276,140
O,1555441487,266374,227
O,1555441488,266416,118
O,1555441489,266480,159
O,1555441489,266573,173
O,1555441490,266538,293
O,1555441490,266564,200
O,1555441491,266453,192
O,1555441491,266458,241
O,1555441492,266363,133
O,1555441492,266288,77
O,1555441493,266315,194
O,1555441494,266418,143
O,1555441494,266318,101
O,1555441495,266233,94
O,1555441495,266178,94
O,1555441496,266231,116
O,1555441496,266247,67
O,1555441497,266249,113
O,1555441498,266190,201
O,1555441498,266144,125
O,1555441499,266127,96
O,1555441499,266098,90
O,1555441500,266042,168
O,1555441500,265996,97
O,1555441501,266031,94
O,1555441502,266052,75
O,1555441502,266066,131
O,1555441503,266051,56
O,1555441503,266028,119
O,1555441503,266028,111
O,1555441503,265986,91
O,1555441504,265997,99
O,1555441504,265911,195
O,1555441505,265820,158
O,1555441506,265842,197
O,1555441506,265950,192
O,1555441507,266037,97
O,1555441507,266072,84
O,1555441508,266047,135
O,1555441508,266031,90
O,1555441509,266046,128
O,1555441510,266051,115
O,1555441510,266069,107
O,1555441511,266021,61
P,1555441511,5084
O,1555441511,266002,96
O,1555441512,266005,129
