H,1552105684,268731
U,1552105684,52818
X,1552105686,694203,1160
X,1552105686,694984,774
P,1552105686,5141
X,1552105687,694388,1306
X,1552105687,694161,592
X,1552105688,693966,698
X,1552105688,693734,687
X,1552105689,693733,1234
X,1552105689,693454,661
X,1552105690,693593,600
X,1552105691,693731,657
X,1552105691,694159,743
X,1552105692,694659,915
X,1552105692,694820,861
X,1552105693,694766,489
X,1552105693,695127,1013
X,1552105694,695503,678
X,1552105695,694852,1062
X,1552105695,694889,1298
X,1552105695,694299,1322
X,1552105695,693735,552
X,1552105696,693722,836
X,1552105696,694260,677
X,1552105697,694577,1000
X,1552105698,695032,357
X,1552105698,694813,708
X,1552105699,694750,639
X,1552105699,694855,854
A,1552105699,694363,2049
T,1552105699,2808
U,1552105700,52818
X,1552105701,694815,1175
X,1552105702,695377,837
X,1552105702,693214,3539
X,1552105703,692948,990
X,1552105703,693691,749
X,1552105704,693509,598
X,1552105705,693964,614
X,1552105705,693972,788
X,1552105706,693846,515
X,1552105706,694009,665
X,1552105707,694082,496
X,1552105707,693630,729
X,1552105708,693845,1391
X,1552105709,693160,706
X,1552105709,692660,420
X,1552105710,693086,446
X,1552105710,693611,949
X,1552105711,694015,741
X,1552105711,694097,832
X,1552105712,693651,875
X,1552105713,693161,503
X,1552105713,693589,876
X,1552105714,693899,474
A,1552105714,693697,2717
T,1552105714,2808
U,1552105714,52818
P,1552105715,5140
X,1552105716,694268,507
X,1552105716,694281,508
X,1552105717,694384,853
X,1552105717,694667,1102
X,1552105718,694837,789
X,1552105718,694633,491
X,1552105719,694543,822
X,1552105720,694965,376
X,1552105720,695173,683
X,1552105721,695335,1051
X,1552105721,694856,512
X,1552105722,694933,663
X,1552105722,694553,1003
X,1552105723,694151,709
X,1552105724,693582,1510
X,1552105724,692229,1689
X,1552105725,692248,1029
X,1552105725,692366,1025
X,1552105726,693194,1564
X,1552105726,693501,795
X,1552105727,693854,776
X,1552105728,693791,470
X,1552105728,693198,1065
X,1552105729,693955,478
X,1552105729,693321,1048
X,1552105730,693338,742
X,1552105730,693295,925
X,1552105731,692534,1255
X,1552105731,692749,1050
X,1552105732,692868,2337
X,1552105733,691913,1991
X,1552105733,690732,2102
X,1552105734,690719,1711
X,1552105734,691009,2082
X,1552105735,692337,2029
X,1552105735,691842,1637
X,1552105736,691974,1284
X,1552105736,692454,2237
X,1552105736,693468,2024
X,1552105737,690550,3675
X,1552105737,690701,20804
X,1552105738,692748,1693
X,1552105738,693544,1580
X,1552105739,693696,869
X,1552105740,692907,1793
X,1552105740,692210,855
X,1552105741,692411,893
A,1552105741,694053,2963
T,1552105741,2808
U,1552105741,52818
X,1552105743,693258,2158
X,1552105743,691906,2454
X,1552105744,693942,790
P,1552105744,5137
X,1552105744,694205,461
X,1552105745,694094,218
X,1552105745,694168,662
X,1552105746,694229,1370
X,1552105747,693978,586
X,1552105747,693673,1092
X,1552105748,693817,896
X,1552105748,693570,1250
X,1552105749,693596,850
X,1552105749,693774,541
X,1552105750,694004,21653
X,1552105751,693944,389
X,1552105751,694448,495
X,1552105752,694337,520
X,1552105752,694515,421
X,1552105753,694691,1055
X,1552105753,694546,597
X,1552105754,694538,650
X,1552105755,694283,1890
X,1552105755,694220,555
X,1552105756,694389,1004
X,1552105756,694610,769
X,1552105757,694631,361
X,1552105757,694481,549
X,1552105758,694246,716
X,1552105759,694199,464
A,1552105759,694214,1035
T,1552105759,2808
U,1552105759,52818
X,1552105760,694359,2323
X,1552105761,694840,7811
X,1552105762,694168,1758
X,1552105762,694194,1129
X,1552105763,694140,364
X,1552105763,694341,534
X,1552105764,694482,502
X,1552105764,694335,1166
X,1552105765,694021,759
X,1552105766,693827,347
X,1552105766,694023,672
X,1552105767,693905,463
X,1552105767,693868,876
X,1552105768,693704,915
X,1552105768,693083,1874
X,1552105769,693067,693
X,1552105770,693167,1084
X,1552105770,693763,1112
X,1552105771,694030,1397
X,1552105771,694813,921
X,1552105772,695264,1719
X,1552105772,694500,646
X,1552105773,693993,563
X,1552105774,694408,1507
X,1552105774,694323,643
P,1552105774,5142
X,1552105775,693627,1248
X,1552105775,692476,2140
X,1552105776,688152,10058
X,1552105776,683093,43092
X,1552105777,684355,17422
X,1552105777,688871,8175
