H,1551916024,268731
T,1551916024,2785
R,1551916024,700D9DFBA
X,1551916026,593352,827
X,1551916026,593424,1107
X,1551916027,593444,1421
X,1551916027,593582,1439
X,1551916028,593304,1226
X,1551916029,593383,1466
X,1551916029,593478,732
X,1551916030,593384,1502
X,1551916030,593632,1303
X,1551916031,593557,1353
X,1551916031,593574,1303
X,1551916032,593547,1004
X,1551916033,593508,672
X,1551916033,593319,1043
X,1551916034,593368,1123
X,1551916034,593366,1625
X,1551916035,593459,1056
X,1551916035,593488,3121
X,1551916036,593610,954
X,1551916037,593809,811
X,1551916037,593981,2291
X,1551916038,593957,1961
X,1551916038,593588,1299
X,1551916039,593842,812
X,1551916039,593961,1060
X,1551916040,594072,736
X,1551916041,593883,1578
X,1551916041,593751,1529
X,1551916042,593581,902
P,1551916042,5143
X,1551916042,594014,1031
X,1551916043,593843,978
X,1551916043,593844,1102
X,1551916044,593728,1645
X,1551916044,593779,1153
X,1551916045,593872,886
X,1551916046,593876,965
X,1551916046,593690,811
X,1551916047,593538,1434
X,1551916047,593914,875
X,1551916048,593971,1588
X,1551916048,593916,1141
X,1551916049,593910,1531
X,1551916050,593658,1140
X,1551916050,593264,949
X,1551916051,593223,1645
X,1551916051,593572,1114
X,1551916052,593403,1635
X,1551916052,593623,1011
X,1551916053,593703,2241
X,1551916054,593840,1742
X,1551916054,593618,1664
X,1551916055,594028,2096
X,1551916055,592360,2958
X,1551916056,593478,1929
X,1551916056,593424,3164
X,1551916057,593652,2889
X,1551916058,593988,1873
X,1551916058,593917,3973
X,1551916059,594061,1916
X,1551916059,593672,1049
X,1551916060,593368,1142
X,1551916060,593248,2026
X,1551916061,593491,1756
X,1551916061,593512,1619
X,1551916062,594693,11102
X,1551916063,593100,8968
X,1551916063,593467,1609
X,1551916064,593541,1481
X,1551916064,593474,1682
X,1551916064,593398,1310
X,1551916064,592857,4330
X,1551916065,593969,2585
X,1551916066,593612,3465
X,1551916066,593778,2845
X,1551916067,593561,1423
X,1551916067,593584,544
X,1551916068,593489,716
X,1551916068,593536,997
X,1551916069,593621,690
X,1551916070,593683,1067
X,1551916070,593604,1170
X,1551916071,593588,867
P,1551916071,5145
X,1551916071,593528,607
A,1551916071,593652,808
T,1551916071,2785
R,1551916072,700D9DFBA
X,1551916073,593704,1296
X,1551916074,593651,722
X,1551916074,593637,1281
X,1551916075,593630,900
X,1551916075,593564,941
X,1551916076,593623,1754
X,1551916077,593574,1499
X,1551916077,593583,1156
X,1551916078,593616,937
X,1551916078,593678,1120
X,1551916079,593735,1104
X,1551916079,593585,1441
X,1551916080,593736,1583
X,1551916081,593397,19933
X,1551916081,593829,4875
X,1551916082,593575,3948
X,1551916082,593622,590
X,1551916083,593521,1913
X,1551916083,593617,1117
X,1551916084,593600,3002
X,1551916085,593469,1548
X,1551916085,593566,1145
X,1551916086,593624,1156
X,1551916086,593595,948
X,1551916087,593924,771
X,1551916087,593840,1674
X,1551916088,593703,938
X,1551916088,593804,868
X,1551916089,593770,1036
X,1551916090,593667,1109
X,1551916090,593811,998
X,1551916091,593782,759
X,1551916091,593761,1401
X,1551916092,593512,1149
X,1551916092,593705,842
X,1551916093,593596,1156
X,1551916094,593826,1232
X,1551916094,593693,1326
X,1551916095,593654,1639
X,1551916095,593724,864
X,1551916096,593725,1964
X,1551916096,593753,1049
X,1551916097,593704,1076
X,1551916098,593599,1036
X,1551916098,593446,1405
X,1551916099,593690,628
X,1551916099,593621,21748
X,1551916100,593196,11795
X,1551916100,593601,2129
X,1551916101,593669,1066
P,1551916101,5142
X,1551916102,593565,709
X,1551916102,593585,1279
X,1551916103,593391,1636
X,1551916103,593601,2034
X,1551916104,593510,921
X,1551916104,593423,1547
X,1551916105,593484,1026
X,1551916105,593494,872
X,1551916105,593590,1681
X,1551916106,593685,1411
X,1551916106,593585,1574
X,1551916107,593554,665
X,1551916107,593472,1079
X,1551916108,593518,781
X,1551916108,593714,1273
X,1551916109,593595,1644
X,1551916110,593553,920
A,1551916110,593650,430
T,1551916110,2785
R,1551916110,700D9DFBA
X,1551916112,593515,1642
X,1551916112,593508,1495
X,1551916113,593445,1143
X,1551916113,593421,1418
X,1551916114,593460,2165
X,1551916114,593414,1464
X,1551916115,593464,1608
X,1551916116,593490,1339
X,1551916116,593441,1207
X,1551916117,593415,1240
