H,1554172672,268731
P,1554172672,5110
P,1554172702,5112
P,1554172731,5111
P,1554172760,5112
P,1554172789,5111
P,1554172820,5109
P,1554172849,5112
P,1554172878,5111
P,1554172908,5110
P,1554172937,5112
P,1554172966,5111
P,1554172995,5110
D,1554173012,395776
D,1554173014,407808
R,1554173015,700D9DFBA
R,1554173015,700D9DFBA
R,1554173015,700D9DFBA
X,1554173016,603809,31505
X,1554173017,605705,22825
X,1554173017,603693,27959
X,1554173018,607140,23110
X,1554173019,603429,9200
X,1554173019,604965,6766
X,1554173020,604456,10901
X,1554173020,604311,1640
X,1554173021,603795,19225
X,1554173021,604224,3344
X,1554173022,604355,2544
X,1554173022,603997,7166
X,1554173023,604682,6070
X,1554173024,604100,4009
X,1554173024,604527,2971
X,1554173025,604299,1490
P,1554173025,5102
X,1554173025,604443,1855
X,1554173026,604352,1872
X,1554173026,604451,1245
X,1554173027,604269,7752
X,1554173028,604264,1697
X,1554173028,604469,1794
X,1554173029,604374,2678
X,1554173029,604397,1514
X,1554173030,604736,6035
X,1554173030,604348,3671
X,1554173031,604392,2053
X,1554173032,604350,1780
X,1554173032,604241,1400
X,1554173032,604314,1611
X,1554173032,604416,5545
X,1554173033,604563,29154
X,1554173033,605050,12021
X,1554173034,604330,20947
X,1554173035,604426,1937
X,1554173035,604423,4296
X,1554173036,604368,1269
X,1554173036,604412,1067
X,1554173037,604381,1592
X,1554173037,604309,1982
X,1554173038,604600,1797
X,1554173038,604467,1361
X,1554173039,604390,992
X,1554173040,604446,1871
X,1554173040,604473,1957
X,1554173041,604421,1921
X,1554173041,604446,1338
X,1554173042,604271,1373
X,1554173042,604585,2189
X,1554173043,604430,2432
X,1554173044,604469,1776
X,1554173044,604507,1521
X,1554173045,604426,1360
X,1554173045,604570,1865
X,1554173046,604367,3180
X,1554173046,604612,1849
X,1554173047,604376,1501
X,1554173048,604103,1731
X,1554173048,604327,1450
X,1554173049,604292,1695
X,1554173049,604594,1934
X,1554173050,604436,1883
X,1554173050,604438,1300
X,1554173051,604557,1914
X,1554173051,604457,1721
X,1554173052,604414,1932
X,1554173053,604515,3497
X,1554173053,604378,955
X,1554173054,604524,1576
X,1554173054,604621,1922
P,1554173054,5102
X,1554173055,604398,1730
X,1554173055,604344,1417
X,1554173056,604063,2769
X,1554173057,604158,1454
X,1554173057,603915,5002
X,1554173058,604096,858
X,1554173058,604057,1059
X,1554173059,603936,1316
X,1554173059,604478,1007
X,1554173060,604266,1999
X,1554173061,604177,1509
X,1554173061,604002,750
X,1554173062,603977,1765
X,1554173062,604389,1269
X,1554173063,603890,15907
X,1554173063,604286,1510
X,1554173064,604121,3720
X,1554173065,604279,929
X,1554173065,604173,13280
X,1554173066,604364,1294
X,1554173066,604372,1289
X,1554173067,604332,968
X,1554173067,604352,866
X,1554173068,604431,1027
X,1554173068,604493,1225
X,1554173069,604588,1540
X,1554173070,604427,1271
X,1554173070,604420,1500
X,1554173071,604328,952
X,1554173071,604437,1689
X,1554173072,604474,1877
X,1554173072,604435,1216
X,1554173073,604335,1381
X,1554173073,604399,1135
X,1554173073,604447,6151
X,1554173074,604262,2376
X,1554173074,604486,1298
X,1554173075,604470,733
X,1554173075,604456,1308
X,1554173076,604312,1616
X,1554173077,604464,1645
X,1554173077,604513,1150
X,1554173078,604550,1201
X,1554173078,604501,1080
X,1554173079,604372,1452
X,1554173079,604578,814
X,1554173080,604442,2055
X,1554173081,604391,3787
X,1554173081,604589,1453
X,1554173082,604344,1396
X,1554173082,604382,1305
X,1554173083,604449,1885
X,1554173083,604338,19411
P,1554173083,5103
X,1554173084,604511,1835
X,1554173084,604239,1836
X,1554173085,604445,1387
X,1554173086,604417,1514
X,1554173086,604336,1447
X,1554173087,604429,1696
X,1554173087,604349,2064
X,1554173088,604525,1836
X,1554173088,604487,1818
X,1554173089,604362,1370
X,1554173090,604366,1498
X,1554173090,605151,3797
X,1554173091,604403,1306
X,1554173091,604484,794
X,1554173092,604506,1540
X,1554173092,604428,1206
X,1554173093,604324,1382
X,1554173094,604446,4461
X,1554173094,604490,1108
X,1554173095,604289,2071
X,1554173095,604524,2296
X,1554173096,604388,1045
X,1554173096,604442,1510
X,1554173097,604434,1486
X,1554173098,604409,1839
X,1554173098,604447,1162
X,1554173099,604387,1199
X,1554173099,604356,1681
X,1554173100,604467,605
X,1554173100,604245,3171
X,1554173101,604383,2713
X,1554173101,604171,2319
X,1554173102,603916,1273
