H,1554091268,224897
P,1554091268,3700
P,1554091297,3703
P,1554091326,3704
P,1554091356,3704
P,1554091385,3703
P,1554091414,3704
P,1554091444,3705
P,1554091474,3704
P,1554091503,3704
P,1554091532,3703
P,1554091562,3703
P,1554091591,3704
P,1554091620,3703
P,1554091649,3702
P,1554091679,3703
P,1554091708,3703
P,1554091738,3703
P,1554091768,3703
P,1554091797,3702
P,1554091827,3703
P,1554091856,3703
P,1554091886,3701
P,1554091915,3702
P,1554091944,3703
P,1554091974,3702
P,1554092003,3702
P,1554092033,3700
P,1554092062,3702
P,1554092092,3703
P,1554092121,3702
P,1554092150,3701
P,1554092179,3702
P,1554092209,3702
P,1554092238,3701
P,1554092267,3701
P,1554092297,3701
P,1554092327,3699
P,1554092356,3700
P,1554092385,3699
P,1554092415,3699
P,1554092444,3699
P,1554092473,3699
P,1554092503,3699
P,1554092532,3699
O,1554092548,245320,1557
O,1554092548,245491,140
O,1554092549,245518,148
O,1554092550,245482,148
O,1554092550,245518,231
O,1554092551,245559,166
O,1554092551,245478,203
O,1554092552,245375,195
O,1554092552,245260,157
O,1554092553,245304,78
O,1554092554,245414,139
O,1554092554,245469,140
O,1554092555,245520,136
O,1554092555,245495,153
O,1554092556,245525,116
O,1554092556,245572,99
O,1554092557,245445,152
O,1554092558,245349,177
O,1554092558,245315,125
O,1554092559,245276,154
O,1554092559,245461,130
O,1554092560,245419,196
O,1554092560,245378,91
O,1554092561,245425,89
P,1554092561,3664
O,1554092561,245532,194
O,1554092562,245557,122
O,1554092563,245564,153
O,1554092563,245561,224
O,1554092564,245477,137
O,1554092564,245435,325
O,1554092565,245382,214
O,1554092565,245479,165
O,1554092566,245509,120
O,1554092567,245474,104
O,1554092567,245473,150
O,1554092568,245484,82
O,1554092568,245525,143
O,1554092569,245457,103
O,1554092569,245500,118
O,1554092570,245465,134
O,1554092571,245443,154
O,1554092571,245469,260
O,1554092572,245466,152
O,1554092572,245424,262
O,1554092573,245375,64
O,1554092573,245410,133
O,1554092574,245470,203
O,1554092575,245489,148
O,1554092575,245469,91
O,1554092576,245463,140
O,1554092576,245460,106
O,1554092577,245539,99
O,1554092577,245518,200
O,1554092578,245486,137
O,1554092578,245477,142
O,1554092579,245433,148
O,1554092580,245464,198
O,1554092580,245433,189
O,1554092581,245444,138
O,1554092581,245406,163
O,1554092582,245436,160
O,1554092582,245499,183
O,1554092583,245545,63
O,1554092584,245490,163
O,1554092584,245526,121
O,1554092585,245531,134
O,1554092585,245514,79
O,1554092586,245473,220
O,1554092586,245537,175
O,1554092587,245530,146
O,1554092588,245522,148
O,1554092588,245568,133
O,1554092589,245531,100
O,1554092589,245557,262
O,1554092589,245454,132
O,1554092589,245428,125
O,1554092590,245365,91
P,1554092590,3646
O,1554092591,245302,108
O,1554092591,245265,148
O,1554092592,245256,189
O,1554092592,245290,88
O,1554092593,245314,174
O,1554092593,245245,107
O,1554092594,245310,226
O,1554092595,245359,95
O,1554092595,245369,137
O,1554092596,245335,141
O,1554092596,245382,128
O,1554092597,245346,157
O,1554092597,245300,192
O,1554092598,245340,240
O,1554092598,245330,142
O,1554092599,245308,113
O,1554092600,245340,211
O,1554092600,245401,228
O,1554092601,245316,160
O,1554092601,245290,136
O,1554092602,245297,142
O,1554092602,245306,218
O,1554092603,245333,155
O,1554092604,245329,121
T,1554092604,2799
P,1554092621,3674
P,1554092650,3679
P,1554092679,3680
P,1554092709,3681
P,1554092738,3682
P,1554092767,3681
P,1554092796,3681
P,1554092826,3682
P,1554092855,3681
P,1554092884,3682
P,1554092915,3682
P,1554092944,3682
P,1554092973,3682
P,1554093002,3683
P,1554093032,3683
P,1554093061,3682
P,1554093090,3682
P,1554093120,3681
P,1554093149,3682
P,1554093178,3682
P,1554093208,3682
P,1554093238,3682
P,1554093267,3683
P,1554093296,3681
P,1554093326,3681
P,1554093355,3681
P,1554093384,3682
P,1554093413,3681
P,1554093443,3680
P,1554093472,3680
P,1554093502,3680
P,1554093532,3680
P,1554093561,3679
P,1554093590,3680
P,1554093619,3680
P,1554093649,3680
P,1554093678,3679
P,1554093707,3679
P,1554093737,3678
P,1554093766,3679
P,1554093796,3678
P,1554093825,3679
P,1554093855,3678
P,1554093884,3678
P,1554093913,3679
P,1554093942,3679
P,1554093972,3678
P,1554094001,3679
P,1554094030,3677
P,1554094060,3678
P,1554094090,3677
P,1554094119,3676
P,1554094148,3677
P,1554094178,3675
P,1554094207,3676
