H,1553632256,281312
P,1553632256,5116
P,1553632285,5116
P,1553632314,5116
P,1553632343,5115
P,1553632373,5117
P,1553632403,5117
P,1553632432,5117
P,1553632462,5117
P,1553632491,5116
P,1553632520,5115
P,1553632549,5117
P,1553632579,5116
P,1553632608,5116
P,1553632637,5116
P,1553632667,5117
P,1553632697,5115
P,1553632726,5116
P,1553632755,5117
P,1553632785,5115
P,1553632814,5116
P,1553632843,5116
P,1553632872,5117
P,1553632902,5117
P,1553632931,5113
P,1553632960,5117
P,1553632991,5115
P,1553633020,5115
P,1553633049,5117
P,1553633078,5117
P,1553633108,5115
P,1553633137,5116
P,1553633166,5114
P,1553633196,5116
P,1553633225,5115
P,1553633254,5115
P,1553633284,5116
P,1553633314,5115
P,1553633343,5116
P,1553633372,5116
P,1553633402,5114
P,1553633431,5117
P,1553633460,5115
P,1553633489,5117
P,1553633519,5114
P,1553633548,5116
P,1553633578,5115
P,1553633608,5115
P,1553633637,5115
P,1553633666,5115
O,1553633690,265329,1962
O,1553633691,265666,783
O,1553633692,266374,719
O,1553633692,266357,605
O,1553633692,266606,504
O,1553633692,267154,648
O,1553633693,267058,591
O,1553633693,267668,1666
O,1553633694,267604,807
O,1553633695,267411,1255
P,1553633695,5107
O,1553633695,266488,694
O,1553633696,266817,600
O,1553633696,267136,355
O,1553633697,266893,501
O,1553633697,266695,1167
O,1553633698,266240,586
O,1553633699,265972,467
O,1553633699,265904,268
O,1553633700,265985,281
O,1553633700,266042,270
O,1553633701,266130,159
O,1553633701,266164,125
O,1553633702,266305,160
O,1553633703,266326,162
O,1553633703,266366,180
O,1553633704,266215,77
O,1553633704,266216,107
O,1553633705,266206,254
O,1553633705,265907,245
O,1553633706,265408,792
O,1553633706,265228,654
O,1553633707,265888,753
O,1553633708,266428,143
O,1553633708,266341,171
O,1553633709,266425,134
O,1553633709,266463,215
O,1553633710,266587,185
O,1553633710,266518,219
O,1553633711,266535,123
O,1553633712,266547,155
O,1553633712,266520,101
O,1553633713,266477,193
O,1553633713,266297,117
O,1553633714,265942,493
O,1553633714,266191,334
O,1553633715,266339,166
O,1553633716,266334,107
O,1553633716,266341,179
O,1553633717,266273,394
O,1553633717,266536,138
O,1553633718,266395,377
O,1553633718,266278,300
O,1553633719,266462,175
O,1553633720,266622,321
O,1553633720,266501,338
O,1553633721,266576,681
O,1553633721,266822,107
O,1553633722,266833,206
O,1553633722,266982,119
O,1553633723,267459,809
O,1553633724,267330,552
O,1553633724,267641,153
O,1553633725,267811,355
P,1553633725,5110
O,1553633725,268425,642
O,1553633726,269165,618
O,1553633726,269822,1212
O,1553633727,269480,870
O,1553633727,268432,722
O,1553633728,268319,1280
O,1553633729,268952,933
O,1553633729,271021,4202
O,1553633730,268762,1183
O,1553633730,268342,497
O,1553633731,269325,1332
O,1553633731,269964,885
O,1553633732,269135,2165
O,1553633733,267840,297
O,1553633733,267628,183
O,1553633733,267505,118
O,1553633733,267651,160
O,1553633734,267397,261
O,1553633734,267191,353
O,1553633735,267107,166
O,1553633736,267676,671
O,1553633736,267884,297
O,1553633737,268058,500
O,1553633737,269260,851
O,1553633738,268775,543
O,1553633738,268357,302
O,1553633739,268502,268
O,1553633740,268795,172
O,1553633740,268011,801
O,1553633741,267572,136
O,1553633741,267597,316
O,1553633742,267133,452
O,1553633742,266859,188
O,1553633743,266803,211
O,1553633744,266939,158
O,1553633744,266979,182
O,1553633745,266920,121
O,1553633745,266965,108
T,1553633745,2766
P,1553633754,5116
P,1553633783,5116
P,1553633813,5117
P,1553633842,5117
P,1553633872,5114
P,1553633901,5117
P,1553633931,5115
P,1553633960,5115
P,1553633989,5113
P,1553634019,5116
P,1553634048,5116
P,1553634077,5116
P,1553634106,5117
P,1553634136,5116
P,1553634166,5117
P,1553634195,5115
P,1553634225,5117
P,1553634254,5117
P,1553634283,5116
P,1553634312,5116
P,1553634342,5117
P,1553634371,5115
P,1553634400,5117
P,1553634430,5114
P,1553634461,5116
P,1553634490,5117
P,1553634519,5115
P,1553634549,5116
P,1553634578,5113
P,1553634607,5117
P,1553634636,5117
P,1553634666,5117
P,1553634695,5117
P,1553634724,5116
P,1553634755,5115
P,1553634784,5116
P,1553634813,5115
P,1553634842,5115
P,1553634872,5115
P,1553634901,5115
P,1553634930,5116
P,1553634960,5116
P,1553634989,5114
P,1553635018,5114
P,1553635048,5116
P,1553635078,5116
P,1553635107,5117
P,1553635136,5116
P,1553635166,5113
P,1553635195,5114
P,1553635224,5115
P,1553635253,5116
