H,1555951768,281312
P,1555951768,5100
P,1555951798,5098
P,1555951827,5100
P,1555951856,5097
P,1555951886,5097
P,1555951915,5098
P,1555951944,5099
P,1555951974,5098
P,1555952004,5100
P,1555952033,5096
P,1555952062,5099
P,1555952092,5098
P,1555952121,5099
P,1555952150,5099
P,1555952179,5098
P,1555952209,5096
P,1555952238,5098
P,1555952268,5099
P,1555952298,5100
P,1555952327,5097
P,1555952357,5097
P,1555952386,5098
P,1555952416,5098
P,1555952445,5097
P,1555952474,5096
P,1555952504,5097
P,1555952533,5099
P,1555952563,5095
P,1555952592,5100
P,1555952622,5097
P,1555952651,5097
P,1555952680,5098
P,1555952710,5098
P,1555952739,5099
P,1555952768,5098
P,1555952797,5097
P,1555952827,5098
P,1555952857,5099
O,1555952877,274893,1661
O,1555952877,275014,106
O,1555952878,275010,106
O,1555952878,275019,106
O,1555952879,275022,109
O,1555952880,275029,101
O,1555952880,275016,106
O,1555952881,275022,129
O,1555952881,275035,139
O,1555952882,275014,85
O,1555952882,275028,144
O,1555952883,275032,89
O,1555952883,275035,196
O,1555952884,275032,114
O,1555952885,275037,105
O,1555952885,275011,87
P,1555952886,5089
O,1555952886,275011,122
O,1555952886,275026,131
O,1555952887,275026,114
O,1555952887,275028,113
O,1555952888,275008,89
O,1555952889,275021,173
O,1555952889,275040,74
O,1555952890,275025,95
O,1555952890,275004,58
O,1555952891,275025,140
O,1555952891,275010,77
O,1555952892,275017,139
O,1555952893,274993,105
O,1555952893,275006,82
O,1555952894,274983,70
O,1555952894,274972,99
O,1555952895,274984,108
O,1555952895,274981,93
O,1555952896,274992,94
O,1555952897,275013,97
O,1555952897,274998,115
O,1555952898,274990,127
O,1555952898,274963,62
O,1555952899,274999,94
O,1555952899,274988,97
O,1555952900,275002,73
O,1555952901,274979,53
O,1555952901,274992,94
O,1555952902,274994,92
O,1555952902,275005,123
O,1555952903,274980,144
O,1555952903,275009,130
O,1555952904,275022,55
O,1555952904,275021,92
O,1555952905,275007,90
O,1555952906,274992,107
O,1555952906,275023,110
O,1555952907,274997,150
O,1555952907,275024,119
O,1555952908,275035,93
O,1555952908,275035,81
O,1555952909,275022,107
O,1555952910,275025,99
O,1555952910,275053,124
O,1555952911,275045,99
O,1555952911,275055,123
O,1555952912,275044,75
O,1555952912,275038,92
O,1555952913,275061,104
O,1555952914,275059,117
O,1555952914,275054,111
O,1555952915,275052,128
O,1555952915,275052,133
P,1555952916,5089
O,1555952916,275070,177
O,1555952916,275066,73
O,1555952917,275060,81
O,1555952917,275062,76
O,1555952917,275062,179
O,1555952918,275034,120
O,1555952918,275050,152
O,1555952919,275041,142
O,1555952919,275047,89
O,1555952920,275029,111
O,1555952921,275039,133
O,1555952921,275046,121
O,1555952922,275035,51
O,1555952922,275040,91
O,1555952923,275026,134
O,1555952923,275033,73
O,1555952924,275005,66
O,1555952925,275005,123
O,1555952925,275005,133
O,1555952926,275002,101
O,1555952926,275005,105
O,1555952927,274990,145
O,1555952927,275016,87
O,1555952928,275007,100
O,1555952928,275005,64
O,1555952929,275009,99
O,1555952930,275005,93
O,1555952930,274974,190
O,1555952931,274982,103
O,1555952931,274976,121
O,1555952932,274986,112
O,1555952932,274990,98
T,1555952933,2967
P,1555952945,5098
P,1555952974,5097
P,1555953003,5098
P,1555953033,5095
P,1555953062,5099
P,1555953091,5098
P,1555953121,5098
P,1555953151,5098
P,1555953180,5098
P,1555953209,5100
P,1555953239,5097
P,1555953268,5099
P,1555953297,5099
P,1555953327,5099
P,1555953356,5098
P,1555953385,5098
P,1555953414,5097
P,1555953445,5100
P,1555953474,5098
P,1555953503,5098
P,1555953532,5099
P,1555953562,5098
P,1555953591,5098
P,1555953620,5097
P,1555953650,5097
P,1555953679,5100
P,1555953708,5098
P,1555953738,5099
P,1555953768,5097
P,1555953797,5098
P,1555953826,5098
P,1555953856,5098
P,1555953885,5099
P,1555953914,5099
P,1555953943,5099
P,1555953973,5098
P,1555954002,5097
P,1555954032,5100
P,1555954062,5097
P,1555954091,5099
P,1555954120,5097
P,1555954149,5100
P,1555954179,5098
P,1555954208,5100
P,1555954237,5099
P,1555954267,5097
P,1555954296,5098
P,1555954326,5099
P,1555954355,5098
P,1555954385,5100
P,1555954414,5095
P,1555954443,5100
P,1555954473,5100
P,1555954502,5098
P,1555954531,5097
P,1555954560,5100
P,1555954590,5098
P,1555954620,5099
P,1555954649,5098
P,1555954679,5099
P,1555954708,5100
