H,1552854840,411581
T,1552854840,2764
U,1552854841,64566
X,1552854842,470931,134
X,1552854843,471061,248
X,1552854843,470986,279
X,1552854844,470895,215
X,1552854844,470896,194
X,1552854845,470802,235
X,1552854845,471216,322
X,1552854846,471403,77
X,1552854847,471327,201
X,1552854847,471273,97
X,1552854848,471061,592
X,1552854848,471188,265
X,1552854849,471236,100
X,1552854849,471299,93
X,1552854850,471348,288
X,1552854851,471040,202
X,1552854851,471064,151
X,1552854852,471070,154
X,1552854852,471032,190
X,1552854853,470852,226
A,1552854853,471099,601
T,1552854853,2764
U,1552854854,64566
X,1552854855,470837,313
X,1552854856,471104,2245
X,1552854856,471254,846
X,1552854857,470773,401
X,1552854857,470841,473
X,1552854858,470875,404
X,1552854858,470908,418
X,1552854859,471057,410
X,1552854859,470939,231
X,1552854859,470922,156
X,1552854860,470983,233
X,1552854860,470707,363
X,1552854861,471027,192
P,1552854861,5145
X,1552854861,471388,372
X,1552854862,471061,453
X,1552854863,471276,726
X,1552854863,471310,436
X,1552854864,471254,337
X,1552854864,471372,123
X,1552854865,471457,181
X,1552854865,471673,534
A,1552854865,471095,966
T,1552854866,2764
U,1552854866,64566
X,1552854867,471966,374
X,1552854868,472520,913
X,1552854868,471745,1136
X,1552854869,471420,243
X,1552854870,471452,158
X,1552854870,471289,104
X,1552854871,471355,138
X,1552854871,471439,84
X,1552854872,471346,159
X,1552854872,471256,197
X,1552854873,471260,166
X,1552854874,471375,148
X,1552854874,471408,142
X,1552854875,471467,270
X,1552854875,471413,194
X,1552854876,471424,125
X,1552854876,471254,277
X,1552854877,471244,132
X,1552854878,471130,101
X,1552854878,471135,148
X,1552854879,471130,129
A,1552854879,471414,1390
T,1552854879,2764
U,1552854879,64566
X,1552854881,471142,101
X,1552854881,471141,137
X,1552854882,471121,104
X,1552854882,471144,120
X,1552854883,471165,136
X,1552854883,471199,78
X,1552854884,471192,118
X,1552854885,471197,112
X,1552854885,471189,90
X,1552854886,471193,118
X,1552854886,471189,73
X,1552854887,471225,141
X,1552854887,471184,105
X,1552854888,471207,147
X,1552854889,471255,156
X,1552854889,471285,86
X,1552854890,471237,112
X,1552854890,471291,111
X,1552854891,471337,111
P,1552854891,5144
X,1552854891,471383,57
A,1552854892,471213,262
T,1552854892,2764
U,1552854892,64566
X,1552854894,471353,116
X,1552854894,471277,131
X,1552854895,471214,123
X,1552854895,471115,116
X,1552854896,470998,188
X,1552854896,470960,185
X,1552854897,471169,53
X,1552854898,471131,104
X,1552854898,471163,66
X,1552854899,471104,79
X,1552854899,471037,192
X,1552854900,471098,142
X,1552854900,471014,130
X,1552854900,470823,569
X,1552854901,470668,684
X,1552854901,471024,408
X,1552854902,470692,840
X,1552854902,470730,305
X,1552854903,471171,313
X,1552854903,471015,276
A,1552854903,471037,685
T,1552854904,2764
U,1552854904,64566
X,1552854905,472483,730
X,1552854906,473334,4153
X,1552854906,472954,4392
X,1552854907,471404,1047
X,1552854908,471852,241
X,1552854908,472498,782
X,1552854909,472703,444
X,1552854909,472969,2009
X,1552854910,471292,360
X,1552854910,470850,413
X,1552854911,470947,348
X,1552854912,471002,115
X,1552854912,471087,144
X,1552854913,471237,459
X,1552854913,471554,306
X,1552854914,471625,272
X,1552854914,471775,130
X,1552854915,471605,552
X,1552854916,471657,1001
X,1552854916,471067,1897
X,1552854917,470031,967
X,1552854917,470609,501
X,1552854918,470950,422
X,1552854918,470897,247
X,1552854919,470977,112
X,1552854920,470818,444
A,1552854920,471339,2672
T,1552854920,2764
U,1552854920,64566
P,1552854920,5142
X,1552854922,470695,319
X,1552854922,470621,255
X,1552854923,470534,547
X,1552854923,470296,268
X,1552854924,470332,380
X,1552854924,470653,288
X,1552854925,470482,333
X,1552854925,470382,494
X,1552854926,470336,981
X,1552854927,470788,680
X,1552854927,470597,595
X,1552854928,470520,693
X,1552854928,470793,555
X,1552854929,470334,641
X,1552854929,470653,429
X,1552854930,470532,809
X,1552854931,470805,451
X,1552854931,470853,613
X,1552854932,471169,637
X,1552854932,472125,1076
X,1552854933,471923,828
A,1552854933,470664,1627
T,1552854933,2764
U,1552854933,64566
X,1552854935,469841,1005
X,1552854935,470370,660
