,465371,2929
X,1552865923,466430,911
X,1552865923,467260,815
X,1552865924,467111,730
X,1552865925,468121,1074
X,1552865925,468120,1107
X,1552865926,468242,1536
X,1552865926,469403,1022
X,1552865927,469995,3824
X,1552865927,467598,1139
X,1552865928,466236,3517
X,1552865929,467971,1669
X,1552865929,466761,2087
X,1552865930,467321,2056
X,1552865930,465094,2356
X,1552865931,465859,2658
X,1552865931,465809,2241
X,1552865932,466598,1805
X,1552865932,465606,3141
X,1552865933,466311,2384
X,1552865933,467594,1078
X,1552865933,468001,678
X,1552865934,466468,1251
X,1552865934,465893,1724
X,1552865935,466316,667
X,1552865935,466448,1024
X,1552865936,468679,2702
X,1552865937,468826,2064
X,1552865937,467208,2075
X,1552865938,468708,3039
X,1552865938,468588,2285
X,1552865939,467935,2041
X,1552865939,467378,1147
X,1552865940,466906,1053
X,1552865941,467425,1139
X,1552865941,467909,2481
X,1552865942,468151,1734
X,1552865942,468153,1252
X,1552865943,468385,3205
P,1552865943,5109
X,1552865943,469042,3546
X,1552865944,465800,2165
X,1552865945,466617,970
X,1552865945,464943,1873
X,1552865946,463558,1543
X,1552865946,464513,3820
X,1552865947,465350,1862
X,1552865947,465710,593
A,1552865947,466846,2291
T,1552865948,2750
U,1552865948,64566
X,1552865949,464574,2876
X,1552865950,464602,2561
X,1552865950,464100,3698
X,1552865951,465134,1926
X,1552865952,465285,2292
X,1552865952,465643,1373
X,1552865953,464851,2657
X,1552865953,464089,2426
X,1552865954,467399,950
X,1552865954,466873,1270
X,1552865955,466146,1529
X,1552865956,467602,1044
X,1552865956,467771,1234
X,1552865957,467760,1154
X,1552865957,467384,1194
X,1552865958,467179,2131
X,1552865958,467832,1141
X,1552865959,467276,624
X,1552865960,467319,738
X,1552865960,467439,1790
X,1552865961,465968,1171
X,1552865961,467107,801
X,1552865962,467213,747
X,1552865962,466330,655
X,1552865963,467032,707
X,1552865964,466195,2700
X,1552865964,466434,1201
X,1552865965,465876,1959
X,1552865965,466828,1716
X,1552865966,467026,2303
X,1552865966,466668,995
X,1552865967,467033,1830
X,1552865968,465868,1630
X,1552865968,466929,1405
X,1552865969,465225,763
X,1552865969,465008,2727
X,1552865970,465576,2041
X,1552865970,465729,1077
X,1552865971,465086,1703
X,1552865971,464802,686
X,1552865972,464589,2141
X,1552865973,464899,1076
P,1552865973,5110
X,1552865973,463721,3718
X,1552865974,463924,2241
X,1552865974,465850,3416
X,1552865974,465846,3690
X,1552865974,464785,1515
X,1552865975,464559,2328
X,1552865976,464793,2431
X,1552865976,464104,2863
X,1552865977,464677,4263
X,1552865977,469422,1943
X,1552865978,464501,2794
X,1552865978,466618,1854
X,1552865979,467246,2575
X,1552865980,464883,3336
X,1552865980,465827,2083
X,1552865981,467781,1785
X,1552865981,466058,2234
X,1552865982,467087,1222
X,1552865982,466665,916
X,1552865983,466158,2452
X,1552865984,464187,1603
X,1552865984,464666,2129
X,1552865985,464882,2240
X,1552865985,465023,1987
X,1552865986,466028,1057
X,1552865986,466161,975
X,1552865987,465553,1282
X,1552865987,465279,1378
X,1552865988,465211,2565
X,1552865989,465856,2428
X,1552865989,466963,740
X,1552865990,466403,401
X,1552865990,467049,1839
X,1552865991,467091,1120
X,1552865991,466771,1417
X,1552865992,465503,1709
X,1552865993,467500,1182
X,1552865993,466993,3845
X,1552865994,468747,2011
X,1552865994,467860,1845
X,1552865995,466974,522
X,1552865995,467585,1015
X,1552865996,467501,807
X,1552865997,467521,2115
X,1552865997,468229,2270
X,1552865998,468327,1217
X,1552865998,468289,3105
X,1552865999,469438,2983
X,1552865999,467691,2405
X,1552866000,467526,808
X,1552866001,466757,923
X,1552866001,466505,1067
X,1552866002,467775,1503
P,1552866002,5108
X,1552866002,467139,1148
X,1552866003,466877,1505
X,1552866003,466670,2493
X,1552866004,462903,3730
X,1552866005,464506,3433
X,1552866005,465866,1786
X,1552866006,469095,493
X,1552866006,469033,2954
X,1552866007,467285,2545
X,1552866007,466369,2889
X,1552866008,461676,5783
X,1552866008,462262,1714
X,1552866009,464039,2565
X,1552866010,463954,2910
