0,479617,3388
X,1552863040,476697,3354
X,1552863041,472934,4324
X,1552863041,470636,1826
X,1552863042,469533,965
X,1552863042,469424,2147
X,1552863043,467081,2468
X,1552863043,465952,5098
X,1552863044,466841,2359
X,1552863045,467969,853
X,1552863045,466778,4216
X,1552863046,469029,1104
X,1552863046,469204,479
X,1552863047,469611,686
X,1552863047,469240,1178
X,1552863048,467804,1182
X,1552863049,468086,968
X,1552863049,467313,1030
X,1552863050,465908,2666
X,1552863050,467922,3347
X,1552863051,469558,1591
X,1552863051,469503,1893
X,1552863052,469503,1167
X,1552863053,468881,2628
X,1552863053,467079,1777
X,1552863054,466928,1458
X,1552863054,468227,1748
X,1552863055,469797,3371
X,1552863055,469780,4674
X,1552863056,470355,2014
X,1552863057,473143,1879
X,1552863057,474063,3690
X,1552863058,473622,3488
X,1552863058,469628,6014
X,1552863059,468423,2796
X,1552863059,468829,4622
X,1552863060,471515,1843
X,1552863060,470565,2001
X,1552863061,469651,1807
X,1552863062,468936,814
X,1552863062,469076,1320
X,1552863062,468027,1979
P,1552863062,5117
X,1552863062,468529,2700
X,1552863063,469074,2637
X,1552863063,466296,2276
X,1552863064,466813,1604
X,1552863065,467265,964
X,1552863065,466503,2642
X,1552863066,466227,2406
X,1552863066,466860,2249
X,1552863067,468552,623
X,1552863067,468518,1061
X,1552863068,468377,774
X,1552863069,467020,2665
X,1552863069,466534,3149
X,1552863070,468119,1601
X,1552863070,466193,1549
X,1552863071,465327,2166
X,1552863071,467744,2385
X,1552863072,467850,2100
X,1552863073,467053,2142
X,1552863073,467263,1974
X,1552863074,465321,2242
X,1552863074,465996,1251
X,1552863075,465963,1722
X,1552863075,465879,1981
X,1552863076,466650,1077
X,1552863077,468273,2074
X,1552863077,468926,1060
X,1552863078,467295,1662
X,1552863078,468908,2024
X,1552863079,467908,2470
X,1552863079,466573,1943
X,1552863080,467007,1936
X,1552863080,468807,1029
X,1552863081,469207,2304
X,1552863082,468792,1614
X,1552863082,468771,3060
X,1552863083,471192,7053
X,1552863083,478575,5260
X,1552863084,471335,4259
X,1552863084,469980,1051
X,1552863085,469108,1240
X,1552863086,468831,4005
X,1552863086,467676,2922
X,1552863087,469155,2950
X,1552863087,472062,3626
X,1552863088,471461,1356
X,1552863088,473161,2822
X,1552863089,468104,4599
X,1552863090,467239,3623
X,1552863090,468639,1872
X,1552863091,467741,3123
X,1552863091,467110,1712
X,1552863092,468309,1977
P,1552863092,5117
X,1552863092,468711,1304
X,1552863093,467773,922
X,1552863094,467187,1995
X,1552863094,466084,2890
X,1552863095,468279,1266
X,1552863095,467497,1325
X,1552863096,467258,3175
X,1552863096,467377,2120
X,1552863097,468396,1309
X,1552863098,466931,1733
X,1552863098,467282,1229
X,1552863099,468191,663
X,1552863099,468705,1598
X,1552863100,466967,1239
X,1552863100,467592,1450
X,1552863101,466934,1695
X,1552863101,467287,3580
X,1552863102,469018,1943
X,1552863103,467885,3027
X,1552863103,466493,3870
X,1552863103,466231,658
X,1552863103,467137,1078
X,1552863104,467889,1540
X,1552863104,468849,656
X,1552863105,468115,1354
X,1552863106,467731,709
X,1552863106,467017,2262
X,1552863107,467681,2695
X,1552863107,467817,1140
X,1552863108,466910,2663
X,1552863108,467935,1597
X,1552863109,467123,1703
X,1552863110,467047,1865
X,1552863110,466195,1418
X,1552863111,466752,831
X,1552863111,468319,1348
X,1552863112,468042,1207
X,1552863112,466784,3256
X,1552863113,467389,3923
X,1552863114,466946,3062
X,1552863114,469352,3901
X,1552863115,470017,3184
X,1552863115,469283,3557
X,1552863116,471606,4795
X,1552863116,472879,1931
X,1552863117,473456,1796
X,1552863117,473735,2676
X,1552863118,471663,2102
X,1552863119,470223,397
X,1552863119,471232,1621
X,1552863120,469931,1566
X,1552863120,466412,4930
X,1552863121,465444,1919
P,1552863121,5113
X,1552863121,464557,3910
X,1552863122,466969,2575
X,1552863123,467111,1510
X,1552863123,466914,1429
X,1552863124,467408,1593
X,1552863124,466982,1006
X,1552863125,467429,2145
X,1552863125,469691,2099
X,1552863126,467476,2243
X,1552863127,467359,2640
X,1552863127,468696,1293
