H,1554964420,411581
D,1554964420,435200
D,1554964422,433664
D,1554964424,434432
D,1554964426,434176
D,1554964428,435200
D,1554964431,434432
D,1554964432,434944
D,1554964434,434944
D,1554964436,435200
D,1554964439,434432
P,1554964439,5084
D,1554964441,437504
D,1554964443,475648
P,1554964469,5086
P,1554964498,5086
P,1554964527,5087
P,1554964556,5085
P,1554964587,5086
P,1554964616,5084
P,1554964645,5087
P,1554964675,5087
P,1554964704,5086
P,1554964733,5088
P,1554964762,5086
P,1554964792,5086
P,1554964821,5088
P,1554964850,5084
P,1554964881,5083
P,1554964910,5084
P,1554964939,5088
P,1554964968,5087
P,1554964998,5088
P,1554965027,5085
P,1554965056,5088
P,1554965086,5088
P,1554965115,5088
P,1554965144,5086
P,1554965174,5087
P,1554965204,5088
P,1554965233,5087
P,1554965262,5088
P,1554965292,5088
P,1554965321,5088
P,1554965351,5086
P,1554965380,5087
P,1554965410,5088
P,1554965439,5087
P,1554965469,5088
P,1554965499,5086
P,1554965528,5086
P,1554965557,5088
P,1554965586,5088
P,1554965616,5087
P,1554965645,5088
P,1554965674,5088
P,1554965704,5086
P,1554965733,5087
P,1554965763,5089
P,1554965792,5086
P,1554965822,5089
P,1554965851,5088
P,1554965880,5084
P,1554965909,5087
O,1554965932,425301,2713
O,1554965932,425548,101
O,1554965933,425529,188
O,1554965933,425164,196
O,1554965934,425411,114
O,1554965935,425332,117
O,1554965935,425066,226
O,1554965936,425271,342
O,1554965936,425316,133
O,1554965937,425254,236
O,1554965937,425118,229
O,1554965938,424909,305
O,1554965939,424947,333
P,1554965939,5080
O,1554965939,425185,204
O,1554965940,425391,200
O,1554965940,425540,145
O,1554965941,425632,146
O,1554965941,425841,271
O,1554965942,425822,192
O,1554965943,425780,154
O,1554965943,425875,455
O,1554965944,424629,983
O,1554965944,425024,438
O,1554965945,425362,270
O,1554965945,425409,320
O,1554965946,425473,168
O,1554965947,425306,141
O,1554965947,425127,94
O,1554965948,425309,326
O,1554965948,425342,213
O,1554965949,425458,180
O,1554965949,425522,123
O,1554965950,425491,218
O,1554965950,425548,162
O,1554965950,425602,172
O,1554965951,425684,420
O,1554965951,425385,536
O,1554965952,425464,180
O,1554965952,425355,194
O,1554965953,425261,335
O,1554965953,425255,259
O,1554965954,425033,267
O,1554965955,425051,108
O,1554965955,424924,277
O,1554965956,424929,507
O,1554965956,424800,490
O,1554965957,424635,544
O,1554965957,424980,403
O,1554965958,425074,431
O,1554965959,425002,481
O,1554965959,424646,326
O,1554965960,424886,341
O,1554965960,424953,188
O,1554965961,425248,369
O,1554965961,425472,104
O,1554965962,425232,255
O,1554965963,424891,427
O,1554965963,424245,2268
O,1554965964,423256,1206
O,1554965964,424029,2073
O,1554965965,423276,1399
O,1554965965,424425,837
O,1554965966,424151,2012
O,1554965967,424607,870
O,1554965967,424596,1131
O,1554965968,424647,1033
O,1554965968,425565,421
P,1554965968,5080
O,1554965969,425302,764
O,1554965969,425151,1336
O,1554965970,425438,596
O,1554965970,425012,448
O,1554965971,424973,337
O,1554965972,425314,453
O,1554965972,425593,279
O,1554965973,425540,315
O,1554965973,425234,369
O,1554965974,424313,2726
O,1554965974,424006,1902
O,1554965975,424190,1744
O,1554965976,425174,649
O,1554965976,425352,627
O,1554965977,425239,249
O,1554965977,425187,806
O,1554965978,425284,983
O,1554965978,425753,870
O,1554965979,424438,1130
O,1554965980,425127,282
O,1554965980,425201,345
O,1554965981,425426,191
O,1554965981,425312,126
O,1554965982,425283,169
O,1554965982,425251,101
O,1554965983,425122,191
O,1554965984,424996,254
O,1554965984,424976,552
O,1554965985,425019,226
O,1554965985,425054,358
O,1554965986,424867,276
O,1554965986,425202,197
O,1554965987,425219,264
O,1554965987,425428,377
T,1554965988,2808
P,1554965997,5088
P,1554966027,5087
P,1554966057,5085
P,1554966086,5085
P,1554966115,5088
P,1554966145,5088
P,1554966174,5088
D,1554966200,497152
D,1554966202,467456
P,1554966203,5087
D,1554966205,463104
D,1554966207,436224
D,1554966209,449024
D,1554966211,453632
D,1554966213,454912
D,1554966216,475136
D,1554966218,451840
D,1554966220,449792
D,1554966222,454656
D,1554966225,450560
D,1554966227,450560
D,1554966229,453376
D,1554966231,452096
P,1554966233,5083
D,1554966233,452864
D,1554966236,452096
D,1554966237,451840
D,1554966239,450048
D,1554966241,451840
D,1554966243,451328
D,1554966246,452608
D,1554966248,453120
D,1554966250,453376
D,1554966252,453376
D,1554966254,451328
D,1554966257,452352
D,1554966259,451584
