555225626,464128
D,1555225628,464384
D,1555225630,454400
D,1555225632,469504
D,1555225634,466688
D,1555225637,474368
D,1555225639,464128
P,1555225640,5066
D,1555225641,464128
D,1555225643,465408
D,1555225645,460032
D,1555225648,459520
D,1555225650,462080
D,1555225652,468480
D,1555225654,463872
D,1555225656,463872
D,1555225659,463360
D,1555225661,474624
D,1555225662,464640
D,1555225664,465664
D,1555225666,462592
D,1555225669,464128
P,1555225669,4975
D,1555225671,469760
D,1555225673,463616
D,1555225675,461568
D,1555225677,464896
D,1555225680,465920
D,1555225682,464640
D,1555225684,463872
D,1555225686,463360
D,1555225688,464896
D,1555225691,462848
D,1555225693,463360
D,1555225695,463104
D,1555225697,463616
P,1555225699,5064
D,1555225699,463104
D,1555225702,463360
D,1555225703,463360
D,1555225705,463104
D,1555225707,464384
D,1555225709,464128
D,1555225712,464128
D,1555225714,463360
D,1555225716,463104
D,1555225718,463616
D,1555225720,464384
D,1555225723,464640
D,1555225725,463872
D,1555225727,463872
P,1555225728,5064
D,1555225729,464384
D,1555225731,463616
D,1555225734,464384
D,1555225736,464384
D,1555225738,464384
D,1555225740,464384
D,1555225742,464640
D,1555225744,464384
D,1555225746,463360
D,1555225748,463104
D,1555225750,463616
D,1555225752,463360
D,1555225755,463616
D,1555225757,463872
P,1555225757,4952
D,1555225759,464384
D,1555225761,463360
D,1555225764,463872
D,1555225766,464384
D,1555225768,462336
D,1555225770,463872
D,1555225772,464640
D,1555225775,464384
D,1555225777,464128
D,1555225779,464384
D,1555225781,463360
D,1555225783,464128
D,1555225785,466688
P,1555225786,5066
D,1555225787,464384
D,1555225789,465152
D,1555225791,464384
D,1555225793,463616
D,1555225796,463872
D,1555225798,464384
D,1555225800,463104
D,1555225802,464896
D,1555225804,463360
D,1555225807,464640
D,1555225809,458752
D,1555225811,463360
D,1555225813,463104
D,1555225815,464384
P,1555225816,5062
D,1555225818,464128
D,1555225820,463872
D,1555225822,463872
D,1555225824,463616
D,1555225826,464384
D,1555225828,463616
D,1555225830,464128
D,1555225832,463872
D,1555225834,464640
D,1555225836,463872
D,1555225839,463872
D,1555225841,464896
D,1555225843,464128
D,1555225845,463872
P,1555225845,5063
D,1555225847,463872
D,1555225850,464128
D,1555225852,465152
D,1555225854,464896
D,1555225856,464128
D,1555225858,463616
D,1555225861,463872
D,1555225863,463104
D,1555225865,462592
D,1555225867,463104
D,1555225868,454144
D,1555225871,464384
D,1555225873,451072
P,1555225875,5066
D,1555225875,463616
D,1555225877,463616
D,1555225879,463872
D,1555225882,463616
D,1555225884,464896
D,1555225886,463616
D,1555225888,463872
D,1555225890,464128
D,1555225893,460032
D,1555225895,465664
D,1555225897,463616
D,1555225899,464896
D,1555225901,463104
D,1555225904,460032
P,1555225905,5065
D,1555225906,464640
D,1555225908,456192
D,1555225909,469248
D,1555225911,464128
D,1555225914,464128
D,1555225916,473344
D,1555225918,464384
D,1555225920,473088
D,1555225922,481792
D,1555225925,459264
D,1555225927,461568
D,1555225929,462848
D,1555225931,463616
D,1555225933,462336
P,1555225934,5062
D,1555225936,466944
D,1555225938,464384
D,1555225940,463872
D,1555225942,464128
D,1555225944,474112
D,1555225947,463616
D,1555225949,462080
D,1555225950,469248
D,1555225952,465408
D,1555225954,464384
D,1555225957,462848
D,1555225959,475136
D,1555225961,462592
P,1555225963,5063
D,1555225963,479232
D,1555225965,468992
D,1555225968,465152
D,1555225970,458752
D,1555225972,454144
D,1555225974,465920
D,1555225977,467200
D,1555225979,464384
D,1555225981,465408
D,1555225983,464896
D,1555225985,461312
D,1555225988,464640
D,1555225990,464384
D,1555225991,464640
P,1555225992,5065
D,1555225993,464896
D,1555225995,458752
D,1555225998,464128
D,1555226000,463616
D,1555226002,453888
D,1555226004,463616
D,1555226006,459264
D,1555226009,474112
D,1555226011,463872
D,1555226013,463616
D,1555226015,466688
D,1555226017,468224
D,1555226020,463872
D,1555226022,463360
P,1555226022,5061
D,1555226024,464128
D,1555226026,464896
D,1555226028,464384
D,1555226031,464128
D,1555226032,463616
D,1555226034,465152
D,1555226036,463872
D,1555226038,463872
D,1555226041,464640
D,1555226043,464384
D,1555226045,463872
D,1555226047,464640
D,1555226049,463872
P,1555226051,5062
D,1555226052,463360
D,1555226054,463872
D,1555226056,463104
D,1555226058,464640
D,1555226060,464640
D,1555226063,464640
D,1555226065,464896
D,1555226067,465408
D,1555226069,464640
D,1555226071,464640
D,1555226073,464128
D,1555226075,464896
D,1555226077,464384
