9,465954,1412
X,1552865179,467699,3231
P,1552865179,5110
X,1552865180,468456,573
X,1552865180,468752,1321
X,1552865181,469337,1149
X,1552865181,469596,1696
X,1552865182,470009,2454
X,1552865183,467172,1507
X,1552865183,467396,1862
X,1552865184,467236,913
X,1552865184,466422,2150
X,1552865185,466849,2236
X,1552865185,466187,1868
X,1552865186,465312,2086
X,1552865187,464123,2425
X,1552865187,464462,2541
X,1552865188,467096,1565
X,1552865188,468455,759
X,1552865189,468107,1580
X,1552865189,467625,909
X,1552865190,466992,3008
X,1552865191,467092,579
X,1552865191,468321,2357
X,1552865192,469564,1502
X,1552865192,468876,997
X,1552865193,467927,409
X,1552865193,467748,566
X,1552865194,468643,960
X,1552865195,467293,1539
X,1552865195,467521,764
X,1552865195,467182,1087
X,1552865195,463561,2410
X,1552865196,466100,2144
X,1552865196,466785,2268
X,1552865197,464576,2980
X,1552865197,464866,1166
X,1552865198,465853,1934
X,1552865199,466364,2572
X,1552865199,468110,1200
X,1552865200,467448,2941
X,1552865200,466338,1417
X,1552865201,466312,1604
X,1552865201,468017,764
A,1552865201,468050,3207
T,1552865202,2751
U,1552865202,64566
X,1552865203,467108,992
X,1552865204,466628,2916
X,1552865205,467825,4126
X,1552865205,467579,825
X,1552865206,468338,834
X,1552865206,467757,1012
X,1552865207,467483,1379
X,1552865207,466837,1089
X,1552865208,466967,806
P,1552865208,5100
X,1552865209,467184,1370
X,1552865209,467858,978
X,1552865210,467870,1447
X,1552865210,468712,485
X,1552865211,469402,1510
X,1552865211,469506,486
X,1552865212,469275,1492
X,1552865212,471453,6602
X,1552865213,472106,2743
X,1552865214,470603,2256
X,1552865214,469430,4025
X,1552865215,466806,2621
X,1552865215,464834,2539
X,1552865216,466278,1306
X,1552865216,466635,1208
X,1552865217,467130,1048
X,1552865218,466329,819
X,1552865218,467456,1309
X,1552865219,467407,1225
X,1552865219,467037,4756
X,1552865220,469048,3702
X,1552865220,468084,2241
X,1552865221,468817,3043
X,1552865222,468902,1679
X,1552865222,468934,2437
X,1552865223,466502,4272
X,1552865223,468261,1728
X,1552865224,467464,1884
X,1552865224,466284,1559
X,1552865225,466504,482
X,1552865226,465631,2622
X,1552865226,464848,1984
X,1552865227,465892,4050
X,1552865227,466552,1981
X,1552865228,466688,1587
X,1552865228,466442,1465
X,1552865229,465907,977
X,1552865230,465535,2473
X,1552865230,466708,2069
X,1552865231,468772,641
X,1552865231,467592,1449
X,1552865232,467434,1504
X,1552865232,467831,607
X,1552865233,467501,576
X,1552865233,468051,1053
X,1552865234,467246,2015
X,1552865235,465820,2964
X,1552865235,467458,1423
X,1552865236,469016,2026
X,1552865236,467855,2288
X,1552865236,465227,2869
X,1552865236,467557,2725
X,1552865237,469693,2725
P,1552865238,5112
X,1552865238,471539,3143
X,1552865238,467642,3638
X,1552865239,468101,926
X,1552865239,468097,2704
X,1552865240,467980,2532
X,1552865240,466160,1114
X,1552865241,465592,1715
X,1552865242,467337,2374
X,1552865242,466667,1412
X,1552865243,467400,1263
X,1552865243,467551,1759
X,1552865244,468314,1797
X,1552865244,467869,1494
X,1552865245,468193,1511
X,1552865246,467933,545
X,1552865246,467981,3252
X,1552865247,466519,3247
X,1552865247,467641,524
X,1552865248,467965,1203
X,1552865248,467559,746
X,1552865249,466319,2655
X,1552865250,466192,2445
X,1552865250,466740,715
X,1552865251,466706,1153
X,1552865251,467291,366
X,1552865252,467229,566
A,1552865252,467570,3599
T,1552865252,2751
U,1552865252,64566
X,1552865254,464966,907
X,1552865254,467034,1148
X,1552865255,466801,1242
X,1552865255,465725,2630
X,1552865256,464174,2163
X,1552865257,466612,3747
X,1552865257,467009,702
X,1552865258,465910,1073
X,1552865258,466323,561
X,1552865259,466095,1229
X,1552865259,465986,1624
X,1552865260,465775,2398
X,1552865261,465476,906
X,1552865261,465979,769
X,1552865262,467123,1182
X,1552865262,466573,1731
X,1552865263,466697,773
X,1552865263,467241,2228
X,1552865264,467032,1962
X,1552865265,466390,2012
X,1552865265,467023,1502
X,1552865266,466661,3362
