52871128,464784,938
X,1552871129,465058,634
X,1552871129,465467,759
X,1552871130,464796,2708
X,1552871130,465421,997
X,1552871131,465589,1709
X,1552871132,465637,2947
X,1552871132,464948,1019
X,1552871133,465263,2422
X,1552871133,464196,1490
X,1552871134,465101,886
X,1552871134,465654,446
X,1552871135,464739,815
X,1552871135,464125,1014
X,1552871136,464456,1279
X,1552871137,465044,1165
X,1552871137,465194,590
X,1552871138,465423,528
X,1552871138,465346,458
X,1552871139,464997,146
X,1552871139,464732,626
X,1552871140,464889,674
X,1552871141,465073,692
X,1552871141,465328,336
X,1552871142,465396,300
X,1552871142,465150,793
A,1552871142,465134,922
T,1552871142,2754
U,1552871142,64566
X,1552871143,465673,483
X,1552871144,465693,466
X,1552871144,465748,769
X,1552871145,465422,684
X,1552871146,465225,575
P,1552871146,5101
X,1552871146,465631,514
X,1552871147,466538,949
X,1552871147,466746,812
X,1552871148,465812,433
X,1552871148,465780,195
X,1552871149,466302,678
X,1552871150,466925,1085
X,1552871150,467965,567
X,1552871151,466875,1865
X,1552871151,465292,463
X,1552871152,465886,228
X,1552871152,464870,1231
X,1552871153,464956,1257
X,1552871153,464939,797
X,1552871154,464986,297
X,1552871155,465391,331
X,1552871155,465648,253
X,1552871156,465211,475
X,1552871156,465172,153
A,1552871156,465753,3026
T,1552871156,2754
U,1552871157,64566
X,1552871158,465403,543
X,1552871159,465649,194
X,1552871159,465395,198
X,1552871160,464861,611
X,1552871161,464857,214
X,1552871161,464919,220
X,1552871162,465105,621
X,1552871162,464751,465
X,1552871163,464760,731
X,1552871163,464906,428
X,1552871164,465339,476
X,1552871165,465440,435
X,1552871165,465326,716
X,1552871166,464930,1081
X,1552871166,465172,804
X,1552871167,462859,3677
X,1552871167,464411,1809
X,1552871168,462806,4270
X,1552871168,464518,2250
X,1552871169,464372,1522
X,1552871170,465257,399
X,1552871170,465242,747
X,1552871171,464850,1122
X,1552871171,464560,515
X,1552871172,464499,937
X,1552871172,464612,2675
X,1552871173,464633,402
X,1552871174,464964,1174
X,1552871174,464344,1790
X,1552871175,463765,1583
X,1552871175,464452,424
A,1552871175,465026,1197
T,1552871175,2754
P,1552871176,5025
U,1552871176,64566
X,1552871177,465066,242
X,1552871178,465481,207
X,1552871178,464282,2770
X,1552871179,463183,965
X,1552871180,464088,1821
X,1552871180,465663,2912
X,1552871181,467338,578
X,1552871181,467854,2633
X,1552871182,466691,2700
X,1552871182,463282,4633
X,1552871183,462536,1975
X,1552871183,462115,4154
X,1552871183,464857,935
X,1552871184,465390,534
X,1552871184,465391,832
X,1552871185,465825,204
X,1552871185,465813,365
X,1552871186,465727,503
X,1552871186,465206,1084
X,1552871187,465080,1306
X,1552871188,465244,820
X,1552871188,465166,2040
X,1552871189,465727,1977
X,1552871189,466486,826
X,1552871190,466458,1051
X,1552871190,467076,950
X,1552871191,467165,720
X,1552871192,467903,980
X,1552871192,466949,524
X,1552871193,467942,1629
X,1552871193,468965,969
X,1552871194,470791,2839
X,1552871194,468687,2607
X,1552871195,467884,1713
X,1552871196,466953,574
X,1552871196,466551,284
X,1552871197,466369,838
A,1552871197,466186,5782
T,1552871197,2754
U,1552871197,64566
X,1552871199,476164,9916
X,1552871199,473701,11283
X,1552871200,470615,2654
X,1552871200,466970,4135
X,1552871201,466844,4097
X,1552871202,466496,4213
X,1552871202,467649,3706
X,1552871203,468871,2972
X,1552871203,466369,2101
X,1552871204,464807,2589
X,1552871204,464394,1528
P,1552871205,5099
X,1552871205,464845,1745
X,1552871205,465624,1114
X,1552871206,465429,605
X,1552871207,465229,535
X,1552871207,465195,748
X,1552871208,464541,976
X,1552871208,464330,919
X,1552871209,464161,2563
X,1552871209,464821,1074
X,1552871210,464066,1279
X,1552871211,464146,493
X,1552871211,464236,562
X,1552871212,464757,481
X,1552871212,465071,412
X,1552871213,464990,663
X,1552871213,464761,701
X,1552871214,465038,589
X,1552871215,464004,1012
X,1552871215,463861,1085
