H,1552860803,411581
X,1552860803,469474,3786
X,1552860803,468895,3075
X,1552860804,467938,1937
X,1552860804,466955,2007
X,1552860805,467778,2857
X,1552860805,467704,2681
X,1552860806,467850,2249
X,1552860806,467344,1025
X,1552860806,467678,1377
X,1552860807,467539,2719
X,1552860807,466660,3083
X,1552860808,466664,1925
X,1552860808,467836,2879
X,1552860809,466043,2983
X,1552860810,465454,1648
X,1552860810,464803,3133
X,1552860811,467379,1915
X,1552860811,466841,2794
X,1552860812,467727,2443
X,1552860812,470969,1400
X,1552860813,469905,1481
X,1552860814,468353,2010
X,1552860814,467939,2684
X,1552860815,467600,2392
X,1552860815,468793,1181
X,1552860816,468496,1749
X,1552860816,466905,1455
X,1552860817,467423,2005
X,1552860817,468332,774
X,1552860818,469811,2255
X,1552860819,470144,821
X,1552860819,468079,1629
X,1552860820,469264,1245
X,1552860820,468492,1133
X,1552860821,468277,1718
X,1552860821,470161,4489
X,1552860822,470054,1644
X,1552860823,469422,2204
X,1552860823,471333,1505
X,1552860824,470001,2597
X,1552860824,467769,2252
X,1552860825,467968,771
X,1552860825,468008,1267
X,1552860826,468409,2690
X,1552860827,470048,908
X,1552860827,469376,2088
X,1552860828,467314,2191
X,1552860828,468243,2454
P,1552860829,5122
X,1552860829,468489,3692
X,1552860829,468700,2618
X,1552860830,467049,3200
X,1552860831,465973,2261
X,1552860831,466256,5234
X,1552860832,465938,2842
X,1552860832,465363,2984
X,1552860833,466296,4805
X,1552860833,467077,2430
X,1552860834,467181,1628
X,1552860835,469099,2346
X,1552860835,471586,3331
X,1552860836,475015,3715
X,1552860836,472079,793
X,1552860837,472050,598
X,1552860837,470356,2368
X,1552860838,469670,1458
X,1552860838,468049,2030
X,1552860839,466936,985
X,1552860840,467678,1699
X,1552860840,469392,2792
X,1552860841,470140,2713
X,1552860841,467468,3797
X,1552860842,467613,3840
X,1552860842,467232,2348
X,1552860843,467487,1719
X,1552860844,468646,1534
X,1552860844,469447,1940
X,1552860845,470367,1973
X,1552860845,469662,1529
X,1552860846,469540,554
X,1552860846,467095,3326
X,1552860847,465191,2759
X,1552860847,467319,3559
X,1552860847,468058,1567
X,1552860848,467621,2297
X,1552860848,466078,4262
X,1552860849,468066,1636
X,1552860849,468714,2417
X,1552860850,470488,2031
X,1552860851,470880,1076
X,1552860851,470260,1026
X,1552860852,469170,3240
X,1552860852,467922,2373
X,1552860853,467638,2245
X,1552860853,467294,1595
X,1552860854,468250,2422
X,1552860854,466615,3819
X,1552860855,466516,3689
X,1552860856,466946,2835
X,1552860856,467331,1483
X,1552860857,468021,2820
X,1552860857,469250,1932
P,1552860858,5122
X,1552860858,468758,2435
X,1552860858,472509,4031
X,1552860859,476257,3530
X,1552860860,476665,4005
X,1552860860,469424,7391
X,1552860861,467515,1490
X,1552860861,467997,2276
X,1552860862,468153,975
A,1552860862,468806,6362
T,1552860862,2758
U,1552860862,64566
X,1552860864,467477,2262
X,1552860864,469052,2296
X,1552860865,469307,1264
X,1552860866,468057,1035
X,1552860866,467881,621
X,1552860867,467544,1759
X,1552860867,467394,3001
X,1552860868,466202,3664
X,1552860868,466974,2347
X,1552860869,466843,1970
X,1552860870,465970,1564
X,1552860870,466011,1969
X,1552860871,468065,1263
X,1552860871,467782,1723
X,1552860872,468680,1375
X,1552860872,467897,1042
X,1552860873,468565,1380
X,1552860873,469596,1276
X,1552860874,469192,1328
X,1552860875,467589,1133
X,1552860875,467568,765
X,1552860876,466823,1661
X,1552860876,467811,1272
X,1552860877,468041,1620
X,1552860877,467421,1392
X,1552860878,466424,2484
X,1552860879,467125,2417
X,1552860879,467661,1689
X,1552860880,467305,1546
X,1552860880,466661,2435
X,1552860881,466527,1937
X,1552860881,468862,5107
X,1552860882,473122,6861
X,1552860883,469472,6883
X,1552860883,469056,1656
X,1552860884,469089,1576
X,1552860884,470065,1801
X,1552860885,471300,2926
X,1552860885,470066,583
X,1552860886,472701,2973
X,1552860887,471084,1637
X,1552860887,469935,908
X,1552860888,469588,1939
P,1552860888,5121
X,1552860888,468721,951
X,1552860888,467906,1388
X,1552860888,467281,1237
X,1552860889,466944,2143
X,1552860890,467425,2234
X,1552860890,467015,1875
X,1552860891,468127,706
X,1552860891,466714,2704
X,1552860892,468107,1122
X,1552860892,468794,1028
X,1552860893,469718,1173
X,1552860893,470055,656
X,1552860894,469312,1988
X,1552860895,468332,1834
