780,463491,6185
X,1552867781,464098,6396
X,1552867782,462408,6455
X,1552867782,464999,2652
X,1552867783,465773,3050
X,1552867783,467972,3516
X,1552867784,466933,2394
X,1552867784,467087,2120
X,1552867785,464448,4870
X,1552867786,461204,5162
X,1552867786,461676,2660
X,1552867787,462684,7524
X,1552867787,463657,5172
X,1552867788,463196,7126
X,1552867788,465105,3527
X,1552867789,467123,3952
X,1552867790,467751,3285
X,1552867790,468634,5679
X,1552867791,469129,2248
X,1552867791,468435,2153
X,1552867792,467152,3939
X,1552867792,467539,1078
X,1552867793,470175,2212
X,1552867794,468374,3955
X,1552867794,467898,4744
X,1552867795,466563,8598
P,1552867795,5104
X,1552867795,466119,4379
X,1552867796,465267,3166
X,1552867796,465374,2486
X,1552867797,465340,9044
X,1552867797,463769,6337
X,1552867798,463880,5747
X,1552867799,465396,5349
X,1552867799,466384,3630
X,1552867800,464694,5011
X,1552867800,464722,2286
X,1552867801,464560,3442
X,1552867801,466008,3954
X,1552867802,464849,4185
X,1552867803,465340,2624
X,1552867803,466665,2664
X,1552867804,466680,3942
X,1552867804,465332,2358
X,1552867805,466996,4909
X,1552867805,465593,5385
X,1552867806,466624,1939
X,1552867807,468266,991
X,1552867807,465339,3472
X,1552867808,465746,3234
X,1552867808,466408,1577
X,1552867809,465345,7125
X,1552867809,464016,9168
X,1552867810,465733,15470
X,1552867811,465560,5242
X,1552867811,468773,4632
X,1552867812,467332,2752
X,1552867812,466088,4451
X,1552867813,466368,3226
X,1552867813,472694,7183
X,1552867814,465187,3810
X,1552867815,465997,4321
X,1552867815,465403,6046
X,1552867816,466424,4433
X,1552867816,464574,7360
X,1552867817,461128,7400
X,1552867817,465205,14895
X,1552867818,466076,13395
X,1552867818,466372,5963
X,1552867819,470748,2436
X,1552867820,467656,5285
X,1552867820,463442,9864
X,1552867820,469194,3621
X,1552867820,466353,3705
X,1552867821,466286,6680
X,1552867821,464932,5217
X,1552867822,466442,4601
X,1552867823,463482,3582
X,1552867823,467901,3070
X,1552867824,463968,3107
X,1552867824,466536,2666
P,1552867824,5100
X,1552867825,466675,1638
X,1552867825,465412,3287
X,1552867826,462558,6992
X,1552867827,466627,11429
X,1552867827,465834,8887
X,1552867828,466993,3776
X,1552867828,467788,6951
X,1552867829,469911,5008
X,1552867829,470062,1791
X,1552867830,466130,2930
X,1552867831,467192,1729
X,1552867831,464751,1848
X,1552867832,467427,4437
X,1552867832,473412,4290
X,1552867833,470035,5996
X,1552867833,467921,5424
X,1552867834,471846,4768
X,1552867835,474822,4622
X,1552867835,469598,5697
X,1552867836,473745,13679
X,1552867836,475812,6248
X,1552867837,477479,6199
X,1552867837,478040,4562
X,1552867838,472854,5644
X,1552867838,465708,12949
X,1552867839,464430,4458
X,1552867840,466965,11246
X,1552867840,467093,7565
X,1552867841,466826,3987
X,1552867841,467470,2938
X,1552867842,467302,2105
X,1552867842,467043,1967
X,1552867843,467154,4155
X,1552867844,468958,3643
X,1552867844,465469,1345
X,1552867845,465323,1619
X,1552867845,465677,1921
X,1552867846,465092,5366
X,1552867846,465599,2163
X,1552867847,464631,2898
X,1552867848,466953,4326
X,1552867848,467084,12848
X,1552867849,467757,2905
X,1552867849,465986,3362
X,1552867850,463921,4184
X,1552867850,465800,3017
X,1552867851,464664,3547
X,1552867852,466618,1712
X,1552867852,467444,2264
X,1552867853,462469,6782
X,1552867853,460912,3384
X,1552867854,465271,5887
X,1552867854,466839,3198
P,1552867854,5104
X,1552867855,465808,6755
X,1552867856,466547,3765
X,1552867856,466897,2811
X,1552867857,468221,1984
X,1552867857,464168,7964
X,1552867858,462276,9836
X,1552867858,463806,1915
X,1552867859,466067,3075
X,1552867859,467211,3226
X,1552867860,466423,3384
X,1552867861,466137,3968
X,1552867861,465390,3223
X,1552867861,464939,3134
X,1552867861,466456,5203
X,1552867862,465598,6482
X,1552867862,463680,3871
X,1552867863,462723,3929
X,1552867864,468348,5854
X,1552867864,462724,3500
X,1552867865,465710,4205
X,1552867865,461198,9562
X,1552867866,465337,3157
X,1552867866,465234,3650
X,1552867867,462884,6435
X,1552867868,463042,3764
X,1552867868,465459,5563
