1552885255,5108
P,1552885285,5107
P,1552885314,5107
P,1552885343,5108
P,1552885373,5110
P,1552885402,5111
P,1552885431,5109
P,1552885460,5107
P,1552885490,5111
P,1552885520,5110
P,1552885549,5110
P,1552885579,5110
P,1552885608,5108
P,1552885637,5109
P,1552885666,5111
P,1552885696,5111
P,1552885725,5111
P,1552885754,5109
P,1552885784,5110
P,1552885814,5111
P,1552885843,5107
P,1552885872,5107
P,1552885902,5110
P,1552885931,5111
P,1552885960,5109
P,1552885989,5110
P,1552886019,5108
P,1552886048,5111
O,1552886077,465120,4058
P,1552886077,5103
T,1552886077,2743
P,1552886108,5111
P,1552886137,5111
P,1552886167,5109
P,1552886196,5111
P,1552886226,5109
P,1552886255,5112
P,1552886284,5110
P,1552886314,5108
P,1552886343,5108
P,1552886372,5112
P,1552886402,5110
P,1552886432,5110
P,1552886461,5111
P,1552886490,5111
P,1552886520,5108
P,1552886549,5109
P,1552886578,5111
P,1552886607,5112
P,1552886637,5111
P,1552886666,5108
P,1552886696,5110
P,1552886726,5109
P,1552886755,5109
P,1552886784,5110
P,1552886813,5111
P,1552886843,5111
P,1552886872,5111
P,1552886901,5109
P,1552886931,5111
P,1552886960,5112
P,1552886990,5111
P,1552887019,5112
P,1552887049,5108
P,1552887078,5110
P,1552887107,5111
P,1552887137,5111
P,1552887166,5112
P,1552887195,5111
P,1552887224,5108
P,1552887254,5112
P,1552887284,5111
P,1552887313,5110
P,1552887343,5108
P,1552887372,5109
P,1552887401,5112
P,1552887430,5108
P,1552887460,5108
P,1552887489,5112
P,1552887518,5112
P,1552887548,5111
P,1552887578,5111
P,1552887607,5110
P,1552887636,5111
P,1552887666,5111
P,1552887695,5112
P,1552887724,5112
P,1552887753,5111
P,1552887783,5111
P,1552887812,5112
P,1552887841,5111
P,1552887872,5111
P,1552887901,5112
P,1552887930,5110
P,1552887959,5112
P,1552887989,5112
P,1552888018,5112
P,1552888047,5112
P,1552888077,5112
P,1552888106,5112
P,1552888135,5110
P,1552888165,5112
P,1552888195,5111
P,1552888224,5112
P,1552888253,5112
P,1552888283,5112
P,1552888312,5113
P,1552888341,5112
P,1552888370,5110
P,1552888400,5110
P,1552888429,5112
P,1552888459,5109
P,1552888489,5112
P,1552888518,5105
P,1552888547,5110
P,1552888576,5111
P,1552888606,5112
P,1552888635,5112
P,1552888664,5111
P,1552888694,5112
P,1552888723,5109
P,1552888753,5112
P,1552888783,5112
D,1552888794,449024
D,1552888796,476672
D,1552888799,458496
D,1552888801,452864
D,1552888803,454400
D,1552888805,459008
D,1552888807,455424
D,1552888810,451584
D,1552888812,450816
P,1552888813,5109
D,1552888814,458496
D,1552888816,456704
D,1552888818,456960
D,1552888820,456192
D,1552888822,458496
D,1552888824,456192
D,1552888826,457216
D,1552888828,459008
D,1552888831,455424
D,1552888833,456448
D,1552888835,450816
D,1552888837,457984
D,1552888839,457984
D,1552888842,454912
P,1552888842,5018
D,1552888844,461312
D,1552888846,458752
D,1552888848,457472
D,1552888850,457728
D,1552888853,456704
D,1552888855,456448
D,1552888857,456704
D,1552888859,459264
D,1552888861,454912
D,1552888863,460032
D,1552888865,455168
D,1552888867,455936
D,1552888869,459776
P,1552888871,5112
D,1552888871,457216
D,1552888874,462080
D,1552888876,455168
D,1552888878,456960
D,1552888880,458240
D,1552888882,458752
D,1552888885,456704
D,1552888887,458240
D,1552888889,458240
D,1552888891,455680
D,1552888893,455168
D,1552888896,455680
D,1552888898,458240
D,1552888900,457984
P,1552888901,5111
D,1552888902,457472
D,1552888903,459520
D,1552888906,455936
D,1552888908,457984
D,1552888910,458752
D,1552888912,456448
D,1552888914,456704
D,1552888917,457728
D,1552888919,456448
D,1552888921,458240
D,1552888923,455168
D,1552888925,461312
D,1552888928,461824
D,1552888930,458752
P,1552888930,5023
D,1552888932,455680
D,1552888934,459008
D,1552888937,454144
D,1552888939,457472
D,1552888941,457728
D,1552888943,458496
D,1552888944,456960
D,1552888947,459008
D,1552888949,456960
D,1552888951,455680
D,1552888953,455680
D,1552888955,458240
D,1552888958,453632
P,1552888959,5110
D,1552888960,454656
D,1552888962,457216
D,1552888964,457216
D,1552888966,456448
D,1552888969,457984
D,1552888971,457728
D,1552888973,457216
D,1552888975,460544
D,1552888977,456448
D,1552888980,455680
D,1552888982,460544
D,1552888984,457472
D,1552888985,458752
D,1552888987,459008
P,1552888988,5111
D,1552888990,461056
D,1552888992,456448
D,1552888994,458240
D,1552888996,459264
D,1552888998,455680
D,1552889001,457984
D,1552889003,459008
D,1552889005,457984
D,1552889007,455936
D,1552889009,461568
D,1552889012,458496
D,1552889014,457728
D,1552889016,456960
P,1552889018,5110
P,1552889048,5111
P,1552889077,5109
P,1552889107,5110
P,1552889136,5111
P,1552889165,5112
P,1552889194,5111
P,1552889224,5111
