555220672,5079
P,1555220701,5080
P,1555220731,5081
P,1555220760,5079
P,1555220789,5076
P,1555220819,5080
P,1555220848,5080
P,1555220878,5079
P,1555220907,5080
P,1555220937,5080
P,1555220966,5080
P,1555220995,5080
P,1555221025,5081
D,1555221035,479744
D,1555221037,461056
D,1555221039,460800
D,1555221041,462336
D,1555221044,461824
D,1555221046,462592
D,1555221048,462336
D,1555221050,460800
D,1555221052,462080
P,1555221054,5080
D,1555221055,462080
D,1555221057,461824
D,1555221059,462336
D,1555221061,461056
D,1555221063,461824
D,1555221066,462080
D,1555221068,461312
D,1555221069,461312
D,1555221071,462080
D,1555221074,461824
D,1555221076,462080
D,1555221078,463104
D,1555221080,462080
D,1555221082,461824
P,1555221083,5077
D,1555221085,462080
D,1555221087,462336
D,1555221089,462336
D,1555221091,462080
D,1555221093,461312
D,1555221096,461824
D,1555221098,461824
D,1555221100,461568
D,1555221102,458752
D,1555221104,461312
D,1555221107,462848
D,1555221109,442880
D,1555221110,459520
D,1555221112,462080
P,1555221112,4968
D,1555221114,463104
D,1555221117,462080
D,1555221119,462848
D,1555221121,462848
D,1555221123,463360
D,1555221125,461568
D,1555221128,461824
D,1555221130,462080
D,1555221132,460800
D,1555221134,461568
D,1555221136,462336
D,1555221139,462080
D,1555221141,462336
P,1555221142,5076
D,1555221143,463104
D,1555221145,461312
D,1555221147,463872
D,1555221150,461824
D,1555221151,463104
D,1555221153,461312
D,1555221155,462592
D,1555221157,462848
D,1555221160,462336
D,1555221162,462336
D,1555221164,462848
D,1555221166,463104
D,1555221168,462592
D,1555221171,462848
P,1555221172,5076
D,1555221173,462336
D,1555221175,462848
D,1555221177,462336
D,1555221179,462336
D,1555221182,461824
D,1555221184,462592
D,1555221186,461824
D,1555221188,463616
D,1555221190,462592
D,1555221192,462336
D,1555221194,461824
D,1555221196,463104
D,1555221198,463104
D,1555221200,462592
P,1555221201,4980
D,1555221203,462336
D,1555221205,462592
D,1555221207,464896
D,1555221209,462336
D,1555221211,464128
D,1555221214,462336
D,1555221216,461824
D,1555221218,462080
D,1555221220,463104
D,1555221222,462080
D,1555221225,462848
D,1555221227,462848
D,1555221229,462336
P,1555221231,5077
D,1555221231,463360
D,1555221232,462848
D,1555221235,463360
D,1555221237,462336
D,1555221239,463616
D,1555221241,463872
D,1555221243,462336
D,1555221246,462592
D,1555221248,462080
D,1555221250,462848
D,1555221252,462336
D,1555221254,462848
D,1555221257,463104
D,1555221259,462848
P,1555221260,5077
D,1555221261,463616
D,1555221263,463104
D,1555221265,463360
D,1555221268,463104
D,1555221270,462336
D,1555221272,463104
D,1555221273,462848
D,1555221275,462848
D,1555221278,463104
D,1555221280,462080
D,1555221282,462080
D,1555221284,462080
D,1555221287,463104
D,1555221289,464128
P,1555221289,4980
D,1555221291,464384
D,1555221293,461824
D,1555221295,463104
D,1555221298,462592
D,1555221300,464896
D,1555221302,464128
D,1555221304,463104
D,1555221306,463360
D,1555221309,462848
D,1555221311,462080
D,1555221313,455424
D,1555221314,467712
D,1555221316,462592
P,1555221318,5077
D,1555221319,462080
D,1555221321,462848
D,1555221323,462848
D,1555221325,463104
D,1555221327,462080
D,1555221330,465664
D,1555221332,461824
D,1555221334,461824
D,1555221336,470016
D,1555221338,462592
D,1555221341,462848
D,1555221343,463104
D,1555221345,462336
D,1555221347,462336
P,1555221348,5077
D,1555221349,472064
D,1555221352,467200
D,1555221354,458752
D,1555221355,470784
D,1555221357,463360
D,1555221359,467712
D,1555221362,471808
D,1555221364,465920
D,1555221366,463360
D,1555221368,462848
D,1555221370,463104
D,1555221373,463360
D,1555221375,462848
D,1555221377,464128
P,1555221377,4969
D,1555221379,462848
D,1555221381,463104
D,1555221384,463104
D,1555221386,463104
D,1555221388,462848
D,1555221390,463104
D,1555221392,461824
D,1555221395,464128
D,1555221396,463872
D,1555221398,462592
D,1555221400,463104
D,1555221402,463360
D,1555221405,462336
P,1555221406,5077
D,1555221407,463872
D,1555221409,462848
D,1555221411,462336
D,1555221413,461568
D,1555221416,467968
D,1555221418,465920
D,1555221420,455680
D,1555221422,462848
D,1555221424,471552
D,1555221427,464896
D,1555221429,458752
D,1555221431,451072
D,1555221433,463360
D,1555221435,450560
P,1555221436,5077
D,1555221437,454144
D,1555221439,462080
D,1555221441,461056
D,1555221443,456960
D,1555221445,462592
D,1555221448,463616
D,1555221450,462848
D,1555221452,462592
D,1555221454,463104
