1552877994,5099
P,1552878024,5102
P,1552878053,5104
P,1552878082,5102
P,1552878112,5104
P,1552878141,5104
P,1552878171,5102
P,1552878200,5104
P,1552878230,5102
P,1552878259,5102
P,1552878289,5103
P,1552878319,5102
P,1552878348,5104
P,1552878377,5105
P,1552878406,5105
P,1552878436,5105
P,1552878466,5102
P,1552878495,5104
P,1552878525,5101
P,1552878554,5104
P,1552878583,5104
P,1552878612,5104
P,1552878642,5105
P,1552878671,5101
P,1552878700,5104
P,1552878730,5106
P,1552878760,5103
P,1552878789,5104
P,1552878818,5104
P,1552878848,5104
P,1552878877,5106
P,1552878906,5104
P,1552878935,5104
P,1552878965,5102
P,1552878994,5105
O,1552879023,466852,3026
T,1552879023,2747
P,1552879023,5105
P,1552879054,5104
P,1552879083,5104
P,1552879112,5102
P,1552879141,5106
P,1552879171,5106
P,1552879200,5104
P,1552879229,5106
P,1552879259,5106
P,1552879288,5104
P,1552879317,5105
P,1552879347,5105
P,1552879377,5106
P,1552879406,5104
P,1552879435,5105
P,1552879465,5104
P,1552879494,5104
P,1552879523,5104
P,1552879552,5103
P,1552879582,5106
P,1552879611,5104
P,1552879641,5105
P,1552879671,5107
P,1552879700,5105
P,1552879729,5106
P,1552879758,5106
P,1552879788,5105
P,1552879817,5107
P,1552879846,5106
P,1552879876,5104
P,1552879905,5106
P,1552879935,5105
P,1552879964,5107
P,1552879994,5107
P,1552880023,5106
P,1552880052,5104
P,1552880082,5102
P,1552880111,5107
P,1552880140,5105
P,1552880169,5102
P,1552880199,5106
P,1552880229,5107
P,1552880258,5107
P,1552880288,5107
P,1552880317,5106
P,1552880346,5107
P,1552880375,5107
P,1552880405,5106
P,1552880434,5104
P,1552880463,5103
P,1552880493,5107
P,1552880523,5106
P,1552880552,5108
P,1552880581,5107
P,1552880611,5106
P,1552880640,5106
P,1552880669,5107
P,1552880698,5107
P,1552880728,5107
P,1552880757,5107
P,1552880786,5107
P,1552880817,5105
P,1552880846,5105
P,1552880875,5106
P,1552880905,5106
P,1552880935,5107
P,1552880964,5107
P,1552880993,5106
P,1552881023,5108
P,1552881052,5106
P,1552881081,5106
P,1552881111,5107
P,1552881141,5108
P,1552881170,5107
P,1552881199,5107
P,1552881229,5107
P,1552881258,5107
P,1552881287,5104
P,1552881316,5107
P,1552881346,5106
P,1552881375,5107
P,1552881405,5105
P,1552881435,5109
P,1552881464,5109
P,1552881493,5108
P,1552881522,5107
P,1552881552,5108
P,1552881581,5108
P,1552881610,5109
P,1552881640,5106
P,1552881669,5108
P,1552881699,5109
P,1552881728,5108
P,1552881758,5108
P,1552881787,5107
P,1552881816,5108
P,1552881846,5109
P,1552881875,5108
P,1552881904,5107
P,1552881933,5109
P,1552881963,5109
P,1552881993,5107
P,1552882022,5107
P,1552882052,5109
P,1552882081,5108
P,1552882110,5105
P,1552882139,5105
P,1552882169,5109
P,1552882198,5108
P,1552882227,5109
P,1552882257,5109
P,1552882287,5109
P,1552882316,5109
P,1552882345,5109
P,1552882375,5109
P,1552882404,5109
P,1552882433,5106
P,1552882462,5109
P,1552882492,5107
P,1552882521,5108
O,1552882548,466429,3185
T,1552882548,2746
P,1552882550,5109
P,1552882581,5105
P,1552882610,5108
P,1552882639,5107
P,1552882668,5109
P,1552882698,5108
P,1552882727,5107
P,1552882756,5109
P,1552882786,5107
P,1552882815,5105
P,1552882844,5108
P,1552882874,5108
P,1552882904,5109
P,1552882933,5109
P,1552882962,5109
P,1552882992,5106
P,1552883021,5109
P,1552883050,5110
P,1552883079,5109
P,1552883109,5108
P,1552883138,5109
P,1552883168,5109
P,1552883198,5106
P,1552883227,5108
P,1552883256,5107
P,1552883285,5107
P,1552883315,5110
P,1552883344,5110
P,1552883373,5110
P,1552883403,5110
P,1552883432,5106
P,1552883462,5110
P,1552883491,5110
P,1552883521,5109
P,1552883551,5107
P,1552883580,5107
P,1552883610,5110
P,1552883639,5107
P,1552883668,5108
P,1552883697,5109
P,1552883727,5110
P,1552883757,5110
P,1552883786,5110
P,1552883816,5108
P,1552883845,5109
P,1552883874,5111
P,1552883903,5110
P,1552883933,5111
P,1552883962,5110
P,1552883991,5111
P,1552884021,5110
P,1552884051,5108
P,1552884080,5109
P,1552884109,5110
P,1552884139,5109
P,1552884168,5110
P,1552884197,5110
P,1552884226,5110
P,1552884256,5111
P,1552884285,5110
P,1552884314,5107
P,1552884345,5109
P,1552884374,5109
P,1552884403,5109
P,1552884432,5110
P,1552884462,5110
P,1552884491,5110
P,1552884520,5109
P,1552884550,5109
P,1552884579,5109
P,1552884608,5108
P,1552884638,5110
P,1552884668,5110
D,1552884683,533760
D,1552884686,520704
P,1552884697,5110
P,1552884726,5109
P,1552884756,5111
P,1552884785,5107
P,1552884814,5109
P,1552884843,5111
