H,1552862288,411581
U,1552862288,64566
X,1552862290,469283,1027
X,1552862290,469267,754
X,1552862291,468937,2535
X,1552862292,468456,1341
X,1552862292,467134,1139
X,1552862293,468125,1886
X,1552862293,468318,1589
X,1552862294,468189,2690
X,1552862294,467115,1190
X,1552862295,467714,1831
X,1552862296,467776,1605
X,1552862296,467558,2664
X,1552862297,468427,1344
X,1552862297,468584,2197
P,1552862298,5117
X,1552862298,468893,1661
X,1552862298,465630,2868
X,1552862299,466912,1596
X,1552862300,466027,1823
X,1552862300,466117,1650
X,1552862301,467614,1675
X,1552862301,468708,1921
X,1552862302,466541,1867
X,1552862302,467132,1609
X,1552862303,467788,1884
X,1552862304,467642,1474
X,1552862304,468430,1645
X,1552862305,468145,1284
X,1552862305,467728,756
X,1552862306,467308,1042
X,1552862306,467277,2511
X,1552862307,467439,1914
X,1552862308,469223,3463
X,1552862308,470646,4493
X,1552862309,470471,2347
X,1552862309,469167,2138
X,1552862310,469247,1121
X,1552862310,469557,1429
X,1552862311,469937,1124
X,1552862311,470680,1095
X,1552862312,470851,892
X,1552862313,471113,1530
X,1552862313,469152,1172
X,1552862314,470105,2482
X,1552862314,469458,1261
X,1552862315,471788,1825
X,1552862315,470596,4757
X,1552862316,468566,1453
X,1552862317,468404,1796
X,1552862317,467499,1109
X,1552862318,468784,2240
X,1552862318,466964,4468
X,1552862319,465796,1703
X,1552862319,466258,2095
X,1552862320,466651,3296
X,1552862321,465906,2419
X,1552862321,465709,1483
X,1552862322,466606,2082
X,1552862322,468054,1384
X,1552862323,467222,1139
X,1552862323,468595,757
X,1552862323,467179,1123
X,1552862324,466570,1921
X,1552862324,467172,2374
X,1552862325,468394,2474
X,1552862325,469600,1805
X,1552862326,467158,3134
X,1552862326,468417,2782
P,1552862327,5106
X,1552862327,467896,1268
X,1552862328,467188,2044
X,1552862328,466984,1734
X,1552862329,468412,1882
X,1552862329,468168,2030
X,1552862330,469147,2768
X,1552862330,468263,2855
X,1552862331,470426,5247
X,1552862331,468162,1805
X,1552862332,469817,709
X,1552862333,469176,1416
X,1552862333,466873,3370
X,1552862334,466736,5783
X,1552862334,467664,2358
X,1552862335,468151,1299
X,1552862335,465996,2237
X,1552862336,468598,1158
X,1552862337,468250,1216
X,1552862337,466693,3081
X,1552862338,466836,742
X,1552862338,468217,1615
X,1552862339,467617,1778
X,1552862339,468158,1436
X,1552862340,467369,2296
X,1552862341,468556,3513
X,1552862341,472438,5809
X,1552862342,474443,2543
X,1552862342,471736,2364
X,1552862343,474172,3532
X,1552862343,469538,3168
X,1552862344,471370,1590
X,1552862345,469092,2843
X,1552862345,470483,2139
X,1552862346,468213,1736
X,1552862346,467306,2684
X,1552862347,468140,1751
X,1552862347,468566,591
X,1552862348,466982,2058
X,1552862348,467884,1199
X,1552862349,468569,1596
X,1552862350,466175,1399
X,1552862350,467183,2293
X,1552862351,466938,1567
X,1552862351,468067,1515
X,1552862352,467390,2714
X,1552862352,467565,1273
X,1552862353,467702,1848
X,1552862354,467725,1522
X,1552862354,467948,1967
X,1552862355,468522,1966
X,1552862355,468153,1469
X,1552862356,467086,2261
X,1552862356,466352,1599
P,1552862357,5117
X,1552862357,466874,1640
X,1552862358,468064,1114
X,1552862358,466718,1710
X,1552862359,466029,1574
X,1552862359,464168,3088
X,1552862360,467599,1316
X,1552862360,469320,1366
X,1552862361,469378,1005
X,1552862362,468408,1177
X,1552862362,467708,1353
X,1552862363,466872,2724
X,1552862363,467190,3788
X,1552862364,466658,4672
X,1552862364,468025,1751
X,1552862364,466085,2429
X,1552862365,467088,3772
X,1552862365,465776,3497
X,1552862366,465531,1455
X,1552862366,465926,3203
X,1552862367,466188,3092
X,1552862367,465722,2426
X,1552862368,467133,1126
X,1552862368,466789,1895
X,1552862369,468237,1808
X,1552862370,468292,1644
X,1552862370,471304,3371
X,1552862371,470996,1388
X,1552862371,470069,2154
X,1552862372,469898,4365
X,1552862372,469625,2005
X,1552862373,470117,2056
X,1552862374,469825,2408
X,1552862374,467295,4323
X,1552862375,466537,3237
X,1552862375,468162,2812
X,1552862376,467775,4468
X,1552862376,466035,2456
X,1552862377,466618,1668
X,1552862378,466253,3024
X,1552862378,469197,1252
X,1552862379,470450,2214
X,1552862379,469942,2002
X,1552862380,469027,1232
X,1552862380,467600,2074
X,1552862381,467957,1378
X,1552862382,467466,708
X,1552862382,467753,799
X,1552862383,466504,1324
