5,465953,2156
X,1552864805,463906,2653
X,1552864806,463025,817
X,1552864807,463882,1947
X,1552864807,464169,2062
X,1552864808,464812,3642
X,1552864808,465919,913
X,1552864809,466653,2929
X,1552864809,466717,2561
X,1552864810,467633,1499
X,1552864811,464287,5738
X,1552864811,461012,3089
X,1552864812,463722,1226
X,1552864812,464687,1278
X,1552864813,465046,1963
X,1552864813,466819,1340
X,1552864814,462546,3765
X,1552864815,464539,4588
X,1552864815,465889,1296
X,1552864816,464601,1393
X,1552864816,464230,1578
X,1552864817,464766,1593
X,1552864817,464805,1148
X,1552864818,464799,2037
X,1552864819,464444,2607
X,1552864819,465098,1006
X,1552864820,466389,1657
X,1552864820,465735,1520
X,1552864821,466606,975
X,1552864821,467335,955
X,1552864822,465408,3406
X,1552864823,465851,1820
X,1552864823,465617,1186
X,1552864824,467564,2650
X,1552864824,471521,4891
X,1552864825,469553,4302
X,1552864825,469325,5099
X,1552864825,467830,2399
P,1552864825,5113
X,1552864825,469840,1499
X,1552864826,469374,1189
X,1552864827,469152,2227
X,1552864827,468904,2412
X,1552864828,468506,3489
X,1552864828,467195,3329
X,1552864829,466787,3119
X,1552864829,468400,3512
X,1552864830,468344,1877
X,1552864831,470511,6277
X,1552864831,465334,1926
X,1552864832,465676,1826
X,1552864832,466181,1257
X,1552864833,466061,1631
X,1552864833,466863,776
X,1552864834,467134,1480
X,1552864835,467784,1271
X,1552864835,467408,1472
X,1552864836,470172,1411
X,1552864836,468549,1953
X,1552864837,468153,3839
X,1552864837,468334,4663
X,1552864838,467757,1938
X,1552864839,469107,2776
X,1552864839,470200,3664
X,1552864840,471181,4625
X,1552864840,472970,2428
X,1552864841,473580,7279
X,1552864841,471104,3086
X,1552864842,468283,5273
X,1552864842,467331,2062
X,1552864843,467760,2064
X,1552864844,468731,1307
X,1552864844,469623,2874
X,1552864845,468994,7899
X,1552864845,464572,7537
X,1552864846,463511,2562
X,1552864846,465117,1597
X,1552864847,465721,2679
X,1552864848,467333,5108
X,1552864848,470616,831
X,1552864849,472155,5175
X,1552864849,467788,5110
X,1552864850,467838,2745
X,1552864850,469637,1368
X,1552864851,472758,4538
X,1552864852,473202,5271
X,1552864852,469907,2969
X,1552864853,466985,6609
X,1552864853,465192,6765
X,1552864854,467584,5101
X,1552864854,470054,3991
X,1552864855,468653,2027
P,1552864855,5113
X,1552864856,468167,1715
X,1552864856,468769,1649
X,1552864857,469425,859
X,1552864857,469316,3172
X,1552864858,472505,4910
X,1552864858,475176,4304
X,1552864859,467758,1614
X,1552864860,467002,10573
X,1552864860,465258,4159
X,1552864861,466386,4640
X,1552864861,468153,1002
X,1552864862,468117,1126
X,1552864862,467469,1592
X,1552864863,467887,4618
X,1552864863,466079,1440
X,1552864864,465088,2010
X,1552864865,466490,2133
X,1552864865,465434,1513
X,1552864866,466449,1566
X,1552864866,466472,1022
X,1552864866,466360,903
X,1552864866,466566,1890
X,1552864867,466496,2495
X,1552864868,468268,2964
X,1552864868,467450,3134
X,1552864869,465772,805
X,1552864869,466073,1681
X,1552864870,466331,1009
X,1552864870,467438,729
X,1552864871,467658,1901
X,1552864872,467611,1026
X,1552864872,469596,5797
X,1552864873,470697,5230
X,1552864873,469905,5323
X,1552864874,475384,4298
X,1552864874,471751,4016
X,1552864875,469411,3627
X,1552864876,465855,6670
X,1552864876,466245,2270
X,1552864877,464513,824
X,1552864877,464504,1658
X,1552864878,466343,4383
X,1552864878,465705,4118
X,1552864879,463118,1791
X,1552864880,464338,2085
X,1552864880,465734,1250
X,1552864881,465783,1326
X,1552864881,466483,1532
X,1552864882,467314,3197
X,1552864882,467157,1145
X,1552864883,465793,966
X,1552864883,466736,2652
X,1552864884,467432,3383
P,1552864884,5113
X,1552864885,466839,1923
X,1552864885,468352,1426
X,1552864886,466079,2609
X,1552864886,467402,2916
X,1552864887,467700,3615
X,1552864887,468799,1423
X,1552864888,468750,1034
X,1552864889,469784,2144
X,1552864889,468496,4045
X,1552864890,468194,2044
X,1552864890,466571,2690
X,1552864891,464522,1657
X,1552864891,464114,2674
X,1552864892,466370,2465
X,1552864893,465730,3447
