H,1552260816,411581
T,1552260816,2788
P,1552260819,5161
P,1552260848,5163
P,1552260878,5165
P,1552260907,5166
D,1552260912,503552
R,1552260912,5C00DDFC36
R,1552260912,5C00DDFC36
R,1552260912,5C00DDFC36
X,1552260914,705296,35954
X,1552260914,700670,51122
X,1552260915,701667,2555
X,1552260916,701021,3232
X,1552260916,703993,9702
X,1552260917,704967,47448
X,1552260917,706084,31455
X,1552260918,702086,10643
X,1552260918,703064,31543
X,1552260919,701449,12163
X,1552260920,704156,6810
X,1552260920,705542,6429
X,1552260921,706035,8139
X,1552260921,711552,9875
X,1552260922,708987,14014
X,1552260922,703636,8679
X,1552260923,705036,4271
X,1552260923,706796,7705
X,1552260923,708844,10060
X,1552260924,706811,13144
X,1552260924,707587,7544
X,1552260925,707601,3127
X,1552260925,707479,3231
X,1552260926,712821,14767
X,1552260926,707379,17504
X,1552260927,717778,1726
X,1552260928,715067,32037
X,1552260928,713305,17486
X,1552260929,707287,31581
X,1552260929,710779,8521
X,1552260930,710837,11151
X,1552260930,709979,17134
X,1552260931,708738,15130
X,1552260932,712115,6834
X,1552260932,711703,7913
X,1552260933,712149,5282
X,1552260933,709735,16728
X,1552260934,705962,10536
X,1552260934,709148,7542
X,1552260935,710290,9057
X,1552260936,712888,7750
X,1552260936,713688,5301
P,1552260936,5160
X,1552260937,710429,7934
X,1552260937,709006,6998
X,1552260938,711028,7446
X,1552260938,708556,6080
X,1552260939,710178,6766
X,1552260939,713778,6062
X,1552260940,715200,6146
X,1552260941,715004,2836
X,1552260941,713439,4078
X,1552260942,709788,7062
X,1552260942,710478,12453
X,1552260943,714143,2690
X,1552260943,715296,3098
X,1552260944,714743,4413
X,1552260945,715545,6777
X,1552260945,715907,5040
X,1552260946,714088,54645
X,1552260946,714185,15941
X,1552260947,711803,12409
X,1552260947,711970,11086
X,1552260948,713766,3884
X,1552260949,714218,4585
X,1552260949,715479,3250
X,1552260950,716647,1537
X,1552260950,717093,14103
X,1552260951,717202,4654
X,1552260951,717109,2937
X,1552260952,716343,23084
X,1552260953,716630,4417
X,1552260953,716123,3512
X,1552260954,716601,4923
X,1552260954,717268,11333
X,1552260955,718909,6623
X,1552260955,719433,10847
X,1552260956,719640,2326
X,1552260957,717641,3179
X,1552260957,714731,4952
X,1552260958,714044,3419
X,1552260958,714847,4422
X,1552260959,712651,2481
X,1552260959,712546,3406
X,1552260960,712648,2940
X,1552260960,714526,2999
X,1552260961,714889,4249
X,1552260962,715201,1524
X,1552260962,716122,2058
X,1552260963,715927,1979
X,1552260963,715619,3624
X,1552260964,716031,3282
X,1552260964,715289,9725
X,1552260964,715477,2498
X,1552260965,715647,2708
X,1552260965,714818,4433
P,1552260965,5160
X,1552260966,715099,2550
X,1552260966,715154,2952
X,1552260967,715841,3546
X,1552260967,715830,8599
X,1552260968,714817,11307
X,1552260969,715341,5676
X,1552260969,714928,4835
X,1552260970,714886,2028
X,1552260970,715039,5824
X,1552260971,716519,50264
X,1552260971,717860,21366
X,1552260972,714734,22660
X,1552260973,711823,64647
X,1552260973,707683,47768
X,1552260974,711054,18666
X,1552260974,708358,3682
X,1552260975,716698,58123
X,1552260975,715323,36400
X,1552260976,715529,23370
X,1552260977,718150,23155
X,1552260977,716274,18319
X,1552260978,715935,12666
X,1552260978,715747,11450
X,1552260979,712505,16417
X,1552260979,713627,8730
X,1552260980,710507,9496
X,1552260980,712650,6161
X,1552260981,710791,8016
X,1552260982,713471,11669
X,1552260982,712669,8599
X,1552260983,713991,6840
X,1552260983,713377,5215
X,1552260984,711810,4106
X,1552260984,711573,3258
X,1552260985,710755,7557
X,1552260986,711139,3961
X,1552260986,711866,9737
X,1552260987,712448,11413
X,1552260987,712810,5550
X,1552260988,713773,4350
X,1552260988,713072,4537
X,1552260989,713332,12585
X,1552260990,711529,8718
X,1552260990,713418,5932
X,1552260991,712154,3859
X,1552260991,712929,5329
X,1552260992,714959,2923
X,1552260992,715362,2983
X,1552260993,714253,5155
X,1552260994,714787,5511
X,1552260994,715336,3350
X,1552260995,715094,4019
X,1552260995,714814,2482
P,1552260996,5161
X,1552260996,714204,5404
X,1552260996,715003,9163
X,1552260997,712762,7480
X,1552260997,713686,4859
X,1552260998,713911,4631
X,1552260999,713637,3358
X,1552260999,714642,5089
X,1552261000,714439,5566
X,1552261000,714455,2036
X,1552261001,715233,2254
X,1552261001,716157,1574
X,1552261002,714705,3936
X,1552261003,714110,3210
