H,1549765448,311106
P,1549765448,5115
P,1549765477,5115
P,1549765506,5115
P,1549765535,5113
P,1549765565,5116
P,1549765595,5114
P,1549765624,5114
P,1549765654,5114
P,1549765683,5114
P,1549765712,5113
P,1549765741,5115
P,1549765771,5113
P,1549765800,5114
P,1549765829,5115
P,1549765859,5114
P,1549765889,5113
P,1549765918,5114
P,1549765947,5114
P,1549765977,5115
P,1549766006,5115
P,1549766035,5114
P,1549766065,5114
P,1549766094,5114
P,1549766123,5115
P,1549766152,5114
P,1549766183,5114
P,1549766212,5114
P,1549766241,5115
P,1549766271,5115
P,1549766301,5114
P,1549766330,5114
P,1549766359,5114
P,1549766389,5116
P,1549766418,5114
P,1549766447,5115
P,1549766477,5114
P,1549766507,5113
P,1549766536,5114
P,1549766565,5114
P,1549766595,5115
P,1549766624,5115
P,1549766653,5114
P,1549766682,5114
P,1549766712,5115
P,1549766741,5115
P,1549766771,5113
P,1549766801,5115
P,1549766830,5114
P,1549766859,5114
P,1549766888,5115
P,1549766918,5114
P,1549766947,5114
P,1549766976,5115
P,1549767006,5115
P,1549767035,5115
P,1549767065,5115
P,1549767094,5116
P,1549767124,5113
P,1549767153,5115
O,1549767159,305396,2407
O,1549767160,305716,290
O,1549767160,306006,359
O,1549767161,306122,106
O,1549767162,306004,471
O,1549767162,306011,178
O,1549767163,305809,229
O,1549767163,305777,147
O,1549767164,305782,262
O,1549767164,305675,351
O,1549767165,305843,557
O,1549767166,306106,142
O,1549767166,306418,384
O,1549767167,306609,137
O,1549767167,306431,390
O,1549767168,306036,132
O,1549767168,305971,173
O,1549767169,306140,379
O,1549767170,306195,305
O,1549767170,306331,110
O,1549767171,306443,251
O,1549767171,306344,503
O,1549767172,305757,496
O,1549767172,305431,200
O,1549767173,305847,503
O,1549767173,306484,351
O,1549767174,306385,733
O,1549767174,306082,465
O,1549767174,306106,543
O,1549767175,305955,185
O,1549767175,306085,291
O,1549767176,306059,364
O,1549767176,306174,346
O,1549767177,306371,186
O,1549767178,306145,323
O,1549767178,306022,219
O,1549767179,306464,574
O,1549767179,306753,478
O,1549767180,307066,765
O,1549767180,306223,346
O,1549767181,306185,193
O,1549767182,306187,276
P,1549767182,5106
O,1549767182,306288,799
O,1549767183,307038,469
O,1549767183,306822,212
O,1549767184,305327,2009
O,1549767184,305740,650
O,1549767185,305081,456
O,1549767185,304864,1325
O,1549767186,305080,1005
O,1549767187,305392,197
O,1549767187,305375,308
O,1549767188,305432,350
O,1549767188,305775,147
O,1549767189,305566,212
O,1549767189,305107,620
O,1549767190,305197,304
O,1549767191,305449,684
O,1549767191,305827,327
O,1549767192,305481,526
O,1549767192,305899,740
O,1549767193,305803,1231
O,1549767193,304759,986
O,1549767194,305556,790
O,1549767195,304408,1654
O,1549767195,305463,1167
O,1549767196,305237,851
O,1549767196,304413,855
O,1549767197,304692,1637
O,1549767197,305413,2113
O,1549767198,305404,750
O,1549767199,305229,596
O,1549767199,305835,486
O,1549767200,305476,289
O,1549767200,305664,374
O,1549767201,305802,416
O,1549767201,305881,362
O,1549767202,305734,461
O,1549767202,305646,418
O,1549767203,305985,430
O,1549767204,306362,80
O,1549767204,306040,330
O,1549767205,306112,393
O,1549767205,306054,275
O,1549767206,305869,146
O,1549767206,305738,651
O,1549767207,306351,986
O,1549767208,305243,2006
O,1549767208,305309,904
O,1549767209,304702,867
O,1549767209,304587,1115
O,1549767210,305223,1064
O,1549767210,305186,583
O,1549767211,305168,582
O,1549767212,305421,411
P,1549767212,5106
O,1549767212,305633,313
O,1549767213,305519,503
O,1549767213,305880,550
O,1549767214,305987,257
O,1549767214,306088,355
O,1549767215,306330,263
T,1549767215,2780
P,1549767241,5113
P,1549767270,5112
P,1549767299,5113
P,1549767329,5114
P,1549767359,5112
P,1549767388,5113
P,1549767418,5114
P,1549767447,5113
P,1549767476,5113
P,1549767505,5114
P,1549767535,5114
P,1549767564,5114
P,1549767593,5115
P,1549767623,5115
P,1549767653,5115
P,1549767682,5114
P,1549767711,5114
P,1549767741,5113
P,1549767770,5113
P,1549767799,5113
P,1549767829,5113
P,1549767858,5115
P,1549767887,5113
P,1549767916,5113
P,1549767947,5114
P,1549767976,5112
P,1549768005,5114
P,1549768035,5112
P,1549768064,5114
P,1549768093,5115
P,1549768122,5113
P,1549768152,5115
P,1549768181,5115
P,1549768210,5114
P,1549768240,5113
P,1549768270,5113
P,1549768299,5115
P,1549768328,5113
P,1549768358,5113
P,1549768387,5113
