H,1554222012,306256
X,1554222012,591589,8957
X,1554222012,594670,4716
X,1554222013,597263,1778
X,1554222014,594838,5086
X,1554222014,596326,3939
X,1554222015,597814,2883
X,1554222015,597881,1591
X,1554222016,597895,1453
X,1554222016,598043,1245
X,1554222017,598587,1932
X,1554222018,598974,1850
X,1554222018,599339,1762
X,1554222019,598954,1077
X,1554222019,599055,1169
X,1554222020,599023,2015
X,1554222020,598773,626
X,1554222021,598915,2495
X,1554222022,598944,1176
X,1554222022,598605,1640
X,1554222023,598514,859
X,1554222023,598166,1822
X,1554222024,598251,1731
X,1554222024,598616,1180
X,1554222024,598438,1354
X,1554222025,598267,2076
X,1554222025,598572,981
X,1554222026,598979,1001
X,1554222026,599098,2016
X,1554222027,598986,1484
X,1554222027,597989,1028
X,1554222028,597966,2086
X,1554222028,596134,1841
X,1554222029,595200,3046
X,1554222030,596629,3740
X,1554222030,596563,3360
X,1554222031,596127,3538
X,1554222031,596648,2254
X,1554222032,596199,1773
X,1554222032,597130,1906
X,1554222033,598019,1264
X,1554222034,598108,1293
X,1554222034,598361,1130
X,1554222035,597770,1759
X,1554222035,598671,1677
P,1554222036,5124
X,1554222036,599696,1505
X,1554222036,600230,1084
X,1554222037,599890,2701
X,1554222038,600485,1335
X,1554222038,600302,2019
X,1554222039,599531,1779
X,1554222039,599479,7986
X,1554222040,598177,2577
X,1554222040,597256,2055
X,1554222041,597236,4308
X,1554222042,597347,3230
X,1554222042,598045,2685
X,1554222043,597685,1448
X,1554222043,596738,1937
X,1554222044,597204,1655
X,1554222044,597104,1383
X,1554222045,597212,548
X,1554222045,596939,1250
X,1554222046,597455,1543
X,1554222047,597645,1597
X,1554222047,598855,1254
X,1554222048,598825,3186
X,1554222048,598882,906
X,1554222049,598396,1250
X,1554222049,598094,1928
X,1554222050,598631,1725
X,1554222051,598966,616
X,1554222051,599093,2426
X,1554222052,599041,1219
X,1554222052,598516,936
X,1554222053,598312,1173
X,1554222053,598327,1451
X,1554222054,597868,868
X,1554222055,597263,1621
X,1554222055,598353,2436
X,1554222056,598676,1234
X,1554222056,598330,1941
X,1554222057,598769,1378
X,1554222057,599436,864
X,1554222058,599304,1254
X,1554222059,598766,1139
X,1554222059,598345,815
X,1554222060,598480,1545
X,1554222060,598673,1305
X,1554222061,599111,1797
X,1554222061,599956,1354
X,1554222062,600320,1431
X,1554222063,600523,1475
X,1554222063,601562,983
X,1554222064,602622,2087
X,1554222064,602474,2313
X,1554222065,600586,2276
X,1554222065,600595,1762
P,1554222065,5124
X,1554222065,600298,2008
X,1554222065,600823,2405
X,1554222066,600602,1568
X,1554222067,599858,1077
X,1554222067,599652,759
A,1554222067,598525,5645
T,1554222067,2914
U,1554222068,0
X,1554222069,599078,913
X,1554222070,598635,1542
X,1554222070,598577,1214
X,1554222071,598460,1354
X,1554222071,597421,2071
X,1554222072,598023,1123
X,1554222073,598243,1775
X,1554222073,597953,1120
X,1554222074,597234,5282
X,1554222074,598608,2074
X,1554222075,599837,1380
X,1554222075,599299,1233
X,1554222076,599212,1099
X,1554222077,599490,1120
X,1554222077,600489,1439
X,1554222078,600735,771
X,1554222078,600484,1002
X,1554222079,601755,1818
X,1554222079,601904,1206
X,1554222080,600620,2297
X,1554222080,600297,2223
X,1554222081,602423,2679
X,1554222082,600653,1432
X,1554222082,599827,2622
X,1554222083,599906,1230
X,1554222083,599463,1890
X,1554222084,598690,1868
X,1554222084,598014,1383
X,1554222085,597293,1247
X,1554222086,596575,2388
X,1554222086,598210,1648
X,1554222087,599184,1345
X,1554222087,599507,3504
X,1554222088,599132,3322
X,1554222088,598638,2118
X,1554222089,598659,1845
X,1554222090,597661,1920
X,1554222090,597774,1983
X,1554222091,595980,2630
X,1554222091,596572,1964
X,1554222092,597737,2175
X,1554222092,598561,985
X,1554222093,598405,1146
X,1554222094,598958,1148
X,1554222094,599313,1225
X,1554222095,599422,1163
P,1554222095,5126
X,1554222095,599554,1651
X,1554222096,599457,540
X,1554222096,599396,1251
X,1554222097,598896,526
X,1554222098,598683,915
X,1554222098,597954,1905
X,1554222099,597589,1358
X,1554222099,598218,1305
X,1554222100,599379,628
X,1554222100,598968,3341
X,1554222101,598834,835
X,1554222101,599204,1311
X,1554222102,599051,830
X,1554222103,598480,870
X,1554222103,598552,1655
X,1554222104,598896,2955
X,1554222104,598827,1327
