H,1552086784,306256
P,1552086784,5159
X,1552086785,683827,1563
X,1552086785,683669,2544
X,1552086786,683955,3249
X,1552086786,683833,1194
X,1552086787,683712,2973
X,1552086788,683623,4433
X,1552086788,684321,13670
X,1552086789,683425,21327
X,1552086789,683757,1996
X,1552086790,684058,14934
X,1552086790,684333,22172
X,1552086791,683572,3201
X,1552086791,683505,10209
X,1552086792,683842,4848
X,1552086793,684540,22793
X,1552086793,682133,31763
X,1552086794,686237,29743
X,1552086794,683854,2264
X,1552086795,683452,19121
X,1552086795,683547,29670
X,1552086796,682953,21801
X,1552086797,683686,28785
X,1552086797,683831,5636
X,1552086798,683843,7204
X,1552086798,683923,2737
X,1552086799,684075,5590
X,1552086799,683633,8073
X,1552086800,683823,1031
X,1552086801,683758,627
X,1552086801,684140,8287
X,1552086802,684153,16030
X,1552086802,683827,16027
X,1552086803,683037,13743
X,1552086803,683768,15650
X,1552086804,683558,24420
X,1552086805,683715,6056
X,1552086805,683523,11629
X,1552086806,683696,1471
X,1552086806,683829,12637
X,1552086807,684172,27672
X,1552086807,684433,27718
X,1552086808,681608,34765
X,1552086809,685613,42867
X,1552086809,684138,31134
X,1552086810,683096,33935
X,1552086810,682811,13635
X,1552086811,683955,30304
X,1552086811,684366,22552
X,1552086812,683268,25719
X,1552086812,683523,10173
X,1552086813,684883,11770
X,1552086814,686169,46540
X,1552086814,682506,12919
P,1552086814,5158
X,1552086815,681754,18795
X,1552086815,684068,5441
X,1552086816,683708,8567
X,1552086816,683899,654
X,1552086817,683971,1304
X,1552086818,683948,1672
X,1552086818,683787,3677
X,1552086819,684756,49161
X,1552086819,680501,58038
X,1552086820,684512,45276
X,1552086820,684730,11048
X,1552086821,683961,10808
X,1552086822,683903,11606
X,1552086822,684584,5803
X,1552086823,683031,9474
X,1552086823,684034,1490
X,1552086824,683891,29795
X,1552086824,683598,6514
X,1552086825,683904,1880
X,1552086825,683485,13759
X,1552086825,684810,28974
X,1552086826,684075,24194
X,1552086826,684334,17479
X,1552086827,684640,22548
X,1552086827,684047,8021
X,1552086828,684370,7623
X,1552086828,683783,2773
X,1552086829,683982,34750
X,1552086830,683708,14928
X,1552086830,683690,1200
X,1552086831,684892,23845
X,1552086831,684008,9634
X,1552086832,683760,11761
X,1552086832,684234,11148
X,1552086833,684047,21003
X,1552086834,683681,2922
X,1552086834,683655,2009
X,1552086835,684753,16280
X,1552086835,683845,2120
X,1552086836,684168,24057
X,1552086836,683654,2651
X,1552086837,683483,25592
X,1552086838,683452,15331
X,1552086838,684520,25037
X,1552086839,684101,29820
X,1552086839,684010,32158
X,1552086840,683496,20990
X,1552086840,684402,9057
X,1552086841,683915,15240
X,1552086842,684040,21429
X,1552086842,683945,4187
X,1552086843,684053,12157
X,1552086843,682961,21977
P,1552086843,5158
X,1552086844,683500,47595
X,1552086844,683318,26624
X,1552086845,683397,25508
X,1552086845,684095,24099
X,1552086846,683762,5118
X,1552086847,684117,35128
X,1552086847,683827,4999
X,1552086848,683644,1861
X,1552086848,684070,8980
X,1552086849,683912,8023
X,1552086849,684095,26242
X,1552086850,683839,1972
X,1552086851,683840,2679
X,1552086851,682800,7173
X,1552086852,684879,16463
X,1552086852,684208,17308
X,1552086853,683401,4020
X,1552086853,683525,15267
X,1552086854,684342,24203
X,1552086855,683953,4134
X,1552086855,683596,13873
X,1552086856,683681,1204
X,1552086856,683890,1456
X,1552086857,683647,11526
X,1552086857,683837,1208
X,1552086858,683841,1121
X,1552086859,683667,2093
X,1552086859,684022,1108
X,1552086860,683816,1914
X,1552086860,683827,1123
X,1552086861,683808,781
X,1552086861,683358,6845
X,1552086862,683059,27967
X,1552086863,684506,36631
X,1552086863,684051,26973
X,1552086864,684230,31870
X,1552086864,683033,25370
X,1552086865,683837,9562
X,1552086865,683630,5062
X,1552086866,684164,16820
X,1552086866,683758,16278
X,1552086866,683413,49725
X,1552086867,685011,18971
X,1552086867,684403,18200
X,1552086868,684932,15491
X,1552086868,684051,15754
X,1552086869,684164,9254
X,1552086869,683144,26972
X,1552086870,684583,13563
X,1552086871,685032,16759
X,1552086871,684283,25296
X,1552086872,683251,7813
X,1552086872,684571,9547
P,1552086873,5159
X,1552086873,684150,15590
X,1552086873,683751,3097
X,1552086874,683894,10472
X,1552086875,683240,16768
X,1552086875,683827,6930
X,1552086876,684082,3683
X,1552086876,683852,15652
X,1552086877,683631,20245
X,1552086877,684318,25738
