H,1554050877,306256
D,1554050877,357376
D,1554050879,361984
P,1554050881,5127
D,1554050882,358144
D,1554050884,356864
D,1554050886,356608
D,1554050888,357376
D,1554050890,358144
D,1554050892,357632
D,1554050894,359936
D,1554050896,356864
D,1554050898,355840
D,1554050900,354816
D,1554050903,354816
D,1554050905,357120
D,1554050907,358912
D,1554050909,360960
P,1554050910,5137
D,1554050911,359424
D,1554050914,359168
D,1554050916,356864
D,1554050918,357888
D,1554050920,358912
D,1554050922,363264
D,1554050925,353792
D,1554050927,357120
D,1554050929,356608
D,1554050931,358656
D,1554050932,357120
R,1554050933,000000000
X,1554050934,547673,6555
X,1554050935,548255,2406
X,1554050935,548584,1706
X,1554050936,548722,1693
X,1554050936,548913,2190
X,1554050937,548617,2019
X,1554050938,547806,3485
X,1554050938,546369,5507
X,1554050939,547402,5043
P,1554050939,5129
X,1554050939,547628,3210
X,1554050940,546286,8988
X,1554050940,548589,9855
X,1554050941,549436,5220
X,1554050942,550801,30465
X,1554050942,551737,22155
X,1554050943,555281,20499
X,1554050943,553122,11476
X,1554050944,552836,4725
X,1554050944,553178,8281
X,1554050945,551549,3325
X,1554050946,550766,5183
X,1554050946,552477,14666
X,1554050947,554707,13875
X,1554050947,551334,9610
X,1554050948,550440,7590
X,1554050948,550967,2270
X,1554050949,550031,2148
X,1554050950,550531,1186
X,1554050950,550239,1470
X,1554050951,550305,2572
X,1554050951,549434,2150
X,1554050952,550670,3464
X,1554050952,550854,6554
X,1554050953,549259,13345
X,1554050953,550673,16190
X,1554050954,550889,5021
X,1554050955,550147,4343
X,1554050955,549070,19475
X,1554050956,549799,16214
X,1554050956,550475,5476
X,1554050957,549893,2497
X,1554050957,550085,18491
X,1554050958,549817,3228
X,1554050959,548789,1977
X,1554050959,549834,1350
X,1554050960,549156,1097
X,1554050960,547754,2173
X,1554050961,547637,1557
X,1554050961,548239,3524
X,1554050962,548797,4923
X,1554050963,547999,2061
X,1554050963,549877,1819
X,1554050964,549997,1784
X,1554050964,550376,1317
X,1554050965,550892,2683
X,1554050965,551357,1940
X,1554050966,551277,1497
X,1554050967,551669,2626
X,1554050967,553022,2961
X,1554050968,553581,6742
X,1554050968,551949,10476
X,1554050969,551107,5127
P,1554050969,5129
X,1554050969,553236,9487
X,1554050970,552136,2783
X,1554050971,550267,3799
X,1554050971,549830,1458
X,1554050972,549553,1109
X,1554050972,549925,1459
X,1554050973,550094,6806
X,1554050973,550301,1049
X,1554050973,550673,1248
X,1554050973,550355,2157
X,1554050974,549389,1490
X,1554050975,548050,3058
X,1554050975,549166,1910
X,1554050976,548749,2138
X,1554050976,548539,3156
X,1554050977,548424,3436
X,1554050977,546692,4499
X,1554050978,548895,2773
X,1554050979,549619,1940
X,1554050979,549703,1413
X,1554050980,548552,2805
X,1554050980,547082,4808
X,1554050981,546441,2598
X,1554050981,549305,2041
X,1554050982,550042,2635
X,1554050983,549928,2552
X,1554050983,549836,587
X,1554050984,549389,1486
X,1554050984,550630,2434
X,1554050985,556625,18506
X,1554050985,564559,21699
X,1554050986,551383,5737
X,1554050987,551204,1872
X,1554050987,553177,5613
X,1554050988,552916,7501
X,1554050988,556993,9401
X,1554050989,553504,3259
X,1554050989,551813,2678
X,1554050990,550922,1989
X,1554050990,551087,1887
X,1554050991,550584,2230
X,1554050992,550636,2132
X,1554050992,551424,1844
X,1554050993,549492,4529
X,1554050993,544630,10307
X,1554050994,547785,4450
X,1554050994,550197,4736
X,1554050995,550937,2735
X,1554050996,550643,2021
X,1554050996,550219,590
X,1554050997,549763,1423
X,1554050997,550198,804
X,1554050998,550181,3409
P,1554050998,5132
X,1554050998,550262,917
X,1554050999,550067,777
X,1554051000,549844,395
X,1554051000,549579,1052
X,1554051001,549141,9677
X,1554051001,549516,16171
X,1554051002,546246,22451
X,1554051002,548373,11121
X,1554051003,548431,4822
X,1554051004,547944,45662
X,1554051004,547839,9575
X,1554051005,548676,34235
X,1554051005,548347,7130
X,1554051006,547966,5174
X,1554051006,547828,27718
X,1554051007,547905,10336
X,1554051008,548183,23233
X,1554051008,548100,14618
X,1554051009,547467,4831
X,1554051009,547293,10984
X,1554051010,548364,23781
X,1554051010,549323,10433
X,1554051011,552752,21242
X,1554051011,551812,4308
X,1554051012,551966,4794
X,1554051013,551429,21769
X,1554051013,550967,21445
X,1554051014,546601,6824
X,1554051014,546320,6157
X,1554051014,549301,6302
X,1554051014,549930,5748
X,1554051015,549527,5458
