H,1552448838,306256
X,1552448838,704734,2455
X,1552448839,704781,1117
X,1552448839,704972,826
X,1552448840,704965,746
X,1552448840,704851,728
X,1552448841,704983,2315
X,1552448841,705021,753
A,1552448841,704753,512
T,1552448842,2782
U,1552448842,64508
X,1552448843,705107,1648
X,1552448844,705066,504
X,1552448845,705017,477
P,1552448845,5125
X,1552448845,705101,1196
X,1552448846,705035,2288
X,1552448846,705060,872
X,1552448847,705010,905
X,1552448847,704876,923
X,1552448848,705009,868
X,1552448848,704933,3145
X,1552448849,704738,510
X,1552448850,704766,681
X,1552448850,704743,942
X,1552448851,704674,1335
X,1552448851,704718,979
X,1552448852,704851,794
X,1552448852,704702,664
X,1552448853,704951,746
X,1552448854,704904,1858
X,1552448854,704899,785
X,1552448855,704825,568
X,1552448855,704788,932
X,1552448856,704683,1842
X,1552448856,704785,887
X,1552448856,704839,814
X,1552448857,704767,789
X,1552448857,705031,1252
X,1552448858,704886,3389
X,1552448858,705019,1011
X,1552448859,705010,664
A,1552448859,704871,364
T,1552448859,2782
U,1552448859,64508
X,1552448861,705023,845
X,1552448861,704880,810
X,1552448862,704498,21839
X,1552448862,704968,2906
X,1552448863,705050,1060
X,1552448864,704939,1119
X,1552448864,705110,1326
X,1552448865,704992,1721
X,1552448865,704979,1229
X,1552448866,704940,777
X,1552448866,705001,1366
X,1552448867,704938,2648
X,1552448868,704889,986
X,1552448868,704898,625
X,1552448869,704663,1400
X,1552448869,704765,1444
X,1552448870,704800,988
X,1552448870,704938,752
X,1552448871,704803,1038
X,1552448872,704871,909
X,1552448872,704956,1370
X,1552448873,704932,733
X,1552448873,704970,851
X,1552448874,704952,1340
P,1552448874,5137
X,1552448874,704947,2018
X,1552448875,704980,1046
X,1552448876,704945,549
X,1552448876,704818,621
X,1552448877,704838,882
X,1552448877,704933,802
X,1552448878,704975,813
X,1552448878,704959,939
X,1552448879,705029,1055
X,1552448879,704860,3216
X,1552448880,705138,3782
X,1552448881,705015,789
X,1552448881,704999,1546
X,1552448882,705003,1659
X,1552448882,705082,614
X,1552448883,705076,1103
X,1552448883,704983,1076
X,1552448884,704984,965
X,1552448885,705145,1785
X,1552448885,703342,22741
X,1552448886,704775,682
A,1552448886,704923,307
T,1552448886,2782
U,1552448886,64508
X,1552448888,704712,730
X,1552448888,704642,1338
X,1552448889,704718,1258
X,1552448890,704569,1804
X,1552448890,704559,1048
X,1552448891,704512,712
X,1552448891,704591,1276
X,1552448892,704651,1288
X,1552448892,704678,947
X,1552448893,704783,825
X,1552448894,704724,1078
X,1552448894,704666,2633
X,1552448895,705033,2204
X,1552448895,704613,1619
X,1552448896,704553,584
X,1552448896,704534,674
X,1552448897,704765,548
X,1552448897,704776,1500
X,1552448897,704820,594
X,1552448898,704802,453
X,1552448898,704528,2725
X,1552448899,704533,2095
X,1552448899,704710,1264
X,1552448900,704750,927
X,1552448901,704771,1002
X,1552448901,704874,1415
X,1552448902,704928,1642
X,1552448902,704745,870
X,1552448903,704761,750
P,1552448903,5139
X,1552448903,704564,1062
X,1552448904,704631,2076
X,1552448904,704506,700
X,1552448905,704396,786
X,1552448906,704532,1334
X,1552448906,704489,1296
X,1552448907,704392,1227
X,1552448907,704425,782
X,1552448908,704477,1270
X,1552448908,704611,974
X,1552448909,704533,1052
X,1552448910,704358,935
X,1552448910,704349,834
X,1552448911,704360,800
X,1552448911,704271,1196
X,1552448912,704277,610
A,1552448912,704584,543
T,1552448912,2782
U,1552448912,64508
X,1552448914,704084,889
X,1552448914,704081,845
X,1552448915,704303,664
X,1552448916,704577,1084
X,1552448916,704696,4475
X,1552448917,705041,4540
X,1552448917,704792,1017
X,1552448918,704720,1150
X,1552448918,704842,860
X,1552448919,704865,1031
X,1552448919,704854,630
X,1552448920,704960,515
X,1552448921,704904,890
X,1552448921,704800,1507
X,1552448922,704968,829
X,1552448922,704951,872
X,1552448923,704921,5811
X,1552448923,704712,4665
X,1552448924,704660,2766
X,1552448925,704768,1740
X,1552448925,705156,26774
X,1552448926,704511,2786
X,1552448926,704554,1031
X,1552448927,704443,781
X,1552448927,704562,1695
X,1552448928,704505,703
X,1552448929,704468,985
X,1552448929,704457,597
X,1552448930,704736,1205
X,1552448930,704785,1455
X,1552448931,704626,716
