H,1564977944,266219
D,1564977944,421120
D,1564977946,424192
D,1564977947,434944
D,1564977950,427008
D,1564977952,423680
D,1564977954,419328
D,1564977956,426240
D,1564977958,430848
D,1564977961,423424
P,1564977962,5119
D,1564977963,420608
D,1564977965,424192
D,1564977967,426752
D,1564977969,428544
R,1564977970,000000000
X,1564977971,645246,47392
X,1564977972,644314,20829
X,1564977972,646073,44951
X,1564977973,645860,38847
X,1564977974,646395,13815
X,1564977974,645162,10205
X,1564977975,645891,7315
X,1564977975,647941,17048
X,1564977976,646085,31878
X,1564977976,641842,35982
X,1564977977,641282,32269
X,1564977978,648625,27952
X,1564977978,648334,14040
X,1564977979,643907,11460
X,1564977979,642106,34487
X,1564977980,645591,42998
X,1564977980,652841,54764
X,1564977981,646914,28561
X,1564977981,641301,23128
X,1564977982,643964,29874
X,1564977983,648427,23799
X,1564977983,647816,17878
X,1564977984,644001,16230
X,1564977984,642745,15430
X,1564977985,643092,45448
X,1564977985,648145,20515
X,1564977986,646778,20222
X,1564977987,649615,34111
X,1564977987,645398,28427
X,1564977987,643559,19776
X,1564977987,643960,25399
X,1564977988,646900,12415
X,1564977988,649152,14940
X,1564977989,645698,20218
X,1564977990,644511,7570
X,1564977990,646365,7910
X,1564977991,645453,6734
P,1564977991,5112
X,1564977991,646486,5350
X,1564977992,647922,21369
X,1564977992,646951,30019
X,1564977993,647504,52178
X,1564977994,638499,49703
X,1564977994,647598,17147
X,1564977995,645576,26656
X,1564977995,647371,44091
X,1564977996,647500,33794
X,1564977996,646266,20968
X,1564977997,648070,36825
X,1564977998,647044,33094
X,1564977998,648526,48368
X,1564977999,645515,28336
X,1564977999,646035,28420
X,1564978000,646808,9459
X,1564978000,645625,10079
X,1564978001,644165,24623
X,1564978001,648813,13376
X,1564978002,646315,20687
X,1564978003,644938,20256
X,1564978003,644833,9477
X,1564978004,645209,11616
X,1564978004,648018,17132
X,1564978005,645542,24572
X,1564978005,644467,16686
X,1564978006,644420,17398
X,1564978007,646716,11290
X,1564978007,646649,13158
X,1564978008,644050,7995
X,1564978008,646216,10976
X,1564978009,646910,8971
X,1564978009,644523,12327
X,1564978010,646820,15923
X,1564978011,643691,19752
X,1564978011,647527,20481
X,1564978012,645220,31007
X,1564978012,645715,23570
X,1564978013,647616,39092
X,1564978013,646169,21293
X,1564978014,644343,22255
X,1564978015,646605,15097
X,1564978015,646912,6300
X,1564978016,645338,16546
X,1564978016,644096,15352
X,1564978017,644725,16036
X,1564978017,648892,12325
X,1564978018,644818,9152
X,1564978019,646282,5924
X,1564978019,645730,9028
X,1564978020,646832,9073
X,1564978020,645048,7134
X,1564978021,645408,12197
P,1564978021,5114
X,1564978021,646838,5734
X,1564978022,645713,9258
X,1564978023,645469,8425
X,1564978023,649272,49301
X,1564978024,646102,38363
X,1564978024,645235,18911
X,1564978025,646433,6021
X,1564978025,646515,16532
X,1564978026,647211,10763
X,1564978026,644861,14575
X,1564978027,646102,18135
X,1564978028,647159,16480
X,1564978028,647125,17331
X,1564978029,645801,12695
X,1564978029,645813,13905
X,1564978030,646323,26308
X,1564978030,646701,21921
X,1564978031,646955,14337
X,1564978032,645579,19353
X,1564978032,646826,13194
X,1564978033,646158,10270
X,1564978033,645178,14193
X,1564978034,646909,5232
X,1564978034,646392,4614
X,1564978035,646633,6879
X,1564978036,646771,4097
X,1564978036,646024,2777
X,1564978037,646587,6720
X,1564978037,646442,6350
X,1564978038,646237,5150
X,1564978038,646843,7859
X,1564978039,646457,3401
X,1564978040,646434,3696
X,1564978040,646773,8224
X,1564978041,646402,14175
X,1564978041,645477,7006
X,1564978042,646919,8991
X,1564978042,647140,8923
X,1564978043,645780,8662
X,1564978044,646578,4984
X,1564978044,646143,6301
X,1564978045,646092,6612
X,1564978045,645733,8638
X,1564978046,646687,7431
X,1564978046,646398,5372
X,1564978047,645863,7579
X,1564978048,646059,4540
X,1564978048,646190,4176
X,1564978049,646049,6744
X,1564978049,646277,2248
X,1564978050,645501,9220
X,1564978050,646136,12798
X,1564978051,645937,11776
P,1564978051,5115
X,1564978051,644989,9136
X,1564978052,648659,9193
X,1564978053,644751,21534
X,1564978053,645664,7428
X,1564978054,646548,9666
X,1564978054,646057,12284
X,1564978055,646496,6838
X,1564978055,646123,23934
X,1564978056,646817,13832
X,1564978057,646252,10551
X,1564978057,645913,7484
X,1564978058,646136,5169
X,1564978058,645971,7612
X,1564978059,646596,9838
