H,1559593195,272815
T,1559593195,2935
U,1559593195,0
X,1559593196,609860,958
X,1559593197,610174,1073
X,1559593198,610240,1126
X,1559593198,610114,1157
X,1559593199,609972,1433
X,1559593199,610447,1919
X,1559593200,609118,3353
X,1559593200,608256,1383
X,1559593201,607995,2759
X,1559593202,607836,3865
X,1559593202,608494,2700
X,1559593203,607755,2826
X,1559593203,609969,2467
X,1559593204,609554,2029
X,1559593204,609235,1983
X,1559593204,610475,1010
X,1559593204,610937,2083
X,1559593205,610092,1297
X,1559593206,610429,1216
X,1559593206,610125,1650
X,1559593207,609282,3201
X,1559593207,604496,10755
X,1559593208,603468,4938
P,1559593208,5106
X,1559593208,605706,5696
X,1559593209,607096,11024
X,1559593210,608506,4509
X,1559593210,608830,864
X,1559593211,608954,1896
X,1559593211,608736,1936
X,1559593212,608442,2450
X,1559593212,608225,2485
X,1559593213,607764,1803
X,1559593214,609379,2281
X,1559593214,609600,1032
X,1559593215,609450,1003
X,1559593215,607257,4351
X,1559593216,608564,1690
X,1559593216,609440,8388
X,1559593217,609516,5429
X,1559593218,610133,1157
X,1559593218,609313,2090
X,1559593219,608087,2348
X,1559593219,609599,3469
X,1559593220,608783,2171
X,1559593220,607645,3079
X,1559593221,607406,2737
X,1559593222,607619,3689
X,1559593222,608304,1289
X,1559593223,607855,1186
X,1559593223,608535,3103
X,1559593224,609251,1452
X,1559593224,608284,977
X,1559593225,608876,1267
X,1559593225,608775,1233
X,1559593226,608604,743
X,1559593227,608517,2116
X,1559593227,608492,913
X,1559593228,608990,1839
X,1559593228,608702,827
X,1559593229,608928,735
X,1559593229,609329,1680
X,1559593230,609115,2805
X,1559593231,608217,32159
X,1559593231,607913,11412
X,1559593232,608217,6204
X,1559593232,608968,4098
X,1559593233,607516,11152
X,1559593233,606908,5008
X,1559593234,608174,2950
X,1559593235,607665,2636
X,1559593235,608910,1059
X,1559593236,609548,1137
X,1559593236,609564,1103
X,1559593237,609364,858
X,1559593237,609155,1176
X,1559593238,609465,1710
P,1559593238,5106
X,1559593239,608741,1654
X,1559593239,608572,1485
X,1559593240,608192,2441
X,1559593240,608103,3825
X,1559593241,609535,2141
X,1559593241,608885,1329
X,1559593242,608154,1894
X,1559593243,609032,1993
X,1559593243,609245,992
X,1559593244,609510,1066
X,1559593244,609602,1121
X,1559593245,609604,852
X,1559593245,609421,1099
X,1559593245,609342,1349
X,1559593246,609273,912
X,1559593246,608883,1741
X,1559593247,607976,8440
X,1559593247,608124,3273
X,1559593248,609367,1822
X,1559593248,608793,1174
X,1559593249,608908,1453
X,1559593249,609517,1374
X,1559593250,609357,3410
X,1559593251,604891,9291
X,1559593251,606826,2322
X,1559593252,608740,1600
X,1559593252,608552,1907
X,1559593253,607906,6166
X,1559593253,606364,6150
X,1559593254,605031,4480
X,1559593255,606017,2824
X,1559593255,607717,2754
X,1559593256,608427,1080
X,1559593256,608881,913
X,1559593257,609046,713
X,1559593257,608825,1960
X,1559593258,608328,1656
X,1559593259,605970,4023
X,1559593259,603467,8971
X,1559593260,604771,10629
X,1559593260,606563,5834
X,1559593261,604382,5085
X,1559593261,605901,13279
X,1559593262,607581,4838
X,1559593263,606833,7480
X,1559593263,608383,4491
X,1559593264,608334,1766
X,1559593264,607585,2836
X,1559593265,607533,1740
X,1559593265,608128,1556
X,1559593266,608857,840
X,1559593267,609082,1023
X,1559593267,608858,1285
P,1559593267,5105
X,1559593268,608796,5277
X,1559593268,608250,1925
X,1559593269,606790,3155
X,1559593269,604674,4474
X,1559593270,604870,3462
X,1559593271,605551,3301
X,1559593271,603644,4482
X,1559593272,605357,7976
X,1559593272,609511,5588
X,1559593273,606998,6056
X,1559593273,602090,16561
X,1559593274,603035,3965
X,1559593274,605709,2618
X,1559593275,606247,1593
X,1559593276,607439,2223
X,1559593276,607596,1692
X,1559593277,607911,1534
X,1559593277,608379,1225
X,1559593278,608052,1457
X,1559593278,607854,879
X,1559593279,608352,1448
X,1559593280,609069,1086
X,1559593280,608238,2089
X,1559593281,607849,1304
X,1559593281,608573,1443
X,1559593282,608411,958
X,1559593282,608718,484
X,1559593283,608524,609
X,1559593284,608004,5619
X,1559593284,608487,1714
X,1559593285,608416,1540
X,1559593285,608380,2330
X,1559593286,607278,3525
X,1559593286,606861,5975
X,1559593286,604561,4554
X,1559593287,601003,12985
X,1559593287,606099,5562
X,1559593288,606717,7246
