H,1559664000,272815
U,1559664000,0
E,1559664000,1
P,1559664000,5138
D,1559664001,179968
D,1559664003,179968
D,1559664006,180736
D,1559664008,180480
D,1559664010,180480
D,1559664012,179712
D,1559664014,180480
D,1559664017,180992
D,1559664019,180480
D,1559664021,180224
D,1559664023,179712
D,1559664024,179712
D,1559664027,180224
D,1559664029,180480
P,1559664029,5137
D,1559664031,180480
D,1559664033,180224
R,1559664033,000000000
X,1559664035,276210,5108
X,1559664036,277499,190
X,1559664036,277585,192
X,1559664037,277932,344
X,1559664037,277872,396
X,1559664038,277793,561
X,1559664038,278136,219
X,1559664039,277449,1136
X,1559664040,277520,561
X,1559664040,277985,507
X,1559664041,277495,918
O,1559664041,277610,1648
O,1559664042,277809,528
O,1559664042,277845,606
O,1559664043,277651,1019
O,1559664044,277492,1392
O,1559664044,277485,1684
O,1559664045,276344,1244
O,1559664045,277907,829
O,1559664046,276603,2094
O,1559664046,277032,2033
O,1559664047,277368,643
O,1559664048,277809,447
O,1559664048,278466,559
O,1559664049,278205,522
O,1559664049,277628,545
O,1559664050,277405,836
O,1559664050,277776,263
O,1559664051,277889,579
O,1559664052,278478,427
O,1559664052,278446,336
O,1559664053,277769,1282
O,1559664053,277953,573
O,1559664054,278298,241
O,1559664054,278478,281
O,1559664055,278462,344
O,1559664056,278549,341
O,1559664056,278725,217
O,1559664057,278555,539
O,1559664057,278261,362
O,1559664058,278153,532
O,1559664058,278307,442
O,1559664059,278729,180
P,1559664059,5128
O,1559664059,278808,159
O,1559664060,278809,181
O,1559664061,278930,240
O,1559664061,278866,231
O,1559664062,279028,375
O,1559664062,279229,119
O,1559664063,279122,236
O,1559664063,279151,445
O,1559664064,278754,498
O,1559664064,278892,1116
O,1559664064,278409,1644
O,1559664065,278357,1446
O,1559664065,278985,1228
O,1559664066,279221,775
O,1559664066,278305,1294
O,1559664067,278286,475
O,1559664068,278383,643
O,1559664068,278516,429
O,1559664069,278886,398
O,1559664069,278617,842
O,1559664070,277565,2571
O,1559664070,278865,2760
O,1559664071,276652,1016
O,1559664072,277141,2078
O,1559664072,278055,1048
O,1559664073,277649,1747
O,1559664073,278615,1514
O,1559664074,277655,1011
O,1559664074,278354,485
O,1559664075,277804,989
O,1559664076,278130,396
O,1559664076,278108,1113
O,1559664077,277398,2055
O,1559664077,277735,1692
O,1559664078,278184,1023
O,1559664078,277544,2542
O,1559664079,277463,2166
O,1559664080,277652,1241
O,1559664080,277369,922
O,1559664081,277654,1182
O,1559664081,277551,1631
O,1559664082,277294,2202
O,1559664082,277185,2650
O,1559664083,276060,2354
O,1559664083,276412,2074
O,1559664084,277139,3181
O,1559664085,278692,583
O,1559664085,278119,1814
O,1559664086,277183,1746
O,1559664086,277370,4523
O,1559664087,278220,1203
O,1559664087,278958,1551
O,1559664088,278645,1776
P,1559664088,5130
O,1559664089,279032,592
O,1559664089,278082,1928
O,1559664090,277993,1111
O,1559664090,277867,1154
O,1559664091,277834,2122
T,1559664091,3049
D,1559664092,183296
D,1559664094,183552
D,1559664097,182528
D,1559664099,183808
D,1559664101,183296
D,1559664103,183296
R,1559664103,000000000
X,1559664105,278849,1760
X,1559664105,278961,273
X,1559664105,279012,288
X,1559664106,279129,185
X,1559664106,279183,257
X,1559664107,279138,766
X,1559664107,279262,626
X,1559664108,279198,504
X,1559664109,279153,1867
X,1559664109,279166,377
X,1559664110,279289,111
O,1559664110,279307,300
O,1559664111,279246,202
O,1559664111,279402,423
O,1559664112,279343,256
O,1559664113,279246,218
O,1559664113,279371,274
O,1559664114,279352,639
O,1559664114,279389,609
O,1559664115,279320,806
O,1559664115,279465,555
O,1559664116,279926,513
O,1559664117,279595,520
O,1559664117,279268,1363
P,1559664117,5129
O,1559664118,279112,1307
O,1559664118,279020,906
O,1559664119,278648,1493
O,1559664119,278760,1159
O,1559664120,279219,1871
O,1559664121,279576,1305
O,1559664121,279502,565
O,1559664122,279893,782
O,1559664122,280086,1003
O,1559664123,280159,362
O,1559664123,280265,151
O,1559664124,280318,603
O,1559664125,280411,209
O,1559664125,280566,385
O,1559664126,280049,995
O,1559664126,280477,453
O,1559664127,280450,838
O,1559664127,280403,527
O,1559664128,280596,684
O,1559664128,279800,1721
O,1559664129,279517,658
O,1559664130,279979,562
O,1559664130,280079,396
