H,1559259867,272815
P,1559259867,5134
D,1559259867,139008
D,1559259869,138240
D,1559259872,138752
D,1559259874,139264
D,1559259876,139520
D,1559259878,140032
D,1559259880,140288
D,1559259883,140032
D,1559259885,140032
D,1559259887,140032
D,1559259888,139264
D,1559259890,139264
D,1559259893,138752
D,1559259895,138752
P,1559259896,5134
D,1559259897,139264
D,1559259899,139264
D,1559259901,139776
D,1559259904,140544
D,1559259906,140544
D,1559259908,272384
D,1559259910,332288
D,1559259912,333824
D,1559259915,332288
D,1559259917,331520
D,1559259919,332544
D,1559259921,341504
D,1559259923,342784
D,1559259926,328704
P,1559259926,5034
D,1559259928,332544
D,1559259929,332288
D,1559259931,329216
D,1559259933,232704
R,1559259933,5C00DDFC90
R,1559259934,5C00DDFC90
X,1559259935,256430,3341
X,1559259936,257271,329
X,1559259936,257663,297
X,1559259937,257780,80
X,1559259937,257860,198
X,1559259938,257934,236
X,1559259939,257981,89
X,1559259939,258076,98
X,1559259940,258030,197
X,1559259940,258174,181
X,1559259941,258213,150
O,1559259941,258125,208
O,1559259942,258183,118
O,1559259943,258353,214
O,1559259943,258400,115
O,1559259944,258541,214
O,1559259944,258520,137
O,1559259945,258494,159
O,1559259945,258541,155
O,1559259946,258541,195
O,1559259947,258473,141
O,1559259947,258462,125
O,1559259948,258435,211
O,1559259948,258477,187
O,1559259949,258420,197
O,1559259949,258452,159
O,1559259950,258520,94
O,1559259951,258618,143
O,1559259951,258639,95
O,1559259952,258810,177
O,1559259952,258879,132
O,1559259953,258897,83
O,1559259953,258955,110
O,1559259954,259031,110
O,1559259955,259132,289
P,1559259955,5128
O,1559259955,259301,109
O,1559259956,259226,109
O,1559259956,259229,182
O,1559259957,259345,76
O,1559259957,259386,66
O,1559259958,259363,119
O,1559259959,259444,212
O,1559259959,259506,117
O,1559259960,259453,131
O,1559259960,259423,163
O,1559259961,259572,111
O,1559259961,259630,138
O,1559259962,259568,94
O,1559259962,259560,117
O,1559259963,259558,137
O,1559259964,259525,134
O,1559259964,259614,102
O,1559259965,259622,218
O,1559259965,259574,164
O,1559259966,259536,196
O,1559259966,259572,93
O,1559259967,259585,156
O,1559259968,259548,113
O,1559259968,259514,107
O,1559259969,259684,207
O,1559259969,259652,138
O,1559259970,259599,158
O,1559259970,259577,180
O,1559259970,259480,115
O,1559259971,259534,177
O,1559259971,259526,148
O,1559259972,259454,162
O,1559259972,259480,199
O,1559259973,259619,285
O,1559259973,259629,198
O,1559259974,259715,125
O,1559259975,259787,128
O,1559259975,259819,263
O,1559259976,259520,271
O,1559259976,347283,21096
T,1559259976,2837
D,1559259978,321280
R,1559259978,5C00DDFC90
R,1559259978,5C00DDFC90
R,1559259978,5C00DDFC90
X,1559259979,574067,11494
X,1559259980,575149,3105
X,1559259981,575478,2665
X,1559259981,576077,3345
X,1559259982,575647,1986
X,1559259982,575525,3339
X,1559259983,575450,2624
X,1559259983,575680,2339
P,1559259984,5129
X,1559259984,575265,2803
X,1559259985,575657,4037
X,1559259985,577758,26123
X,1559259986,569348,5472
X,1559259986,577297,1004
X,1559259987,576904,24580
X,1559259987,574802,47854
X,1559259988,576293,31216
X,1559259989,575150,2774
X,1559259989,575434,56173
X,1559259990,574777,5169
X,1559259990,575419,6493
X,1559259991,573760,6314
X,1559259991,573079,38648
X,1559259992,573984,4444
X,1559259992,574276,2599
X,1559259993,574152,1905
X,1559259994,574226,2284
X,1559259994,573960,2600
X,1559259995,574005,13177
X,1559259995,573997,3346
X,1559259996,573274,2605
X,1559259996,572881,1951
X,1559259997,573172,2818
X,1559259998,573904,1917
X,1559259998,574229,2125
X,1559259999,573240,2201
X,1559259999,572911,1173
X,1559260000,572684,10352
X,1559260000,573170,4201
X,1559260001,573210,2855
X,1559260002,573704,2056
X,1559260002,573193,6922
X,1559260003,574284,11515
X,1559260003,574979,2355
X,1559260004,574955,1613
X,1559260004,575015,2406
X,1559260005,575355,1964
X,1559260006,575483,2030
X,1559260006,575334,961
X,1559260007,575207,1022
X,1559260007,575244,1824
X,1559260008,575355,2347
X,1559260008,575286,1360
X,1559260009,575127,1464
X,1559260010,575094,2653
X,1559260010,574090,15901
X,1559260011,574928,21931
X,1559260011,574553,21904
X,1559260011,575082,9188
X,1559260011,572709,41829
X,1559260012,578523,9284
X,1559260013,577419,5252
P,1559260013,5126
X,1559260013,577617,4234
X,1559260014,576416,15280
