H,1563724800,266219
U,1563724800,0
E,1563724800,1
P,1563724800,5278
P,1563724830,5278
P,1563724859,5278
P,1563724888,5279
P,1563724917,5278
P,1563724947,5278
P,1563724976,5278
P,1563725006,5278
P,1563725035,5278
P,1563725065,5277
P,1563725094,5278
P,1563725123,5277
P,1563725153,5277
P,1563725182,5278
P,1563725211,5278
P,1563725240,5279
P,1563725270,5279
P,1563725300,5278
P,1563725329,5279
P,1563725359,5277
P,1563725388,5277
P,1563725417,5279
P,1563725446,5278
P,1563725476,5278
P,1563725505,5279
P,1563725534,5278
P,1563725564,5277
P,1563725594,5279
P,1563725623,5279
P,1563725652,5278
P,1563725682,5277
P,1563725711,5278
P,1563725740,5280
P,1563725770,5278
P,1563725799,5278
P,1563725828,5279
P,1563725857,5280
P,1563725888,5279
P,1563725917,5279
P,1563725946,5278
P,1563725976,5280
P,1563726005,5280
P,1563726034,5279
P,1563726063,5279
P,1563726093,5279
P,1563726122,5278
P,1563726151,5278
P,1563726182,5278
P,1563726211,5278
P,1563726240,5279
P,1563726269,5279
P,1563726299,5277
P,1563726328,5278
P,1563726357,5278
P,1563726387,5279
P,1563726416,5279
O,1563726420,281277,1913
O,1563726420,281428,120
O,1563726421,281487,133
O,1563726421,281484,104
O,1563726422,281459,97
O,1563726422,281450,88
O,1563726423,281451,95
O,1563726424,281427,113
O,1563726424,281428,120
O,1563726425,281414,99
O,1563726425,281598,236
O,1563726426,281510,105
O,1563726426,281538,176
O,1563726427,281456,106
O,1563726428,281464,132
O,1563726428,281486,111
O,1563726429,281516,119
O,1563726429,281534,85
O,1563726429,281512,117
O,1563726429,281503,106
O,1563726430,281483,140
O,1563726430,281446,80
O,1563726431,281465,119
O,1563726432,281420,134
O,1563726432,281369,110
O,1563726433,281401,67
O,1563726433,281415,59
O,1563726434,281436,127
O,1563726434,281423,306
O,1563726435,281451,254
O,1563726436,281470,206
O,1563726436,281508,333
O,1563726437,281537,52
O,1563726437,281539,168
O,1563726438,281519,164
O,1563726438,281480,111
O,1563726439,281511,80
O,1563726440,281498,134
O,1563726440,281484,329
O,1563726441,281443,142
O,1563726441,281436,126
O,1563726442,281461,79
O,1563726442,281463,122
O,1563726443,281479,98
O,1563726444,281507,94
O,1563726444,281504,112
O,1563726445,281496,153
O,1563726445,281509,135
P,1563726445,5271
O,1563726446,281572,135
O,1563726446,281568,151
O,1563726447,281585,102
O,1563726448,281615,128
O,1563726448,281562,225
O,1563726449,281524,179
O,1563726449,281498,126
O,1563726450,281505,205
O,1563726450,281485,190
O,1563726451,281534,126
O,1563726452,281539,124
O,1563726452,281513,290
O,1563726453,281547,257
O,1563726453,281578,223
O,1563726454,281573,246
O,1563726454,281567,115
O,1563726455,281571,169
O,1563726455,281543,137
O,1563726456,281542,101
O,1563726457,281603,134
O,1563726457,281588,140
O,1563726458,281599,360
O,1563726458,281575,235
O,1563726459,281567,139
O,1563726459,281582,98
O,1563726460,281615,128
O,1563726461,281595,108
O,1563726461,281590,106
O,1563726462,281599,135
O,1563726462,281619,131
O,1563726463,281637,116
O,1563726463,281609,99
O,1563726464,281606,102
O,1563726465,281503,120
O,1563726465,281472,106
O,1563726466,281458,99
O,1563726466,281484,223
O,1563726467,281528,132
O,1563726467,281563,126
O,1563726468,281581,105
O,1563726469,281602,102
O,1563726469,281619,102
O,1563726470,281579,100
O,1563726470,281637,130
O,1563726470,281583,71
O,1563726470,281623,134
O,1563726471,281603,122
O,1563726472,281563,382
O,1563726472,281541,323
O,1563726473,281516,175
O,1563726473,281494,315
O,1563726474,281529,248
O,1563726474,281507,167
T,1563726475,3064
P,1563726475,5270
P,1563726505,5278
P,1563726534,5279
P,1563726563,5277
P,1563726593,5278
P,1563726622,5278
P,1563726651,5278
P,1563726680,5277
P,1563726710,5278
P,1563726739,5278
P,1563726769,5278
P,1563726798,5279
P,1563726828,5279
P,1563726857,5278
P,1563726886,5277
P,1563726916,5278
P,1563726945,5277
P,1563726974,5278
P,1563727003,5276
P,1563727033,5278
P,1563727063,5278
P,1563727092,5277
P,1563727122,5279
P,1563727151,5278
P,1563727180,5278
P,1563727209,5279
P,1563727239,5277
P,1563727268,5279
P,1563727297,5279
P,1563727327,5279
P,1563727357,5278
P,1563727387,5279
P,1563727416,5278
P,1563727446,5279
P,1563727475,5279
P,1563727504,5278
P,1563727534,5279
P,1563727563,5278
P,1563727592,5278
P,1563727621,5279
P,1563727652,5279
P,1563727681,5279
P,1563727710,5279
P,1563727740,5278
