3,595853,575
X,1558823853,595804,1149
X,1558823854,595902,1641
X,1558823855,595777,1546
X,1558823855,595886,957
X,1558823856,595835,981
X,1558823856,595722,1042
X,1558823857,595834,1549
X,1558823857,595786,856
X,1558823858,595727,1258
X,1558823859,595781,1835
X,1558823859,595903,2512
X,1558823860,596011,2200
X,1558823860,595873,1661
X,1558823861,595884,1451
X,1558823861,595863,925
X,1558823862,595755,798
X,1558823863,595853,1068
X,1558823863,595812,1376
X,1558823864,595849,1876
X,1558823864,595915,1113
X,1558823865,595814,1313
X,1558823865,595828,1455
X,1558823866,595689,3870
X,1558823866,595772,1270
X,1558823867,595619,2046
X,1558823868,595749,1958
X,1558823868,595689,1580
P,1558823869,5181
X,1558823869,595792,769
X,1558823869,595739,1577
X,1558823870,595748,892
X,1558823870,595781,978
X,1558823871,595806,976
X,1558823872,595779,1703
X,1558823872,595833,1816
X,1558823873,595842,816
X,1558823873,595823,1528
X,1558823874,595886,1041
X,1558823874,595811,500
X,1558823875,595863,1054
X,1558823876,595857,997
X,1558823876,595800,2303
X,1558823877,595965,1509
X,1558823877,595872,1398
X,1558823878,595842,673
X,1558823878,595851,998
X,1558823879,595773,1361
X,1558823879,595790,817
A,1558823879,595814,138
T,1558823879,2859
R,1558823879,5C00DDFC90
X,1558823881,595699,576
X,1558823881,595631,941
X,1558823882,595678,1510
X,1558823882,595647,993
X,1558823883,595524,4370
X,1558823883,595655,1899
X,1558823884,595700,1111
X,1558823885,595727,2007
X,1558823885,595724,1048
X,1558823886,595725,1732
X,1558823886,595643,1031
X,1558823887,595628,939
X,1558823887,595613,1692
X,1558823888,595625,1261
X,1558823888,595725,1712
X,1558823889,595698,1830
X,1558823890,595792,2212
X,1558823890,595777,1046
X,1558823891,595760,845
X,1558823891,595763,1564
X,1558823892,595709,890
X,1558823892,595766,1747
X,1558823893,595712,938
X,1558823894,595674,1507
X,1558823894,595722,868
X,1558823895,595680,1607
X,1558823895,595629,1657
X,1558823896,595676,1080
X,1558823896,595615,569
X,1558823897,595618,1264
X,1558823898,595578,1438
P,1558823898,5180
X,1558823898,595583,1211
X,1558823899,595614,1310
X,1558823899,595604,990
X,1558823900,595703,1321
X,1558823900,595592,1156
X,1558823901,595573,1735
X,1558823902,595561,1002
X,1558823902,595546,1766
X,1558823903,595594,922
X,1558823903,595544,814
X,1558823904,595482,1771
X,1558823904,595522,1610
X,1558823905,595723,1206
X,1558823906,595627,1274
X,1558823906,595622,949
X,1558823907,595658,514
X,1558823907,595663,1106
X,1558823908,595622,932
X,1558823908,595710,1551
X,1558823909,595714,1578
X,1558823910,595647,1395
X,1558823910,595703,1654
X,1558823911,595676,875
X,1558823911,595663,1627
X,1558823912,595659,1135
X,1558823912,595636,1577
X,1558823913,595592,1373
X,1558823913,595647,1610
X,1558823914,595696,1473
X,1558823915,595652,2239
X,1558823915,595666,1159
X,1558823916,595664,667
X,1558823916,595728,1152
X,1558823917,595703,436
X,1558823917,595682,1129
X,1558823918,595615,1532
X,1558823919,595690,505
X,1558823919,595578,1224
X,1558823920,595641,2104
X,1558823920,595623,1621
X,1558823920,595683,1620
X,1558823920,595627,1403
X,1558823921,595605,1117
X,1558823922,595664,1410
X,1558823922,595670,3227
X,1558823923,595717,1594
X,1558823923,595630,1762
X,1558823924,596540,9843
X,1558823924,594083,17051
X,1558823925,595671,952
A,1558823925,595658,216
T,1558823925,2859
P,1558823927,5181
X,1558823927,595340,1147
