58818417,570430,1218
X,1558818418,570309,1983
X,1558818418,570028,4629
X,1558818419,570167,1241
X,1558818419,570079,1224
X,1558818420,570401,1481
X,1558818421,570425,2056
X,1558818421,570438,2541
X,1558818422,570527,1052
X,1558818422,570692,935
X,1558818423,570647,1159
X,1558818423,570428,1505
X,1558818424,570426,1607
X,1558818424,570478,1315
X,1558818424,570512,1268
X,1558818425,570382,2087
X,1558818425,570147,1122
X,1558818426,570332,1172
X,1558818426,570330,1068
X,1558818427,570063,1553
X,1558818427,570080,1333
X,1558818428,570095,1415
X,1558818429,570226,1074
X,1558818429,570175,1080
X,1558818430,570236,1270
P,1558818430,5189
X,1558818430,570457,1185
X,1558818431,570474,959
X,1558818431,570499,1243
X,1558818432,570478,6334
X,1558818433,570478,4062
X,1558818433,570710,1035
X,1558818434,570720,900
X,1558818434,570800,1106
X,1558818435,570776,925
X,1558818435,570640,1375
X,1558818436,570520,1207
X,1558818437,570368,1430
X,1558818437,570427,833
A,1558818437,570507,784
T,1558818438,2860
U,1558818438,64656
X,1558818439,566412,1982
X,1558818440,566235,6739
X,1558818440,567391,5276
X,1558818441,568401,6630
X,1558818442,568740,4915
X,1558818442,568706,1620
X,1558818443,569025,1133
X,1558818443,569870,1079
X,1558818444,572296,1200
X,1558818444,573268,1566
X,1558818445,573713,1054
X,1558818446,574074,1446
X,1558818446,574592,1283
X,1558818447,574665,1407
X,1558818447,574700,1266
X,1558818448,575177,701
X,1558818448,575187,1213
X,1558818449,575068,1404
X,1558818450,574905,1672
X,1558818450,575202,1133
X,1558818451,575343,1221
X,1558818451,575444,1318
X,1558818452,574856,19862
X,1558818452,575424,6195
X,1558818453,575444,3282
X,1558818454,575807,4477
X,1558818454,574454,6218
X,1558818455,575413,1439
X,1558818455,575317,1118
X,1558818456,575155,2044
X,1558818456,575057,1374
X,1558818457,575027,1242
X,1558818457,574753,679
X,1558818458,574730,749
X,1558818459,574746,1056
X,1558818459,574987,825
X,1558818460,574905,1574
P,1558818460,5186
X,1558818460,574954,1254
X,1558818461,574708,911
X,1558818461,574357,845
X,1558818462,574323,1128
X,1558818463,574261,1340
X,1558818463,573974,1317
X,1558818464,573732,1614
X,1558818464,573340,1682
X,1558818465,573221,1874
X,1558818465,573167,1328
X,1558818465,573290,1186
X,1558818466,573432,1051
X,1558818466,573038,1268
X,1558818467,572680,1406
X,1558818467,572546,1532
X,1558818468,572944,1657
X,1558818468,574146,1929
X,1558818469,575360,891
X,1558818470,575860,1025
X,1558818470,576316,957
X,1558818471,576125,1933
X,1558818471,575893,1363
X,1558818472,576028,1099
X,1558818472,576033,1421
X,1558818473,576021,954
X,1558818474,575974,1061
X,1558818474,575993,839
X,1558818475,575974,745
X,1558818475,575864,3414
X,1558818476,576011,6365
X,1558818476,576081,1572
X,1558818477,576031,2594
X,1558818478,576320,1262
X,1558818478,576493,1067
X,1558818479,576606,893
X,1558818479,576736,1268
X,1558818480,576587,1374
X,1558818480,576502,1614
X,1558818481,576529,1503
X,1558818481,576345,1090
X,1558818482,576353,984
X,1558818483,576312,1237
X,1558818483,576177,1064
X,1558818484,576283,1736
X,1558818484,577831,1180
X,1558818485,578420,1103
X,1558818485,578484,1406
X,1558818486,578884,1965
X,1558818487,579159,1090
X,1558818487,579082,837
X,1558818488,579133,1261
X,1558818488,579411,746
X,1558818489,579533,1143
P,1558818489,5189
X,1558818489,579527,963
X,1558818490,579639,1161
X,1558818491,579440,1504
X,1558818491,579452,832
