H,1558804060,272815
T,1558804060,2893
D,1558804061,152064
D,1558804063,152320
D,1558804065,152576
D,1558804068,152576
D,1558804069,152832
D,1558804071,152320
R,1558804071,000000000
R,1558804071,000000000
X,1558804073,251645,2073
X,1558804073,252004,278
X,1558804074,251951,420
X,1558804075,252034,252
X,1558804075,252094,128
X,1558804076,252133,163
X,1558804076,252226,121
X,1558804077,252210,96
X,1558804077,252219,119
X,1558804078,252291,102
X,1558804078,252225,90
O,1558804079,252219,82
O,1558804080,252266,281
O,1558804080,252254,233
O,1558804081,252113,115
O,1558804081,252045,186
O,1558804082,251975,133
O,1558804082,251981,129
O,1558804083,251964,76
O,1558804084,251953,148
O,1558804084,251911,108
O,1558804085,251894,126
O,1558804085,251861,90
O,1558804086,251834,157
P,1558804086,5214
O,1558804086,251794,228
O,1558804087,251644,255
O,1558804088,251594,126
O,1558804088,251472,234
O,1558804089,251349,205
O,1558804089,251256,126
O,1558804090,251344,111
O,1558804090,251205,129
O,1558804091,251158,90
O,1558804092,251195,128
O,1558804092,251102,341
O,1558804093,251096,130
O,1558804093,251011,114
O,1558804094,250887,257
O,1558804094,250822,1012
O,1558804095,252194,361
O,1558804096,252429,164
O,1558804096,252577,200
O,1558804097,252668,222
O,1558804097,252751,179
O,1558804098,252565,256
O,1558804098,252701,226
O,1558804099,252478,312
O,1558804100,252400,68
O,1558804100,252341,233
O,1558804101,252399,162
O,1558804101,252635,181
O,1558804102,252723,111
O,1558804102,252654,154
O,1558804103,252698,120
O,1558804103,252700,91
O,1558804104,252543,158
O,1558804105,252495,129
O,1558804105,252335,134
O,1558804106,252462,222
O,1558804106,252490,167
O,1558804107,252351,190
O,1558804107,252243,187
O,1558804108,252023,122
O,1558804109,251839,294
O,1558804109,251683,138
O,1558804110,251473,321
O,1558804110,251057,363
O,1558804110,250878,146
O,1558804110,250654,187
O,1558804111,250385,389
O,1558804112,249586,842
O,1558804112,249847,3361
O,1558804113,254664,2032
O,1558804113,256024,462
O,1558804114,256386,297
O,1558804114,256618,171
O,1558804115,256873,226
P,1558804115,5217
O,1558804116,257058,161
O,1558804116,257199,241
O,1558804117,257541,143
O,1558804117,257672,135
O,1558804118,257698,96
O,1558804118,257802,144
O,1558804119,257872,145
O,1558804120,257920,171
O,1558804120,257984,99
O,1558804121,257955,147
O,1558804121,258059,144
O,1558804122,258162,226
O,1558804122,258202,131
O,1558804123,258185,154
O,1558804124,258209,153
O,1558804124,258231,157
O,1558804125,258249,158
O,1558804125,258287,102
O,1558804126,258303,83
O,1558804126,258342,124
O,1558804127,258413,57
O,1558804127,258339,139
O,1558804128,258225,120
O,1558804129,258384,72
T,1558804129,2893
D,1558804130,156160
D,1558804132,156416
D,1558804134,156416
D,1558804137,156160
D,1558804139,156416
D,1558804141,156160
R,1558804141,000000000
X,1558804143,257991,2084
X,1558804143,258327,249
X,1558804144,258379,182
X,1558804145,258356,202
X,1558804145,258234,150
P,1558804145,5214
X,1558804146,258304,116
X,1558804146,258298,139
X,1558804147,258252,222
X,1558804147,258243,180
X,1558804148,258243,101
X,1558804148,258271,135
O,1558804149,258160,184
O,1558804150,258138,148
O,1558804150,258169,95
O,1558804151,258217,160
O,1558804151,258334,180
O,1558804151,258354,183
O,1558804151,258376,138
O,1558804152,258312,83
O,1558804153,258323,248
O,1558804153,258240,315
O,1558804154,258112,384
O,1558804154,258419,230
O,1558804155,258457,145
O,1558804155,258329,178
O,1558804156,258471,92
O,1558804157,258458,114
O,1558804157,258520,124
O,1558804158,258652,108
O,1558804158,258699,211
O,1558804159,258837,96
O,1558804159,258813,112
O,1558804160,258960,118
O,1558804161,259037,114
O,1558804161,259055,190
O,1558804162,258945,136
O,1558804162,258923,112
O,1558804163,258903,173
O,1558804163,258901,125
O,1558804164,258902,144
O,1558804165,258942,121
O,1558804165,258817,156
O,1558804166,258851,175
O,1558804166,258774,90
O,1558804167,258717,174
O,1558804167,258751,150
O,1558804168,258762,68
O,1558804168,258768,120
O,1558804169,258718,126
O,1558804170,258672,86
O,1558804170,258655,149
O,1558804171,258640,64
O,1558804171,258602,157
O,1558804172,258571,114
O,1558804172,258571,123
