H,1564864529,266219
T,1564864529,2943
U,1564864529,768
X,1564864531,633276,1183
X,1564864531,633426,1136
X,1564864532,633409,1218
X,1564864532,633394,905
X,1564864533,633462,995
X,1564864534,633393,828
X,1564864534,633438,751
X,1564864535,633385,814
X,1564864535,633354,1156
X,1564864536,633455,1170
X,1564864536,633432,2183
X,1564864537,633427,653
X,1564864538,633457,938
X,1564864538,633440,910
X,1564864539,633493,876
X,1564864539,633507,1038
X,1564864540,633434,941
X,1564864540,633501,1219
X,1564864541,633637,1523
X,1564864542,633527,1172
X,1564864542,633489,667
X,1564864543,633407,1134
X,1564864543,633465,925
X,1564864544,633431,834
X,1564864544,633397,501
X,1564864545,633453,828
X,1564864546,633537,1010
X,1564864546,633545,1073
X,1564864547,633565,881
X,1564864547,633549,849
X,1564864548,633476,891
X,1564864548,633477,774
X,1564864549,633455,894
A,1564864549,633454,180
T,1564864549,2943
P,1564864549,5132
U,1564864550,768
X,1564864551,633368,1204
X,1564864552,633402,1256
X,1564864552,633376,1026
X,1564864553,633271,851
X,1564864553,633360,683
X,1564864554,633283,928
X,1564864555,633236,1385
X,1564864555,633130,1122
X,1564864556,633082,1647
X,1564864556,633093,1180
X,1564864557,633148,928
X,1564864557,633106,858
X,1564864558,633216,1080
X,1564864559,633247,711
X,1564864559,633213,1076
X,1564864560,633338,1026
X,1564864560,633286,866
X,1564864561,633207,1352
X,1564864561,633168,1349
X,1564864562,633202,1031
X,1564864562,633208,943
X,1564864562,633311,924
X,1564864563,633254,792
X,1564864563,633272,1189
X,1564864564,633325,783
X,1564864564,633268,1124
X,1564864565,633397,946
X,1564864565,633299,895
X,1564864566,633350,860
X,1564864567,633346,885
X,1564864567,633346,1730
X,1564864568,633389,976
X,1564864568,633448,20384
X,1564864569,633142,14396
X,1564864569,633047,9147
X,1564864570,633546,1397
X,1564864571,633479,980
X,1564864571,633372,947
X,1564864572,633398,899
X,1564864572,633473,984
A,1564864572,633315,373
T,1564864572,2943
U,1564864573,768
X,1564864574,633546,979
X,1564864575,633506,1342
X,1564864575,633503,799
X,1564864576,633595,1633
X,1564864577,633588,757
X,1564864577,633641,1060
X,1564864578,633533,853
X,1564864578,633573,951
P,1564864578,5137
X,1564864579,633603,1749
X,1564864579,633625,1080
X,1564864580,633694,1059
X,1564864581,633547,727
X,1564864581,633648,924
X,1564864582,633676,990
X,1564864582,633747,880
X,1564864583,633652,777
X,1564864583,633582,755
X,1564864584,633631,1225
X,1564864584,633543,1138
X,1564864585,633619,16402
X,1564864586,633565,4016
X,1564864586,633311,17189
X,1564864587,633547,894
X,1564864587,633493,977
X,1564864588,633441,1098
X,1564864588,633459,750
X,1564864589,633462,779
X,1564864590,633517,717
X,1564864590,633415,1196
X,1564864591,633396,1004
X,1564864591,633422,1340
X,1564864592,633555,1328
X,1564864592,633521,1216
X,1564864593,633480,976
X,1564864594,633460,965
X,1564864594,633502,1032
X,1564864595,633447,863
X,1564864595,633387,966
A,1564864595,633542,360
T,1564864595,2943
U,1564864596,768
X,1564864597,633514,1213
X,1564864598,633478,1026
X,1564864598,633440,1101
X,1564864599,633481,973
X,1564864600,633550,798
X,1564864600,633485,840
X,1564864601,633619,2399
X,1564864601,633494,22413
X,1564864602,633495,2325
X,1564864602,633545,1891
X,1564864603,633629,1821
X,1564864603,633294,6021
X,1564864603,633345,3380
X,1564864604,633293,2891
X,1564864604,633384,1335
X,1564864605,633440,1896
X,1564864605,633353,1670
X,1564864606,633336,1261
X,1564864606,633318,1039
X,1564864607,633266,1275
P,1564864608,5137
X,1564864608,633270,1074
X,1564864608,633349,1288
X,1564864609,633325,1191
X,1564864609,633357,1229
X,1564864610,633333,822
X,1564864610,633306,938
X,1564864611,633390,1192
X,1564864612,633405,1297
X,1564864612,633423,1284
X,1564864613,633461,1449
X,1564864613,633500,1245
X,1564864614,633465,1127
X,1564864614,633460,1085
X,1564864615,633465,859
X,1564864616,633528,1094
X,1564864616,633491,1022
X,1564864617,633426,1194
X,1564864617,633515,1042
X,1564864618,633562,1372
X,1564864618,633504,906
X,1564864619,633598,908
X,1564864620,633547,1213
X,1564864620,633556,1059
X,1564864621,633445,1319
X,1564864621,633526,1502
X,1564864622,633659,2230
X,1564864622,633682,7093
X,1564864623,633272,24656
