,1559252586,574391,12080
X,1559252587,574310,7966
X,1559252587,573294,5040
X,1559252587,573873,1250
X,1559252588,574032,2384
X,1559252588,573153,3837
X,1559252589,572521,1655
X,1559252589,572061,1908
X,1559252590,572898,22037
X,1559252591,571684,20984
X,1559252591,570568,23101
X,1559252592,568433,25940
X,1559252592,568242,18974
X,1559252593,568808,27640
X,1559252593,569907,8851
X,1559252594,567849,4447
X,1559252594,568509,27332
X,1559252595,570120,10165
X,1559252596,569061,9921
X,1559252596,568746,6858
X,1559252597,571237,9521
X,1559252597,575145,8446
X,1559252598,575162,10121
X,1559252598,576707,32133
X,1559252599,575701,2589
X,1559252600,575388,1420
X,1559252600,575196,11427
X,1559252601,576795,7885
X,1559252601,578109,9475
X,1559252602,576659,1695
X,1559252602,576499,1274
X,1559252603,576413,1839
X,1559252604,576336,881
X,1559252604,576261,806
X,1559252605,576184,1628
X,1559252605,576210,1537
P,1559252606,5116
X,1559252606,576214,2229
X,1559252606,576361,1350
X,1559252607,576465,1325
X,1559252608,576268,1670
X,1559252608,576211,1510
X,1559252609,576426,3578
X,1559252609,576688,1992
X,1559252610,576803,1784
X,1559252610,577073,5074
X,1559252611,576932,17126
X,1559252612,575567,30134
X,1559252612,575753,23639
X,1559252613,575762,9068
X,1559252613,575183,7232
X,1559252614,575273,6224
X,1559252614,574688,5593
X,1559252615,574444,9729
X,1559252615,574177,10507
X,1559252616,574006,6577
X,1559252617,573299,12886
X,1559252617,573330,6953
X,1559252618,573580,11518
X,1559252618,572782,6182
X,1559252619,572977,10224
X,1559252619,571823,14807
X,1559252620,571592,10167
X,1559252621,570470,8197
X,1559252621,569994,9148
X,1559252622,570594,5309
X,1559252622,569678,3337
X,1559252623,570467,1345
X,1559252623,570311,1277
X,1559252624,569933,1339
X,1559252625,569941,2393
X,1559252625,569514,2075
X,1559252626,569794,21526
X,1559252626,569984,51918
X,1559252627,569438,2200
X,1559252627,568284,2613
X,1559252628,567470,10935
X,1559252628,567658,15463
X,1559252628,566675,3051
X,1559252629,565810,1403
X,1559252629,565042,2734
X,1559252630,563721,1545
X,1559252630,561782,3067
X,1559252631,557683,6419
X,1559252632,544915,11060
X,1559252632,538688,2976
X,1559252633,533760,7423
X,1559252633,537983,2297
X,1559252634,539622,3767
X,1559252634,556868,29058
P,1559252635,5138
X,1559252635,565073,1358
X,1559252636,564548,1919
X,1559252636,562519,2860
X,1559252637,560563,2341
X,1559252637,558098,1388
X,1559252638,555246,11921
X,1559252638,558455,14914
X,1559252639,555109,50193
X,1559252639,549139,41268
X,1559252640,544886,45760
X,1559252641,541545,49809
X,1559252641,538348,56868
X,1559252642,537038,52882
X,1559252642,540834,8275
X,1559252643,562325,4125
X,1559252643,563946,60817
X,1559252644,559201,40489
X,1559252645,558545,42956
X,1559252645,556135,40701
X,1559252646,554462,43321
X,1559252646,554940,8136
X,1559252647,558935,15670
X,1559252647,566360,32764
X,1559252648,566384,40382
X,1559252649,561634,6513
X,1559252649,560639,20513
X,1559252650,558000,58317
X,1559252650,552808,8047
X,1559252651,558666,19890
X,1559252651,566309,1351
X,1559252652,568209,1669
X,1559252653,568473,1502
X,1559252653,569031,1638
X,1559252654,568968,1565
X,1559252654,568553,1764
X,1559252655,567915,1083
X,1559252655,567692,1524
X,1559252656,566892,1744
X,1559252657,566834,1557
X,1559252657,567508,2170
