H,1563379200,266219
U,1563379200,0
E,1563379200,1
P,1563379200,5305
P,1563379229,5305
P,1563379258,5305
P,1563379287,5305
P,1563379317,5304
P,1563379346,5304
P,1563379376,5306
P,1563379406,5305
P,1563379435,5305
P,1563379464,5305
P,1563379493,5304
P,1563379523,5305
P,1563379552,5305
P,1563379581,5306
P,1563379611,5304
P,1563379640,5305
P,1563379670,5306
P,1563379699,5305
P,1563379729,5305
P,1563379758,5306
P,1563379787,5306
P,1563379817,5305
P,1563379846,5306
P,1563379875,5305
P,1563379904,5305
P,1563379934,5306
P,1563379964,5305
P,1563379993,5305
P,1563380022,5304
P,1563380052,5306
P,1563380081,5306
P,1563380110,5306
P,1563380140,5307
P,1563380169,5306
P,1563380198,5305
P,1563380227,5304
P,1563380258,5305
P,1563380287,5306
P,1563380316,5306
P,1563380346,5306
P,1563380375,5306
P,1563380404,5305
P,1563380433,5305
P,1563380463,5306
P,1563380492,5306
P,1563380521,5306
P,1563380552,5303
P,1563380581,5306
P,1563380610,5305
P,1563380639,5306
P,1563380669,5305
P,1563380698,5305
P,1563380727,5306
P,1563380757,5305
P,1563380786,5305
P,1563380815,5305
P,1563380845,5306
P,1563380875,5306
P,1563380904,5306
O,1563380926,288748,22801
O,1563380926,291018,226
O,1563380927,291073,207
O,1563380928,291119,324
O,1563380928,291203,196
O,1563380929,291111,198
O,1563380929,291198,191
O,1563380930,291211,349
O,1563380930,291271,179
O,1563380931,291310,123
O,1563380931,291163,280
O,1563380932,291240,114
O,1563380933,291231,159
P,1563380933,5298
O,1563380933,291233,146
O,1563380934,291192,219
O,1563380934,291327,183
O,1563380935,291303,158
O,1563380935,291300,102
O,1563380936,291276,141
O,1563380937,291266,200
O,1563380937,291354,92
O,1563380938,291365,235
O,1563380938,291322,119
O,1563380939,291322,206
O,1563380939,291388,144
O,1563380940,291366,277
O,1563380941,291460,204
O,1563380941,291484,210
O,1563380942,291500,193
O,1563380942,291566,230
O,1563380943,291563,207
O,1563380943,291604,193
O,1563380944,291575,184
O,1563380945,291496,300
O,1563380945,291450,170
O,1563380946,291426,123
O,1563380946,291438,212
O,1563380947,291478,300
O,1563380947,291462,105
O,1563380948,291465,190
O,1563380949,291521,143
O,1563380949,291507,173
O,1563380950,291393,209
O,1563380950,291424,138
O,1563380951,291398,158
O,1563380951,291385,169
O,1563380952,291264,203
O,1563380953,291232,229
O,1563380953,291304,205
O,1563380954,291380,170
O,1563380954,291259,484
O,1563380955,291341,405
O,1563380955,291348,274
O,1563380956,291373,266
O,1563380956,291446,210
O,1563380957,291471,162
O,1563380958,291469,103
O,1563380958,291496,153
O,1563380959,291430,225
O,1563380959,291423,227
O,1563380960,291452,188
O,1563380960,291374,188
O,1563380961,291318,162
O,1563380962,291331,156
O,1563380962,291376,200
O,1563380963,291336,169
P,1563380963,5298
O,1563380963,291322,147
O,1563380964,291353,167
O,1563380964,291417,224
O,1563380965,291452,134
O,1563380965,291495,251
O,1563380965,291522,232
O,1563380966,291529,203
O,1563380966,291489,210
O,1563380967,291563,165
O,1563380967,291655,177
O,1563380968,291586,153
O,1563380969,291625,220
O,1563380969,291734,113
O,1563380970,291729,148
O,1563380970,291727,183
O,1563380971,291752,174
O,1563380971,291714,146
O,1563380972,291572,224
O,1563380973,291678,202
O,1563380973,291633,161
O,1563380974,291669,220
O,1563380974,291733,251
O,1563380975,291719,122
O,1563380975,291630,102
O,1563380976,291611,156
O,1563380977,291551,92
O,1563380977,291595,115
O,1563380978,291553,159
O,1563380978,291512,106
O,1563380979,291512,124
O,1563380979,291581,115
O,1563380980,291581,136
O,1563380980,291587,148
O,1563380981,291582,155
O,1563380982,291565,247
T,1563380982,3039
P,1563380992,5305
P,1563381021,5305
P,1563381050,5304
P,1563381080,5305
P,1563381109,5307
P,1563381139,5305
P,1563381169,5305
P,1563381198,5305
P,1563381227,5306
P,1563381256,5305
P,1563381286,5306
P,1563381316,5305
P,1563381345,5306
P,1563381375,5304
P,1563381404,5305
P,1563381434,5306
P,1563381463,5306
P,1563381493,5303
P,1563381522,5306
P,1563381551,5306
P,1563381581,5306
P,1563381610,5307
P,1563381639,5306
P,1563381668,5306
P,1563381698,5306
P,1563381728,5305
P,1563381757,5306
P,1563381786,5305
P,1563381816,5304
P,1563381845,5307
P,1563381874,5305
P,1563381904,5306
P,1563381933,5306
P,1563381962,5305
P,1563381991,5306
P,1563382022,5306
P,1563382051,5306
P,1563382080,5306
P,1563382110,5306
P,1563382139,5305
