57132,181248
P,1558757133,5200
D,1558757134,181248
D,1558757136,180992
D,1558757138,180992
D,1558757141,180992
D,1558757143,181760
D,1558757145,181504
D,1558757147,181248
D,1558757149,181248
D,1558757152,181248
D,1558757154,181760
D,1558757156,181504
D,1558757158,181760
D,1558757160,181504
D,1558757162,181504
P,1558757162,5200
D,1558757164,180992
D,1558757166,180736
D,1558757168,181248
D,1558757170,181504
D,1558757173,181248
D,1558757175,181504
D,1558757177,180992
D,1558757179,180480
D,1558757181,181248
D,1558757184,181504
D,1558757186,181248
D,1558757188,181248
D,1558757190,180992
P,1558757192,5199
D,1558757192,181248
D,1558757195,181248
D,1558757197,180992
D,1558757199,180992
D,1558757201,181248
D,1558757203,180992
D,1558757205,180736
D,1558757207,180736
D,1558757209,180992
D,1558757211,180480
D,1558757213,180992
D,1558757216,180992
D,1558757218,180992
D,1558757220,180736
P,1558757221,5200
D,1558757222,180992
D,1558757224,180736
D,1558757227,180736
D,1558757229,180480
D,1558757231,180736
D,1558757233,180992
D,1558757235,180480
D,1558757238,180992
D,1558757240,180992
D,1558757242,180736
D,1558757244,180224
D,1558757245,180736
D,1558757248,180736
D,1558757250,180992
P,1558757250,5199
D,1558757252,180992
D,1558757254,180992
D,1558757256,180992
D,1558757259,180992
D,1558757261,180992
D,1558757263,181248
D,1558757265,181504
D,1558757267,180736
D,1558757270,181504
D,1558757272,180992
D,1558757274,180736
D,1558757276,180992
D,1558757278,180736
P,1558757281,5201
D,1558757281,181248
D,1558757283,180992
D,1558757285,180992
D,1558757286,180480
D,1558757289,180992
D,1558757291,180992
D,1558757293,180992
D,1558757295,181248
D,1558757297,180992
D,1558757300,180736
D,1558757302,180992
D,1558757304,180736
D,1558757306,181504
D,1558757308,181504
P,1558757310,5199
D,1558757311,180736
D,1558757313,180736
D,1558757315,180736
D,1558757317,181504
D,1558757319,180992
D,1558757322,181248
D,1558757324,181504
D,1558757326,181248
D,1558757327,180992
D,1558757329,180992
D,1558757332,181248
D,1558757334,181248
D,1558757336,181760
D,1558757338,180992
P,1558757339,5199
D,1558757340,181248
D,1558757343,181248
D,1558757345,181504
D,1558757347,181248
D,1558757349,180992
D,1558757351,180992
D,1558757354,180992
D,1558757356,180736
D,1558757358,181760
D,1558757360,180992
D,1558757362,181248
D,1558757365,180992
D,1558757367,181760
P,1558757368,5200
D,1558757368,180736
D,1558757370,181248
D,1558757372,180992
D,1558757375,180992
D,1558757377,181248
D,1558757379,181248
D,1558757381,181248
D,1558757383,180992
D,1558757386,180736
D,1558757388,180736
D,1558757390,181248
D,1558757392,180736
D,1558757394,181248
D,1558757397,181504
P,1558757398,5200
D,1558757399,181504
D,1558757401,180992
D,1558757403,180992
D,1558757405,181248
D,1558757408,181760
D,1558757409,181248
D,1558757411,181248
D,1558757413,180736
D,1558757415,180992
D,1558757418,181504
D,1558757420,181248
D,1558757422,181248
D,1558757424,181504
D,1558757426,180736
P,1558757427,5200
D,1558757429,180992
D,1558757431,181760
D,1558757433,180992
D,1558757435,181248
D,1558757437,180992
D,1558757440,180736
D,1558757442,181248
D,1558757444,181504
D,1558757446,181248
D,1558757448,182016
D,1558757450,180736
D,1558757452,181248
D,1558757454,181248
P,1558757456,5199
D,1558757456,180736
D,1558757458,180992
D,1558757461,180992
D,1558757463,180736
D,1558757465,181504
D,1558757467,180736
D,1558757469,181504
D,1558757472,181504
D,1558757474,181248
D,1558757476,181248
D,1558757478,180736
D,1558757480,180992
D,1558757483,181248
D,1558757485,181248
P,1558757486,5200
D,1558757487,181504
D,1558757489,181248
D,1558757490,181504
D,1558757493,180992
D,1558757495,181248
D,1558757497,180992
D,1558757499,181504
D,1558757501,181504
D,1558757504,181248
D,1558757506,181248
D,1558757508,181248
D,1558757510,181504
D,1558757513,181760
D,1558757515,181504
P,1558757515,5200
D,1558757517,180992
D,1558757519,180736
D,1558757521,181248
D,1558757524,181504
D,1558757526,181248
D,1558757528,181248
D,1558757530,181248
D,1558757531,180736
D,1558757534,180992
D,1558757536,180992
D,1558757538,180736
D,1558757540,180992
D,1558757542,181248
P,1558757544,5199
D,1558757545,181504
D,1558757547,180992
D,1558757549,180992
D,1558757551,181248
D,1558757553,180736
D,1558757556,181248
D,1558757558,181248
D,1558757560,181248
D,1558757562,181504
D,1558757564,180992
D,1558757567,181248
D,1558757569,181248
D,1558757571,180992
