H,1562287800,266219
D,1562287800,409344
D,1562287802,391168
D,1562287804,399872
P,1562287805,5503
D,1562287806,399360
D,1562287809,399872
D,1562287811,401408
D,1562287813,400128
D,1562287815,401152
D,1562287817,399616
D,1562287820,399616
D,1562287822,398336
D,1562287824,396544
D,1562287826,399616
D,1562287828,399616
D,1562287831,401408
D,1562287833,399616
P,1562287835,5502
D,1562287835,399872
D,1562287836,400896
D,1562287838,400896
D,1562287841,400640
D,1562287843,401408
D,1562287845,402432
D,1562287847,400896
D,1562287849,401664
D,1562287852,401408
D,1562287854,401920
D,1562287856,401664
D,1562287858,404480
D,1562287860,401920
D,1562287863,401664
P,1562287864,5500
D,1562287865,401152
D,1562287867,400128
D,1562287869,401152
D,1562287871,401920
D,1562287874,400640
D,1562287876,401920
D,1562287877,401664
D,1562287879,401408
D,1562287881,400128
D,1562287884,399872
D,1562287886,401152
D,1562287888,401152
D,1562287890,400128
D,1562287892,400128
P,1562287893,5503
D,1562287895,401408
D,1562287897,401152
D,1562287899,401152
D,1562287901,401152
D,1562287903,400384
D,1562287906,400640
D,1562287908,400128
D,1562287910,402176
D,1562287912,400384
D,1562287914,401152
D,1562287917,401664
D,1562287918,401152
D,1562287920,410624
P,1562287922,5502
D,1562287922,397824
D,1562287924,400896
D,1562287927,402432
D,1562287929,402176
D,1562287931,401920
R,1562287931,000000000
X,1562287933,608247,5349
X,1562287933,609881,2074
X,1562287934,610294,2431
X,1562287935,610943,7705
X,1562287935,611012,3006
X,1562287936,611390,1960
X,1562287936,611452,2149
X,1562287937,611494,1417
X,1562287937,611854,2508
X,1562287938,611995,3227
X,1562287939,612167,2004
X,1562287939,612160,1959
X,1562287940,612958,2843
X,1562287940,613203,1989
X,1562287941,613326,2238
X,1562287941,613246,2259
X,1562287942,613542,2713
X,1562287943,612812,11070
X,1562287943,613944,3509
X,1562287944,613783,1927
X,1562287944,613688,1832
X,1562287945,613604,1843
X,1562287945,613972,2078
X,1562287946,614282,2119
X,1562287946,614828,7414
X,1562287947,614543,3830
X,1562287948,614580,1865
X,1562287948,614666,1828
X,1562287949,614682,2292
X,1562287949,614694,1606
X,1562287950,614801,1922
X,1562287950,614716,1375
X,1562287951,614612,1740
X,1562287952,614906,1685
X,1562287952,614738,2419
P,1562287952,5495
X,1562287953,615047,2081
X,1562287953,614904,1721
X,1562287954,614931,1404
X,1562287954,615119,1321
X,1562287955,615098,1873
X,1562287956,615188,2366
X,1562287956,615165,1420
X,1562287957,615131,1713
X,1562287957,615073,1536
X,1562287958,615043,2159
X,1562287958,615148,1680
X,1562287959,614901,1785
X,1562287959,614983,2333
X,1562287959,614976,2577
X,1562287960,615099,1408
X,1562287960,615142,4546
X,1562287961,614914,3122
X,1562287961,615147,2131
X,1562287962,614935,2088
X,1562287963,615101,1962
X,1562287963,615108,1235
X,1562287964,615103,2275
X,1562287964,614951,1866
X,1562287965,615033,1947
X,1562287965,615031,2548
X,1562287966,615115,2212
X,1562287967,615136,2772
X,1562287967,614901,2728
X,1562287968,615151,12349
X,1562287968,614985,4053
X,1562287969,615399,10245
X,1562287969,615217,3075
X,1562287970,615426,2590
X,1562287970,616200,20517
X,1562287971,614928,12138
X,1562287972,615021,2230
X,1562287972,614888,3094
X,1562287973,614891,2976
X,1562287973,614944,4883
X,1562287974,615027,2165
X,1562287974,614921,2997
X,1562287975,615414,12941
X,1562287976,615424,17385
X,1562287976,615085,3205
X,1562287977,615644,4703
X,1562287977,614845,3029
X,1562287978,615244,1308
X,1562287978,615289,2632
X,1562287979,615340,2076
X,1562287980,615608,1757
X,1562287980,615394,1455
X,1562287981,615440,1374
X,1562287981,615622,2274
P,1562287981,5493
X,1562287982,615561,2850
X,1562287982,615731,1550
X,1562287983,615688,1982
X,1562287984,615658,2217
X,1562287984,615755,1295
X,1562287985,615697,1748
X,1562287985,615570,3105
X,1562287986,615727,2240
X,1562287986,615594,2006
X,1562287987,615713,2205
X,1562287988,615738,2747
X,1562287988,615807,1957
X,1562287989,615611,2592
X,1562287989,615620,2143
X,1562287990,616014,4431
X,1562287990,615536,3907
X,1562287991,615843,3235
X,1562287992,615621,1933
X,1562287992,615604,2269
X,1562287993,615719,1276
X,1562287993,615663,5292
X,1562287994,615766,2903
X,1562287994,615882,1672
X,1562287995,615856,1564
X,1562287995,615850,2235
X,1562287996,615767,1593
X,1562287997,615946,15995
X,1562287997,615819,2129
X,1562287998,615843,1957
X,1562287998,615760,3293
X,1562287999,615618,2311
X,1562287999,615695,2019
X,1562288000,615747,2729
X,1562288001,615924,2476
X,1562288001,616092,2739
