H,1564722492,266219
U,1564722492,0
X,1564722494,672073,963
X,1564722494,671992,1234
X,1564722495,672077,633
X,1564722495,672046,679
X,1564722496,672030,755
P,1564722496,5113
X,1564722496,672074,864
X,1564722497,672036,1282
X,1564722497,672210,724
X,1564722498,672005,1505
X,1564722499,671923,2267
X,1564722499,672082,1763
X,1564722500,672065,915
X,1564722500,671998,1224
X,1564722501,671919,731
X,1564722501,671960,1213
X,1564722502,671935,910
X,1564722503,671954,1116
X,1564722503,672031,959
X,1564722504,672112,1273
X,1564722504,672026,780
X,1564722505,672032,649
X,1564722505,671976,537
X,1564722506,672041,794
X,1564722507,672181,773
X,1564722507,672113,1221
X,1564722508,672098,550
X,1564722508,672091,622
X,1564722509,672007,964
X,1564722509,672088,1098
X,1564722510,672115,865
X,1564722511,672048,1073
X,1564722511,672036,568
A,1564722511,672053,291
T,1564722511,2904
U,1564722512,0
X,1564722513,672312,802
X,1564722514,672241,1176
X,1564722514,672080,901
X,1564722515,672075,983
X,1564722515,672086,907
X,1564722516,672100,823
X,1564722517,672111,951
X,1564722517,672048,1082
X,1564722518,671969,1206
X,1564722518,671991,415
X,1564722519,671937,473
X,1564722519,671958,489
X,1564722520,671963,592
X,1564722520,671983,1036
X,1564722521,671998,563
X,1564722522,671962,1431
X,1564722522,671917,805
X,1564722523,671972,582
X,1564722523,671951,685
X,1564722524,671978,1320
X,1564722524,671964,1222
X,1564722525,672018,1020
X,1564722526,671988,960
P,1564722526,5114
X,1564722526,672011,854
X,1564722527,671933,1004
X,1564722527,671941,760
X,1564722528,671990,1124
X,1564722528,671953,1913
X,1564722529,671878,531
X,1564722530,671956,901
X,1564722530,671937,1082
X,1564722531,672069,1832
X,1564722531,671988,661
A,1564722531,672010,434
T,1564722531,2904
U,1564722532,0
X,1564722532,671965,697
X,1564722533,671939,868
X,1564722533,672018,933
X,1564722534,671992,814
X,1564722535,671981,984
X,1564722535,671942,580
X,1564722536,672034,981
X,1564722536,672021,889
X,1564722537,672059,717
X,1564722537,671985,976
X,1564722538,672030,741
X,1564722538,671987,920
X,1564722539,672033,765
X,1564722540,672032,773
X,1564722540,672116,523
X,1564722541,672008,1035
X,1564722541,672075,600
X,1564722542,672054,695
X,1564722542,672144,753
X,1564722543,672055,552
X,1564722544,672158,737
A,1564722544,672031,219
T,1564722544,2904
U,1564722544,0
X,1564722546,672008,840
X,1564722546,672033,639
X,1564722547,672046,796
X,1564722547,672099,940
X,1564722548,672040,1569
X,1564722548,671985,1245
X,1564722549,671998,843
X,1564722550,671980,812
X,1564722550,672002,434
X,1564722551,672033,1132
X,1564722551,672045,900
X,1564722552,672104,1110
X,1564722552,671953,821
X,1564722553,672039,1013
X,1564722553,671977,967
X,1564722554,672036,968
X,1564722555,671964,1324
X,1564722555,671980,872
P,1564722555,5114
X,1564722556,672018,688
X,1564722556,671959,722
X,1564722557,671990,800
X,1564722557,671988,1229
X,1564722558,671930,649
X,1564722559,671895,746
X,1564722559,671894,937
X,1564722560,671912,1101
X,1564722560,671949,904
X,1564722561,672025,735
A,1564722561,671990,205
T,1564722561,2904
U,1564722561,0
X,1564722563,671961,523
X,1564722563,671866,1266
X,1564722564,671931,750
X,1564722565,671896,1024
X,1564722565,671924,984
X,1564722566,671929,736
X,1564722566,672019,634
X,1564722567,672078,1024
X,1564722567,672069,787
X,1564722568,672058,1230
X,1564722569,671934,550
X,1564722569,671998,708
X,1564722570,671991,606
X,1564722570,671966,752
X,1564722571,671907,815
X,1564722571,672015,788
X,1564722572,671941,1088
X,1564722572,671985,735
X,1564722573,672061,513
X,1564722573,671998,817
X,1564722573,672061,851
X,1564722574,672098,853
X,1564722574,672021,570
X,1564722575,671973,559
X,1564722575,671962,618
A,1564722575,671990,191
T,1564722576,2904
U,1564722576,0
X,1564722577,672049,963
X,1564722578,672078,741
X,1564722579,672067,814
X,1564722579,672003,692
X,1564722580,672011,1134
X,1564722580,672109,881
X,1564722581,672082,858
X,1564722581,672027,753
X,1564722582,672081,770
X,1564722583,672063,968
X,1564722583,672048,1277
X,1564722584,672098,1089
X,1564722584,672198,1023
P,1564722584,5114
X,1564722585,672109,814
X,1564722585,672168,779
X,1564722586,672144,732
