H,1560457237,272815
P,1560457237,5042
D,1560457238,160512
D,1560457240,168704
R,1560457240,5C00DDFC90
R,1560457240,5C00DDFC90
R,1560457240,5C00DDFC90
X,1560457242,259751,7099
X,1560457242,259959,760
X,1560457243,259600,586
X,1560457243,259238,412
X,1560457244,259278,179
X,1560457244,259104,408
X,1560457245,259640,825
X,1560457246,259385,434
X,1560457246,258774,738
X,1560457247,258830,1961
X,1560457247,258857,598
O,1560457248,258751,108
O,1560457248,258574,620
O,1560457249,258267,243
O,1560457250,258330,272
O,1560457250,258305,363
O,1560457251,258471,264
O,1560457251,258308,493
O,1560457252,258121,223
O,1560457252,257954,402
O,1560457253,258275,304
O,1560457253,258144,407
O,1560457254,257875,282
O,1560457255,257784,370
O,1560457255,257734,209
O,1560457256,257782,256
O,1560457256,257469,308
O,1560457257,257654,274
O,1560457257,256805,756
O,1560457258,257147,615
O,1560457259,257495,341
O,1560457259,256952,832
O,1560457260,256809,755
O,1560457260,256884,1185
O,1560457261,257195,407
O,1560457261,256757,1446
O,1560457262,256471,248
O,1560457263,256263,322
O,1560457263,256522,571
O,1560457264,257056,336
O,1560457264,257416,389
O,1560457265,257339,477
O,1560457265,257166,293
O,1560457266,257187,485
O,1560457267,257614,355
P,1560457267,5034
O,1560457267,257756,597
O,1560457268,257834,356
O,1560457268,496861,9914
T,1560457268,2914
D,1560457270,160000
R,1560457270,5C00DDFC90
R,1560457270,5C00DDFC90
R,1560457270,5C00DDFC90
X,1560457271,555239,14784
X,1560457272,555912,3625
X,1560457273,556280,2518
X,1560457273,556852,2890
X,1560457274,557442,21161
X,1560457274,556633,15128
X,1560457274,553643,4594
X,1560457274,555518,6818
X,1560457275,557041,33764
X,1560457275,558100,13499
X,1560457276,558326,4393
X,1560457277,558191,17946
X,1560457277,557726,9160
X,1560457278,558765,2986
X,1560457278,558147,3443
X,1560457279,557087,3412
X,1560457279,556558,6063
X,1560457280,556329,2220
X,1560457281,557681,3438
X,1560457281,559982,3608
X,1560457282,560187,2372
X,1560457282,559346,2210
X,1560457283,559092,6223
X,1560457283,559307,2265
X,1560457284,559228,9612
X,1560457285,559601,1846
X,1560457285,559682,2175
X,1560457286,559698,4720
X,1560457286,559876,1520
X,1560457287,559973,1661
X,1560457287,559381,11984
X,1560457288,560830,6835
X,1560457289,559719,1881
X,1560457289,560028,2348
X,1560457290,560112,2191
X,1560457290,559715,24089
X,1560457291,560941,9562
X,1560457291,560296,3673
X,1560457292,560180,7079
X,1560457293,560115,4567
X,1560457293,560677,3265
X,1560457294,560575,10484
X,1560457294,560507,9123
X,1560457295,560487,4524
X,1560457295,560925,3812
X,1560457296,560601,13853
P,1560457296,5035
X,1560457297,560879,3938
X,1560457297,560770,1376
X,1560457298,560672,1595
X,1560457298,560684,10847
X,1560457299,560138,7644
X,1560457299,560656,36559
X,1560457300,561946,10234
X,1560457300,556759,2642
X,1560457301,261231,25214
X,1560457302,259035,2444
X,1560457302,258751,594
X,1560457303,258548,233
X,1560457303,258430,154
X,1560457304,258449,86
X,1560457304,258446,119
X,1560457305,258496,138
X,1560457306,258527,130
X,1560457306,258615,184
X,1560457307,258581,149
O,1560457307,258632,159
O,1560457308,258523,181
O,1560457308,258477,116
O,1560457309,258463,146
O,1560457310,258467,120
O,1560457310,258438,127
O,1560457311,258554,71
O,1560457311,258574,111
O,1560457312,258563,138
O,1560457312,258534,158
O,1560457313,258513,113
O,1560457314,258442,154
O,1560457314,258410,104
O,1560457315,258373,157
O,1560457315,258331,134
O,1560457315,258316,142
O,1560457315,258267,85
O,1560457316,258254,222
O,1560457317,258240,127
O,1560457317,258179,104
O,1560457318,258148,104
O,1560457318,258192,182
O,1560457319,258216,146
O,1560457319,258181,116
O,1560457320,258114,180
O,1560457320,258020,204
O,1560457321,257995,135
O,1560457322,257926,123
O,1560457322,257924,149
O,1560457323,257891,143
O,1560457323,257856,169
O,1560457324,257852,96
O,1560457324,257803,110
O,1560457325,257872,131
P,1560457325,5034
O,1560457326,257861,181
O,1560457326,257911,140
O,1560457327,258024,140
O,1560457327,257967,93
O,1560457328,257881,218
O,1560457328,257815,152
O,1560457329,257692,143
O,1560457330,257751,133
O,1560457330,257823,136
O,1560457331,257829,260
O,1560457331,257921,307
O,1560457332,258095,83
