,1560110973,603046,973
X,1560110973,602902,1413
X,1560110974,603053,1257
X,1560110974,603418,1413
X,1560110975,603273,1305
X,1560110976,603324,1206
X,1560110976,603358,1136
X,1560110977,602959,1483
X,1560110977,603327,1357
X,1560110978,603539,1842
X,1560110978,603490,906
X,1560110979,603289,927
X,1560110980,603470,564
X,1560110980,603457,1486
X,1560110981,603471,1310
X,1560110981,603622,1337
X,1560110982,603613,781
X,1560110982,603442,775
X,1560110983,603104,6654
X,1560110984,603024,6145
X,1560110984,602412,22366
X,1560110985,603618,5840
X,1560110985,603604,8832
X,1560110986,603830,10200
X,1560110986,603749,22558
X,1560110987,604869,23757
X,1560110988,603983,31942
X,1560110988,604707,14819
X,1560110989,603111,20119
X,1560110989,603071,22421
X,1560110990,604132,7283
X,1560110990,605016,17959
X,1560110991,603783,18543
P,1560110991,5026
X,1560110992,603341,8654
X,1560110992,603216,13717
X,1560110993,603499,18327
X,1560110993,602977,12956
X,1560110994,603019,3822
X,1560110994,603606,7595
X,1560110995,601647,30744
X,1560110995,604819,15177
X,1560110996,603041,10188
X,1560110997,603189,3505
X,1560110997,603589,1710
X,1560110998,603606,1352
X,1560110998,603550,1521
X,1560110999,603565,1209
X,1560110999,603069,1175
X,1560110999,603101,9240
X,1560111000,604093,34499
X,1560111000,603613,10266
X,1560111001,603322,1517
X,1560111001,604703,17516
X,1560111002,603826,29572
X,1560111002,603984,24296
X,1560111003,603301,32001
X,1560111004,605535,2990
X,1560111004,605754,18610
X,1560111005,605290,13281
X,1560111005,605779,3777
X,1560111006,605380,1711
X,1560111006,605011,24405
X,1560111007,605106,1698
X,1560111008,605044,1799
X,1560111008,605349,677
X,1560111009,605456,729
X,1560111009,604506,9739
X,1560111010,605478,3046
X,1560111010,605107,1721
X,1560111011,605127,1314
X,1560111012,605240,1443
X,1560111012,604967,1840
X,1560111013,605093,1486
X,1560111013,605173,1094
X,1560111014,605073,1225
X,1560111014,605306,823
X,1560111015,605481,1425
X,1560111016,604631,20213
X,1560111016,605169,4005
X,1560111017,603936,12196
X,1560111017,604842,2147
X,1560111018,603954,8156
X,1560111018,605596,14710
X,1560111019,604186,60866
X,1560111019,604579,64395
X,1560111020,598827,20028
P,1560111020,5027
X,1560111021,603012,46251
X,1560111021,607459,33787
X,1560111022,604724,10618
X,1560111022,605290,2539
X,1560111023,605275,1834
X,1560111023,605417,2284
X,1560111024,605599,26285
X,1560111025,598449,54205
X,1560111025,614423,37909
X,1560111026,613788,19870
X,1560111026,304895,62506
X,1560111027,281914,2074
X,1560111027,281458,467
X,1560111028,281371,346
X,1560111029,281259,254
X,1560111029,281171,175
X,1560111030,281084,119
X,1560111030,281057,130
X,1560111031,280892,167
X,1560111031,280731,207
X,1560111032,280740,107
O,1560111033,280400,357
O,1560111033,280408,156
O,1560111034,280391,119
O,1560111034,280375,197
O,1560111035,280380,127
