1558818123,157184
D,1558818126,156672
D,1558818128,157184
D,1558818130,156672
D,1558818132,157440
D,1558818134,157440
D,1558818137,157184
P,1558818137,5195
D,1558818138,157440
D,1558818140,157696
D,1558818142,156928
D,1558818144,157184
D,1558818147,157440
D,1558818149,157440
D,1558818151,157184
D,1558818153,157184
D,1558818155,156928
D,1558818158,157440
D,1558818160,157184
D,1558818162,157440
D,1558818164,156928
P,1558818166,5195
D,1558818166,157184
D,1558818169,156928
D,1558818171,157440
D,1558818173,157184
D,1558818175,156928
D,1558818177,157440
D,1558818179,157696
D,1558818181,157184
D,1558818183,156928
D,1558818185,157184
D,1558818187,157184
D,1558818190,156928
D,1558818192,157184
D,1558818194,156928
P,1558818195,5195
D,1558818196,157440
D,1558818198,156928
D,1558818201,157184
D,1558818203,156928
D,1558818205,157440
D,1558818207,157184
D,1558818209,156928
D,1558818212,156672
D,1558818214,156928
D,1558818216,157184
D,1558818218,156928
D,1558818219,156672
D,1558818222,156416
D,1558818224,157184
P,1558818224,5195
D,1558818226,156672
D,1558818228,156416
D,1558818230,156928
D,1558818233,156672
D,1558818235,157184
D,1558818237,156672
D,1558818239,156928
D,1558818241,156928
D,1558818244,157184
D,1558818246,157440
D,1558818248,360960
R,1558818248,5C00DDFC90
R,1558818248,5C00DDFC90
R,1558818248,5C00DDFC90
X,1558818250,539060,10591
X,1558818250,547578,5066
X,1558818251,550128,21214
X,1558818252,550968,45574
X,1558818252,553374,5613
X,1558818253,553396,7313
X,1558818253,554118,7735
X,1558818254,555993,10804
X,1558818254,555713,5206
P,1558818254,5189
X,1558818255,556266,3989
X,1558818256,556587,3356
X,1558818256,556610,3352
X,1558818257,557337,3566
X,1558818257,557350,2593
X,1558818258,557464,2237
X,1558818258,557569,2381
X,1558818259,557604,2685
X,1558818259,556986,28584
X,1558818260,560600,11581
X,1558818260,559816,15874
X,1558818260,560569,4298
X,1558818261,560687,1887
X,1558818261,561245,4532
X,1558818262,560881,15185
X,1558818262,561838,2809
X,1558818263,562148,2948
X,1558818264,562776,14019
X,1558818264,563789,21428
X,1558818265,563214,2780
X,1558818265,562692,14647
X,1558818266,562771,2926
X,1558818266,562713,2587
X,1558818267,562889,4400
X,1558818268,562965,2163
X,1558818268,562846,3047
X,1558818269,562638,3839
X,1558818269,562969,3440
X,1558818270,563620,3066
X,1558818270,563681,7651
X,1558818271,563621,2889
X,1558818272,563692,3006
X,1558818272,563767,3244
X,1558818273,563626,2895
X,1558818273,563871,2880
X,1558818274,564010,3348
X,1558818274,564002,2212
X,1558818275,564043,2420
X,1558818276,563772,18027
X,1558818276,564543,5218
X,1558818277,569684,36368
X,1558818277,562135,37209
X,1558818278,306107,33932
X,1558818278,253204,1509
X,1558818279,252765,550
X,1558818280,252491,301
X,1558818280,252294,308
X,1558818281,252125,151
X,1558818281,251981,197
X,1558818282,251952,130
X,1558818282,251846,135
X,1558818283,251806,166
X,1558818283,251796,174
P,1558818284,5190
O,1558818284,251825,119
O,1558818285,251715,195
O,1558818285,251652,123
O,1558818286,251710,221
O,1558818286,251729,159
O,1558818287,251630,171
O,1558818287,251606,190
O,1558818288,251577,132
O,1558818289,251564,129
O,1558818289,251496,140
O,1558818290,251542,215
O,1558818290,251480,102
O,1558818291,251492,151
O,1558818291,251455,94
O,1558818292,251494,89
O,1558818293,251428,126
O,1558818293,251402,172
O,1558818294,251394,136
O,1558818294,251306,162
O,1558818295,251255,130
O,1558818295,251230,77
O,1558818296,251249,147
O,1558818297,251357,122
O,1558818297,251310,81
O,1558818298,251306,121
O,1558818298,251317,210
O,1558818299,251389,149
O,1558818299,251333,121
O,1558818300,251361,195
O,1558818301,251387,124
O,1558818301,251315,122
O,1558818301,251292,122
O,1558818301,251174,164
O,1558818302,251096,115
O,1558818302,251019,203
O,1558818303,250926,129
O,1558818303,250870,164
O,1558818304,250852,112
O,1558818305,25070
