562897485,5342
P,1562897514,5342
P,1562897543,5344
P,1562897572,5344
P,1562897602,5344
P,1562897631,5343
P,1562897660,5341
P,1562897690,5344
P,1562897719,5343
P,1562897748,5342
P,1562897778,5344
P,1562897808,5343
P,1562897837,5344
P,1562897866,5342
P,1562897896,5341
P,1562897925,5343
P,1562897954,5342
P,1562897983,5344
P,1562898013,5342
P,1562898042,5343
P,1562898072,5342
P,1562898102,5344
O,1562898104,276910,1937
O,1562898104,277197,107
O,1562898105,277228,86
O,1562898105,277283,126
O,1562898105,277324,78
O,1562898105,277394,114
O,1562898106,277408,68
O,1562898106,277398,112
O,1562898107,277396,129
O,1562898108,277390,47
O,1562898108,277410,131
O,1562898109,277429,109
O,1562898109,277476,137
O,1562898110,277478,133
O,1562898110,277470,112
O,1562898111,277533,87
O,1562898112,277564,113
O,1562898112,277568,160
O,1562898113,277593,51
O,1562898113,277559,160
O,1562898114,277593,284
O,1562898114,277604,129
O,1562898115,277592,163
O,1562898116,277543,128
O,1562898116,277582,190
O,1562898117,277575,101
O,1562898117,277586,97
O,1562898118,277607,145
O,1562898118,277592,116
O,1562898119,277590,97
O,1562898120,277544,71
O,1562898120,277560,47
O,1562898121,277597,111
O,1562898121,277577,86
O,1562898122,277619,107
O,1562898122,277615,118
O,1562898123,277603,92
O,1562898124,277614,97
O,1562898124,277642,85
O,1562898125,277617,94
O,1562898125,277608,77
O,1562898126,277635,94
O,1562898126,277623,94
O,1562898127,277627,100
O,1562898127,277658,126
O,1562898128,277688,112
O,1562898129,277718,89
O,1562898129,277711,132
O,1562898130,277687,93
O,1562898130,277663,136
P,1562898131,5333
O,1562898131,277696,88
O,1562898131,277690,96
O,1562898132,277722,130
O,1562898133,277735,148
O,1562898133,277734,134
O,1562898134,277712,210
O,1562898134,277668,201
O,1562898135,277705,175
O,1562898135,277710,103
O,1562898136,277703,103
O,1562898137,277698,105
O,1562898137,277674,112
O,1562898138,277691,104
O,1562898138,277682,108
O,1562898139,277709,117
O,1562898139,277708,77
O,1562898140,277720,87
O,1562898141,277726,97
O,1562898141,277748,93
O,1562898142,277728,52
O,1562898142,277729,114
O,1562898143,277700,108
O,1562898143,277733,70
O,1562898144,277757,114
O,1562898145,277764,92
O,1562898145,277757,119
O,1562898146,277756,105
O,1562898146,277803,121
O,1562898146,277840,87
