60631332,5050
P,1560631361,5050
P,1560631391,5051
P,1560631420,5051
P,1560631449,5050
P,1560631479,5051
P,1560631509,5051
P,1560631538,5051
P,1560631567,5051
P,1560631597,5051
P,1560631626,5050
P,1560631655,5051
P,1560631684,5051
P,1560631714,5051
P,1560631743,5051
P,1560631772,5051
P,1560631803,5050
P,1560631832,5052
P,1560631861,5051
P,1560631890,5050
P,1560631920,5051
P,1560631949,5050
P,1560631978,5051
P,1560632008,5050
P,1560632037,5051
P,1560632066,5049
P,1560632096,5051
P,1560632126,5050
P,1560632155,5050
P,1560632184,5050
P,1560632214,5049
P,1560632243,5051
P,1560632272,5051
P,1560632301,5051
P,1560632331,5051
P,1560632360,5050
P,1560632390,5050
P,1560632420,5052
P,1560632449,5050
P,1560632478,5051
P,1560632507,5052
P,1560632537,5049
P,1560632566,5051
P,1560632595,5050
P,1560632625,5050
P,1560632654,5051
P,1560632684,5051
P,1560632713,5050
P,1560632743,5051
P,1560632772,5051
P,1560632801,5050
P,1560632831,5050
P,1560632860,5050
P,1560632889,5050
P,1560632918,5050
P,1560632948,5049
P,1560632978,5051
P,1560633007,5050
P,1560633037,5050
P,1560633066,5051
P,1560633096,5050
P,1560633125,5051
P,1560633155,5050
P,1560633184,5050
P,1560633213,5051
P,1560633243,5051
P,1560633273,5050
P,1560633302,5049
P,1560633331,5050
P,1560633361,5052
P,1560633390,5051
P,1560633419,5049
P,1560633448,5050
P,1560633478,5050
P,1560633507,5049
P,1560633536,5049
P,1560633567,5050
P,1560633596,5049
P,1560633625,5050
P,1560633654,5050
P,1560633684,5050
P,1560633713,5050
P,1560633742,5050
P,1560633772,5050
P,1560633801,5049
P,1560633830,5050
P,1560633860,5052
P,1560633890,5051
O,1560633901,684690,55234
T,1560633901,2868
P,1560633919,5051
P,1560633948,5051
P,1560633978,5050
P,1560634007,5050
P,1560634036,5051
P,1560634065,5052
P,1560634095,5050
P,1560634124,5050
P,1560634154,5051
P,1560634184,5051
P,1560634213,5049
P,1560634242,5049
P,1560634271,5050
P,1560634301,5051
P,1560634330,5050
P,1560634359,5049
P,1560634389,5050
P,1560634418,5051
P,1560634448,5049
P,1560634477,5050
P,1560634507,5050
P,1560634536,5049
P,1560634565,5050
P,1560634595,5050
P,1560634624,5050
P,1560634653,5050
P,1560634682,5050
P,1560634712,5050
P,1560634742,5048
P,1560634771,5049
P,1560634801,5050
P,1560634830,5051
P,1560634859,5050
P,1560634888,5050
P,1560634918,5050
P,1560634947,5049
P,1560634976,5049
P,1560635006,5050
P,1560635036,5049
P,1560635065,5050
P,1560635094,5051
P,1560635124,5051
P,1560635153,5050
P,1560635182,5050
P,1560635211,5050
P,1560635241,5050
P,1560635270,5051
P,1560635299,5050
P,1560635330,5051
P,1560635359,5051
P,1560635388,5050
P,1560635417,5051
P,1560635447,5049
P,1560635476,5049
P,1560635505,5050
P,1560635535,5050
P,1560635564,5051
P,1560635593,5049
P,1560635623,5050
P,1560635653,5049
P,1560635682,5050
P,1560635712,5050
P,1560635742,5049
P,1560635771,5050
P,1560635800,5050
P,1560635829,5051
P,1560635859,5050
P,1560635888,5050
P,1560635918,5050
P,1560635948,5050
P,1560635977,5049
P,1560636006,5050
P,1560636035,5051
P,1560636065,5050
P,1560636094,5050
P,1560636123,5050
P,1560636153,5049
P,1560636182,5051
P,1560636212,5051
P,1560636241,5051
P,1560636271,5050
P,1560636300,5050
P,1560636329,5049
